Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
CAGR%,delta,1,0.0325,0.5291,0.0337,0.5138,377,
Sortino,delta,1,0.0633,0.22,0.032,0.5358,377,
AvgDailyRet%,delta,1,0.0304,0.556,0.027,0.601,377,
Sharpe,delta,1,0.0328,0.5249,0.0218,0.6736,377,
CAGR%,level,1,-0.0599,0.2457,-0.0157,0.7609,378,
AvgDailyRet%,level,1,-0.032,0.5352,-0.0154,0.7651,378,
Sortino,level,1,0.0205,0.6911,0.0134,0.7957,378,
Calmar,delta,1,-0.0355,0.5011,0.0065,0.9019,362,
Sharpe,level,1,-0.0182,0.7244,-0.0054,0.9165,378,
Calmar,level,1,-0.0525,0.3181,0.0038,0.9429,363,
Sortino,delta,3,0.0369,0.4763,0.0825,0.1108,375,
Sharpe,delta,3,0.0543,0.2942,0.0691,0.1816,375,
CAGR%,delta,3,-0.0295,0.5686,0.0609,0.2391,375,
AvgDailyRet%,delta,3,0.0221,0.6696,0.057,0.2711,375,
CAGR%,level,3,-0.1469,0.0043,-0.0458,0.3754,376,
Calmar,delta,3,-0.0409,0.4386,0.0455,0.3897,360,
AvgDailyRet%,level,3,-0.0792,0.1251,-0.0441,0.3935,376,
Sortino,level,3,-0.0114,0.8251,0.0159,0.7582,376,
Calmar,level,3,-0.0261,0.6209,-0.0129,0.8064,361,
Sharpe,level,3,-0.0554,0.284,-0.0124,0.8102,376,
Sharpe,delta,5,0.0719,0.1658,0.0783,0.1313,373,
CAGR%,level,5,-0.1088,0.0354,-0.06,0.2474,374,
AvgDailyRet%,level,5,-0.0983,0.0576,-0.0578,0.2652,374,
AvgDailyRet%,delta,5,0.0348,0.5026,0.0559,0.2814,373,
Sortino,delta,5,0.0643,0.2152,0.0558,0.2822,373,
CAGR%,delta,5,-0.0534,0.3038,0.0544,0.2949,373,
Sharpe,level,5,-0.0844,0.1031,-0.0397,0.4439,374,
Calmar,delta,5,-0.0005,0.9918,0.0368,0.4882,358,
Calmar,level,5,-0.0102,0.8478,-0.0283,0.5932,359,
Sortino,level,5,-0.0283,0.5858,-0.0042,0.9352,374,
