Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
CAGR%,level,1,-0.0531,0.2969,-0.0585,0.2506,388,
AvgDailyRet%,level,1,-0.0997,0.0497,-0.0513,0.3139,388,
Sortino,delta,1,0.0647,0.2039,0.0415,0.4151,387,
Sharpe,delta,1,-0.0145,0.7835,0.0383,0.4674,362,
CAGR%,delta,1,0.0606,0.2342,0.0257,0.6148,387,
Sharpe,level,1,-0.0667,0.2051,-0.0206,0.6957,363,
Sortino,level,1,-0.0664,0.1916,-0.0195,0.7016,388,
AvgDailyRet%,delta,1,-0.0072,0.8879,0.0191,0.7086,387,
Calmar,level,1,-0.0201,0.7365,-0.0117,0.8448,282,
Calmar,delta,1,-0.1745,0.0033,0.0012,0.9834,281,
CAGR%,level,3,-0.1544,0.0023,-0.1336,0.0086,386,yes
AvgDailyRet%,level,3,-0.1815,0.0003,-0.118,0.0204,386,yes
Sharpe,level,3,-0.1477,0.0049,-0.0883,0.0937,361,
Sortino,level,3,-0.1585,0.0018,-0.0881,0.0837,386,
Calmar,level,3,-0.0393,0.5109,-0.0695,0.245,282,
Sortino,delta,3,-0.0139,0.7859,0.0264,0.6056,385,
Calmar,delta,3,-0.1013,0.0901,-0.0237,0.6925,281,
CAGR%,delta,3,-0.0305,0.5508,-0.009,0.861,385,
AvgDailyRet%,delta,3,-0.0282,0.5818,-0.004,0.9384,385,
Sharpe,delta,3,-0.0412,0.4357,-0.0008,0.9881,360,
CAGR%,level,5,-0.1099,0.0313,-0.1683,0.0009,384,yes
AvgDailyRet%,level,5,-0.2004,0.0001,-0.1545,0.0024,384,yes
Sharpe,level,5,-0.1543,0.0034,-0.1421,0.007,359,yes
Sortino,level,5,-0.1638,0.0013,-0.1211,0.0176,384,yes
CAGR%,delta,5,-0.0531,0.3003,-0.1086,0.0336,383,yes
Calmar,level,5,-0.0822,0.1688,-0.0986,0.0985,282,
AvgDailyRet%,delta,5,-0.0671,0.1898,-0.0914,0.0739,383,
Sortino,delta,5,-0.0768,0.1333,-0.081,0.1134,383,
Sharpe,delta,5,-0.0565,0.2861,-0.0628,0.2359,358,
Calmar,delta,5,-0.087,0.1457,-0.0443,0.4591,281,
