EARLY_KILL_X,EARLY_KILL_Y,Sharpe,CAGR%,MaxDD%,Worst1D%,Calmar,WF_CV,baseline
15,0.0,0.5665,17.65,-54.989,-12.688,0.321,7.7523,False
15,0.0005,0.5665,17.65,-54.989,-12.688,0.321,7.7523,False
15,0.0008,0.5665,17.65,-54.989,-12.688,0.321,7.7523,False
15,0.001,0.5665,17.65,-54.989,-12.688,0.321,7.7523,False
15,0.0015,0.5665,17.65,-54.989,-12.688,0.321,7.7523,False
15,0.002,0.5665,17.65,-54.989,-12.688,0.321,7.7523,False
15,0.0025,0.5665,17.65,-54.989,-12.688,0.321,7.7523,False
15,0.003,0.5665,17.65,-54.989,-12.688,0.321,7.7523,False
20,0.0,0.6754,26.57,-43.675,-13.558,0.608,4.2533,False
20,0.0005,0.6754,26.57,-43.675,-13.558,0.608,4.2533,False
20,0.0008,0.6754,26.57,-43.675,-13.558,0.608,4.2533,False
20,0.001,0.6754,26.57,-43.675,-13.558,0.608,4.2533,False
20,0.0015,0.6754,26.57,-43.675,-13.558,0.608,4.2533,False
20,0.002,0.6754,26.57,-43.675,-13.558,0.608,4.2533,False
20,0.0025,0.6754,26.57,-43.675,-13.558,0.608,4.2533,False
20,0.003,0.6754,26.57,-43.675,-13.558,0.608,4.2533,False
25,0.0,1.0337,61.57,-40.751,-13.585,1.511,3.3852,False
25,0.0005,1.0337,61.57,-40.751,-13.585,1.511,3.3852,False
25,0.0008,1.0337,61.57,-40.751,-13.585,1.511,3.3852,False
25,0.001,1.0337,61.57,-40.751,-13.585,1.511,3.3852,False
25,0.0015,1.0337,61.57,-40.751,-13.585,1.511,3.3852,False
25,0.002,1.0337,61.57,-40.751,-13.585,1.511,3.3852,False
25,0.0025,1.0337,61.57,-40.751,-13.585,1.511,3.3852,False
25,0.003,1.0337,61.57,-40.751,-13.585,1.511,3.3852,False
30,0.0,0.5215,13.34,-45.18,-13.986,0.295,1.9887,False
30,0.0005,0.5215,13.34,-45.18,-13.986,0.295,1.9887,False
30,0.0008,0.5215,13.34,-45.18,-13.986,0.295,1.9887,False
30,0.001,0.5215,13.34,-45.18,-13.986,0.295,1.9887,False
30,0.0015,0.5215,13.34,-45.18,-13.986,0.295,1.9887,False
30,0.002,0.5215,13.34,-45.18,-13.986,0.295,1.9887,False
30,0.0025,0.5215,13.34,-45.18,-13.986,0.295,1.9887,False
30,0.003,0.5215,13.34,-45.18,-13.986,0.295,1.9887,False
35,0.0,0.8084,40.01,-55.417,-14.212,0.722,2.7098,False
35,0.0005,0.8084,40.01,-55.417,-14.212,0.722,2.7098,False
35,0.0008,0.8084,40.01,-55.417,-14.212,0.722,2.7098,False
35,0.001,0.8084,40.01,-55.417,-14.212,0.722,2.7098,False
35,0.0015,0.8084,40.01,-55.417,-14.212,0.722,2.7098,False
35,0.002,0.8084,40.01,-55.417,-14.212,0.722,2.7098,False
35,0.0025,0.8084,40.01,-55.417,-14.212,0.722,2.7098,False
35,0.003,0.8084,40.01,-55.417,-14.212,0.722,2.7098,True
40,0.0,1.8572,231.33,-46.403,-13.789,4.985,1.0766,False
40,0.0005,1.8572,231.33,-46.403,-13.789,4.985,1.0766,False
40,0.0008,1.8572,231.33,-46.403,-13.789,4.985,1.0766,False
40,0.001,1.8572,231.33,-46.403,-13.789,4.985,1.0766,False
40,0.0015,1.8572,231.33,-46.403,-13.789,4.985,1.0766,False
40,0.002,1.8572,231.33,-46.403,-13.789,4.985,1.0766,False
40,0.0025,1.8572,231.33,-46.403,-13.789,4.985,1.0766,False
40,0.003,1.8572,231.33,-46.403,-13.789,4.985,1.0766,False
45,0.0,1.872,246.18,-47.414,-13.981,5.192,1.2341,False
45,0.0005,1.872,246.18,-47.414,-13.981,5.192,1.2341,False
45,0.0008,1.872,246.18,-47.414,-13.981,5.192,1.2341,False
45,0.001,1.872,246.18,-47.414,-13.981,5.192,1.2341,False
45,0.0015,1.872,246.18,-47.414,-13.981,5.192,1.2341,False
45,0.002,1.872,246.18,-47.414,-13.981,5.192,1.2341,False
45,0.0025,1.872,246.18,-47.414,-13.981,5.192,1.2341,False
45,0.003,1.872,246.18,-47.414,-13.981,5.192,1.2341,False
50,0.0,1.2753,111.1,-67.395,-13.723,1.648,1.0438,False
50,0.0005,1.2753,111.1,-67.395,-13.723,1.648,1.0438,False
50,0.0008,1.2753,111.1,-67.395,-13.723,1.648,1.0438,False
50,0.001,1.2753,111.1,-67.395,-13.723,1.648,1.0438,False
50,0.0015,1.2753,111.1,-67.395,-13.723,1.648,1.0438,False
50,0.002,1.2753,111.1,-67.395,-13.723,1.648,1.0438,False
50,0.0025,1.2753,111.1,-67.395,-13.723,1.648,1.0438,False
50,0.003,1.2753,111.1,-67.395,-13.723,1.648,1.0438,False
