EARLY_KILL_Y,EARLY_INSTILL_Y,Sharpe,CAGR%,MaxDD%,Worst1D%,Calmar,WF_CV,baseline
0.001,0.001,2.0113,311.78,-44.228,-14.212,7.049,0.7982,False
0.001,0.0015,1.6829,190.89,-52.417,-14.212,3.642,0.945,False
0.001,0.002,1.2548,100.94,-57.87,-14.212,1.744,0.9446,False
0.001,0.0025,0.6949,28.73,-62.148,-14.212,0.462,1.4389,False
0.001,0.003,0.8084,40.01,-55.417,-14.212,0.722,2.7098,False
0.0015,0.001,1.6829,190.89,-52.417,-14.212,3.642,0.945,False
0.0015,0.0015,1.6829,190.89,-52.417,-14.212,3.642,0.945,False
0.0015,0.002,1.2548,100.94,-57.87,-14.212,1.744,0.9446,False
0.0015,0.0025,0.6949,28.73,-62.148,-14.212,0.462,1.4389,False
0.0015,0.003,0.8084,40.01,-55.417,-14.212,0.722,2.7098,False
0.002,0.001,1.2548,100.94,-57.87,-14.212,1.744,0.9446,False
0.002,0.0015,1.2548,100.94,-57.87,-14.212,1.744,0.9446,False
0.002,0.002,1.2548,100.94,-57.87,-14.212,1.744,0.9446,False
0.002,0.0025,0.6949,28.73,-62.148,-14.212,0.462,1.4389,False
0.002,0.003,0.8084,40.01,-55.417,-14.212,0.722,2.7098,False
0.0025,0.001,0.6949,28.73,-62.148,-14.212,0.462,1.4389,False
0.0025,0.0015,0.6949,28.73,-62.148,-14.212,0.462,1.4389,False
0.0025,0.002,0.6949,28.73,-62.148,-14.212,0.462,1.4389,False
0.0025,0.0025,0.6949,28.73,-62.148,-14.212,0.462,1.4389,False
0.0025,0.003,0.8084,40.01,-55.417,-14.212,0.722,2.7098,False
0.003,0.001,0.8084,40.01,-55.417,-14.212,0.722,2.7098,False
0.003,0.0015,0.8084,40.01,-55.417,-14.212,0.722,2.7098,False
0.003,0.002,0.8084,40.01,-55.417,-14.212,0.722,2.7098,False
0.003,0.0025,0.8084,40.01,-55.417,-14.212,0.722,2.7098,False
0.003,0.003,0.8084,40.01,-55.417,-14.212,0.722,2.7098,True
