PORT_SL,L_HIGH,Sharpe,CAGR%,MaxDD%,Worst1D%,Calmar,WF_CV,baseline
-0.04,0.8,0.5241,11.06,-26.378,-4.194,0.419,3.0911,False
-0.04,1.0,0.5241,12.81,-32.05,-5.242,0.4,3.0911,False
-0.04,1.2,0.5241,14.11,-37.376,-6.291,0.378,3.0911,False
-0.04,1.4,0.5241,14.95,-42.367,-7.339,0.353,3.0911,False
-0.04,1.5,0.5241,15.2,-44.742,-7.864,0.34,3.0911,False
-0.04,1.6,0.5241,15.34,-47.038,-8.388,0.326,3.0911,False
-0.04,1.8,0.5241,15.26,-51.401,-9.436,0.297,3.0911,False
-0.04,2.0,0.5241,14.73,-55.47,-10.485,0.266,3.0911,False
-0.05,0.8,0.7828,18.98,-23.895,-4.316,0.794,2.8075,False
-0.05,1.0,0.7828,22.95,-29.167,-5.395,0.787,2.8075,False
-0.05,1.2,0.7828,26.53,-34.167,-6.474,0.776,2.8075,False
-0.05,1.4,0.7828,29.67,-38.9,-7.553,0.763,2.8075,False
-0.05,1.5,0.7828,31.08,-41.168,-8.092,0.755,2.8075,False
-0.05,1.6,0.7828,32.36,-43.373,-8.632,0.746,2.8075,False
-0.05,1.8,0.7828,34.56,-47.593,-9.711,0.726,2.8075,False
-0.05,2.0,0.7828,36.26,-51.568,-10.79,0.703,2.8075,False
-0.055,0.8,0.7932,19.31,-24.739,-4.64,0.78,2.6553,False
-0.055,1.0,0.7932,23.37,-30.158,-5.8,0.775,2.6553,False
-0.055,1.2,0.7932,27.05,-35.283,-6.96,0.767,2.6553,False
-0.055,1.4,0.7932,30.3,-40.121,-8.12,0.755,2.6553,False
-0.055,1.5,0.7932,31.75,-42.435,-8.7,0.748,2.6553,False
-0.055,1.6,0.7932,33.09,-44.68,-9.28,0.741,2.6553,False
-0.055,1.8,0.7932,35.4,-48.968,-10.44,0.723,2.6553,False
-0.055,2.0,0.7932,37.2,-52.994,-11.6,0.702,2.6553,False
-0.06,0.8,0.8084,19.77,-23.946,-5.168,0.826,2.7098,False
-0.06,1.0,0.8084,23.98,-29.229,-6.46,0.82,2.7098,False
-0.06,1.2,0.8084,27.8,-34.239,-7.752,0.812,2.7098,False
-0.06,1.4,0.8084,31.2,-38.982,-9.044,0.8,2.7098,False
-0.06,1.5,0.8084,32.73,-41.255,-9.69,0.793,2.7098,False
-0.06,1.6,0.8084,34.15,-43.464,-10.336,0.786,2.7098,False
-0.06,1.8,0.8084,36.61,-47.692,-11.628,0.768,2.7098,False
-0.06,2.0,0.8084,38.57,-51.674,-12.92,0.746,2.7098,False
-0.065,0.8,0.7941,19.36,-24.055,-5.39,0.805,2.7286,False
-0.065,1.0,0.7941,23.43,-29.357,-6.738,0.798,2.7286,False
-0.065,1.2,0.7941,27.12,-34.384,-8.085,0.789,2.7286,False
-0.065,1.4,0.7941,30.37,-39.141,-9.432,0.776,2.7286,False
-0.065,1.5,0.7941,31.83,-41.42,-10.106,0.768,2.7286,False
-0.065,1.6,0.7941,33.17,-43.634,-10.78,0.76,2.7286,False
-0.065,1.8,0.7941,35.48,-47.872,-12.128,0.741,2.7286,False
-0.065,2.0,0.7941,37.27,-51.861,-13.475,0.719,2.7286,False
-0.07,0.8,0.8111,19.85,-24.055,-5.102,0.825,2.6917,False
-0.07,1.0,0.8111,24.08,-29.357,-6.377,0.82,2.6917,False
-0.07,1.2,0.8111,27.93,-34.384,-7.653,0.812,2.6917,False
-0.07,1.4,0.8111,31.36,-39.141,-8.928,0.801,2.6917,False
-0.07,1.5,0.8111,32.9,-41.42,-9.566,0.794,2.6917,False
-0.07,1.6,0.8111,34.33,-43.634,-10.204,0.787,2.6917,False
-0.07,1.8,0.8111,36.83,-47.872,-11.479,0.769,2.6917,False
-0.07,2.0,0.8111,38.82,-51.861,-12.755,0.749,2.6917,False
-0.075,0.8,0.8111,19.85,-24.055,-5.102,0.825,2.6917,False
-0.075,1.0,0.8111,24.08,-29.357,-6.377,0.82,2.6917,False
-0.075,1.2,0.8111,27.93,-34.384,-7.653,0.812,2.6917,False
-0.075,1.4,0.8111,31.36,-39.141,-8.928,0.801,2.6917,False
-0.075,1.5,0.8111,32.9,-41.42,-9.566,0.794,2.6917,False
-0.075,1.6,0.8111,34.33,-43.634,-10.204,0.787,2.6917,False
-0.075,1.8,0.8111,36.83,-47.872,-11.479,0.769,2.6917,False
-0.075,2.0,0.8111,38.82,-51.861,-12.755,0.749,2.6917,False
-0.08,0.8,0.8111,19.85,-24.055,-5.102,0.825,2.6917,False
-0.08,1.0,0.8111,24.08,-29.357,-6.377,0.82,2.6917,False
-0.08,1.2,0.8111,27.93,-34.384,-7.653,0.812,2.6917,False
-0.08,1.4,0.8111,31.36,-39.141,-8.928,0.801,2.6917,False
-0.08,1.5,0.8111,32.9,-41.42,-9.566,0.794,2.6917,False
-0.08,1.6,0.8111,34.33,-43.634,-10.204,0.787,2.6917,False
-0.08,1.8,0.8111,36.83,-47.872,-11.479,0.769,2.6917,False
-0.08,2.0,0.8111,38.82,-51.861,-12.755,0.749,2.6917,False
-0.085,0.8,0.8111,19.85,-24.055,-5.102,0.825,2.6917,False
-0.085,1.0,0.8111,24.08,-29.357,-6.377,0.82,2.6917,False
-0.085,1.2,0.8111,27.93,-34.384,-7.653,0.812,2.6917,False
-0.085,1.4,0.8111,31.36,-39.141,-8.928,0.801,2.6917,False
-0.085,1.5,0.8111,32.9,-41.42,-9.566,0.794,2.6917,False
-0.085,1.6,0.8111,34.33,-43.634,-10.204,0.787,2.6917,False
-0.085,1.8,0.8111,36.83,-47.872,-11.479,0.769,2.6917,False
-0.085,2.0,0.8111,38.82,-51.861,-12.755,0.749,2.6917,False
-0.1,0.8,0.8111,19.85,-24.055,-5.102,0.825,2.6917,False
-0.1,1.0,0.8111,24.08,-29.357,-6.377,0.82,2.6917,False
-0.1,1.2,0.8111,27.93,-34.384,-7.653,0.812,2.6917,False
-0.1,1.4,0.8111,31.36,-39.141,-8.928,0.801,2.6917,False
-0.1,1.5,0.8111,32.9,-41.42,-9.566,0.794,2.6917,False
-0.1,1.6,0.8111,34.33,-43.634,-10.204,0.787,2.6917,False
-0.1,1.8,0.8111,36.83,-47.872,-11.479,0.769,2.6917,False
