EARLY_FILL_Y,EARLY_KILL_Y,Sharpe,CAGR%,MaxDD%,Worst1D%,Calmar,WF_CV,baseline
0.07,0.0,0.472,10.42,-56.969,-14.212,0.183,3.1428,False
0.07,0.0005,0.472,10.42,-56.969,-14.212,0.183,3.1428,False
0.07,0.0008,0.472,10.42,-56.969,-14.212,0.183,3.1428,False
0.07,0.001,0.472,10.42,-56.969,-14.212,0.183,3.1428,False
0.07,0.0015,0.472,10.42,-56.969,-14.212,0.183,3.1428,False
0.07,0.002,0.472,10.42,-56.969,-14.212,0.183,3.1428,False
0.07,0.0025,0.472,10.42,-56.969,-14.212,0.183,3.1428,False
0.07,0.003,0.472,10.42,-56.969,-14.212,0.183,3.1428,False
0.08,0.0,0.5728,18.01,-55.512,-14.212,0.324,2.9789,False
0.08,0.0005,0.5728,18.01,-55.512,-14.212,0.324,2.9789,False
0.08,0.0008,0.5728,18.01,-55.512,-14.212,0.324,2.9789,False
0.08,0.001,0.5728,18.01,-55.512,-14.212,0.324,2.9789,False
0.08,0.0015,0.5728,18.01,-55.512,-14.212,0.324,2.9789,False
0.08,0.002,0.5728,18.01,-55.512,-14.212,0.324,2.9789,False
0.08,0.0025,0.5728,18.01,-55.512,-14.212,0.324,2.9789,False
0.08,0.003,0.5728,18.01,-55.512,-14.212,0.324,2.9789,False
0.09,0.0,0.8084,40.01,-55.417,-14.212,0.722,2.7098,False
0.09,0.0005,0.8084,40.01,-55.417,-14.212,0.722,2.7098,False
0.09,0.0008,0.8084,40.01,-55.417,-14.212,0.722,2.7098,False
0.09,0.001,0.8084,40.01,-55.417,-14.212,0.722,2.7098,False
0.09,0.0015,0.8084,40.01,-55.417,-14.212,0.722,2.7098,False
0.09,0.002,0.8084,40.01,-55.417,-14.212,0.722,2.7098,False
0.09,0.0025,0.8084,40.01,-55.417,-14.212,0.722,2.7098,False
0.09,0.003,0.8084,40.01,-55.417,-14.212,0.722,2.7098,True
0.1,0.0,0.693,28.71,-55.417,-14.212,0.518,2.8869,False
0.1,0.0005,0.693,28.71,-55.417,-14.212,0.518,2.8869,False
0.1,0.0008,0.693,28.71,-55.417,-14.212,0.518,2.8869,False
0.1,0.001,0.693,28.71,-55.417,-14.212,0.518,2.8869,False
0.1,0.0015,0.693,28.71,-55.417,-14.212,0.518,2.8869,False
0.1,0.002,0.693,28.71,-55.417,-14.212,0.518,2.8869,False
0.1,0.0025,0.693,28.71,-55.417,-14.212,0.518,2.8869,False
0.1,0.003,0.693,28.71,-55.417,-14.212,0.518,2.8869,False
0.15,0.0,0.7446,34.82,-55.417,-14.212,0.628,2.9625,False
0.15,0.0005,0.7446,34.82,-55.417,-14.212,0.628,2.9625,False
0.15,0.0008,0.7446,34.82,-55.417,-14.212,0.628,2.9625,False
0.15,0.001,0.7446,34.82,-55.417,-14.212,0.628,2.9625,False
0.15,0.0015,0.7446,34.82,-55.417,-14.212,0.628,2.9625,False
0.15,0.002,0.7446,34.82,-55.417,-14.212,0.628,2.9625,False
0.15,0.0025,0.7446,34.82,-55.417,-14.212,0.628,2.9625,False
0.15,0.003,0.7446,34.82,-55.417,-14.212,0.628,2.9625,False
0.2,0.0,0.9327,62.73,-55.417,-14.212,1.132,2.8359,False
0.2,0.0005,0.9327,62.73,-55.417,-14.212,1.132,2.8359,False
0.2,0.0008,0.9327,62.73,-55.417,-14.212,1.132,2.8359,False
0.2,0.001,0.9327,62.73,-55.417,-14.212,1.132,2.8359,False
0.2,0.0015,0.9327,62.73,-55.417,-14.212,1.132,2.8359,False
0.2,0.002,0.9327,62.73,-55.417,-14.212,1.132,2.8359,False
0.2,0.0025,0.9327,62.73,-55.417,-14.212,1.132,2.8359,False
0.2,0.003,0.9327,62.73,-55.417,-14.212,1.132,2.8359,False
0.25,0.0,0.8927,55.77,-55.417,-14.212,1.006,2.8654,False
0.25,0.0005,0.8927,55.77,-55.417,-14.212,1.006,2.8654,False
0.25,0.0008,0.8927,55.77,-55.417,-14.212,1.006,2.8654,False
0.25,0.001,0.8927,55.77,-55.417,-14.212,1.006,2.8654,False
0.25,0.0015,0.8927,55.77,-55.417,-14.212,1.006,2.8654,False
0.25,0.002,0.8927,55.77,-55.417,-14.212,1.006,2.8654,False
0.25,0.0025,0.8927,55.77,-55.417,-14.212,1.006,2.8654,False
0.25,0.003,0.8927,55.77,-55.417,-14.212,1.006,2.8654,False
0.3,0.0,0.8927,55.77,-55.417,-14.212,1.006,2.8654,False
0.3,0.0005,0.8927,55.77,-55.417,-14.212,1.006,2.8654,False
0.3,0.0008,0.8927,55.77,-55.417,-14.212,1.006,2.8654,False
0.3,0.001,0.8927,55.77,-55.417,-14.212,1.006,2.8654,False
0.3,0.0015,0.8927,55.77,-55.417,-14.212,1.006,2.8654,False
0.3,0.002,0.8927,55.77,-55.417,-14.212,1.006,2.8654,False
0.3,0.0025,0.8927,55.77,-55.417,-14.212,1.006,2.8654,False
0.3,0.003,0.8927,55.77,-55.417,-14.212,1.006,2.8654,False
0.4,0.0,0.8927,55.77,-55.417,-14.212,1.006,2.8654,False
0.4,0.0005,0.8927,55.77,-55.417,-14.212,1.006,2.8654,False
0.4,0.0008,0.8927,55.77,-55.417,-14.212,1.006,2.8654,False
0.4,0.001,0.8927,55.77,-55.417,-14.212,1.006,2.8654,False
0.4,0.0015,0.8927,55.77,-55.417,-14.212,1.006,2.8654,False
0.4,0.002,0.8927,55.77,-55.417,-14.212,1.006,2.8654,False
0.4,0.0025,0.8927,55.77,-55.417,-14.212,1.006,2.8654,False
0.4,0.003,0.8927,55.77,-55.417,-14.212,1.006,2.8654,False
0.5,0.0,0.8927,55.77,-55.417,-14.212,1.006,2.8654,False
0.5,0.0005,0.8927,55.77,-55.417,-14.212,1.006,2.8654,False
0.5,0.0008,0.8927,55.77,-55.417,-14.212,1.006,2.8654,False
0.5,0.001,0.8927,55.77,-55.417,-14.212,1.006,2.8654,False
0.5,0.0015,0.8927,55.77,-55.417,-14.212,1.006,2.8654,False
0.5,0.002,0.8927,55.77,-55.417,-14.212,1.006,2.8654,False
0.5,0.0025,0.8927,55.77,-55.417,-14.212,1.006,2.8654,False
0.5,0.003,0.8927,55.77,-55.417,-14.212,1.006,2.8654,False
