trial,L_HIGH,PORT_SL,PORT_TSL,EARLY_KILL_X,EARLY_KILL_Y,EARLY_FILL_Y,EARLY_FILL_X,Sharpe,CAGR%,MaxDD%,Calmar,WF_CV
0,2.320541,-0.058900,0.996821,37,0.002026,0.124245,870,1.154000,93.720000,-57.080000,1.642000,2.216600
1,2.325868,-0.053306,0.886604,34,0.004024,0.100358,906,1.039600,64.030000,-37.078000,1.727000,2.485800
2,2.175102,-0.055090,0.914738,31,0.003786,0.099480,869,0.772300,35.340000,-35.187000,1.004000,2.355800
3,2.135991,-0.068473,1.006143,38,0.002267,0.087604,457,0.753100,34.040000,-54.278000,0.627000,2.587000
4,2.047887,-0.063295,0.966086,40,0.002582,0.080673,702,1.715600,168.220000,-44.160000,3.809000,1.132900
5,2.063367,-0.053339,0.893440,32,0.003408,0.085475,912,0.859500,42.520000,-35.828000,1.187000,1.416600
6,2.288117,-0.056623,0.989710,38,0.002730,0.074760,825,0.616800,21.370000,-58.724000,0.364000,2.776700
7,2.041491,-0.054598,0.766988,38,0.003396,0.104772,882,0.917100,49.650000,-45.388000,1.094000,4.505400
8,2.181923,-0.061237,0.802745,31,0.003404,0.087919,758,0.823700,40.770000,-38.680000,1.054000,1.412400
9,2.316599,-0.062425,0.914466,36,0.002529,0.056219,684,0.101000,-13.100000,-61.637000,-0.213000,3.479800
10,2.074417,-0.058354,0.995419,32,0.001940,0.074260,601,0.376300,3.970000,-42.759000,0.093000,1.992100
11,2.271243,-0.061027,0.976653,37,0.002775,0.112609,528,0.733200,32.880000,-56.446000,0.583000,2.691400
12,1.989993,-0.052621,0.960037,35,0.002187,0.090075,520,0.790700,36.700000,-52.414000,0.700000,2.442400
13,2.286381,-0.059031,0.867876,33,0.003313,0.080051,482,0.598500,20.020000,-39.864000,0.502000,1.495900
14,2.031923,-0.068314,1.010317,37,0.002438,0.123781,881,1.119400,80.240000,-52.310000,1.534000,2.313000
15,2.295432,-0.059089,0.838505,31,0.003966,0.086816,549,0.812800,39.480000,-37.585000,1.050000,2.573600
16,2.114621,-0.061426,0.812729,39,0.003620,0.105801,681,0.895400,47.130000,-42.391000,1.112000,4.756800
17,2.256016,-0.061514,0.940459,31,0.002798,0.056996,717,-0.139900,-25.530000,-50.568000,-0.505000,2.444100
18,2.125139,-0.053601,0.792919,36,0.002209,0.120609,767,0.851800,45.550000,-55.230000,0.825000,2.460900
19,2.132623,-0.061636,0.771157,40,0.002958,0.110357,480,1.828600,256.860000,-45.985000,5.586000,1.043800
20,2.194130,-0.059833,1.018213,36,0.002936,0.073222,623,0.616000,21.530000,-55.595000,0.387000,2.915900
21,2.209096,-0.058900,0.770835,38,0.003951,0.064098,751,0.945700,49.050000,-43.845000,1.119000,3.779000
22,2.027773,-0.063100,0.840933,37,0.003545,0.109343,494,0.842200,40.630000,-41.025000,0.990000,4.917500
23,2.383045,-0.055144,0.775101,36,0.002690,0.113745,898,1.093000,83.850000,-59.957000,1.398000,2.315500
24,2.119541,-0.068152,0.843548,35,0.002414,0.121395,527,0.766200,36.080000,-53.971000,0.668000,2.655000
25,1.999761,-0.058832,1.032941,39,0.003597,0.118137,947,1.201000,83.480000,-40.579000,2.057000,3.927100
26,2.208298,-0.056687,0.973443,37,0.002697,0.060802,862,0.265800,-3.040000,-60.253000,-0.050000,3.102100
27,2.095483,-0.067863,0.830062,31,0.003795,0.065036,535,0.592000,19.690000,-35.090000,0.561000,2.339100
28,2.243728,-0.066742,0.818037,33,0.003666,0.123972,720,0.623500,22.730000,-39.528000,0.575000,2.548400
29,2.043315,-0.051251,0.827007,31,0.003426,0.062772,724,0.599300,20.130000,-36.477000,0.552000,1.368400
30,2.285475,-0.061460,0.818939,38,0.003517,0.107207,507,0.847800,43.670000,-44.997000,0.970000,4.917500
31,2.034452,-0.067696,0.872346,33,0.002973,0.101726,982,0.621300,22.340000,-40.087000,0.557000,1.965100
32,2.106036,-0.067647,0.771712,36,0.003322,0.061625,513,0.426900,8.300000,-46.959000,0.177000,6.205000
33,2.164410,-0.068392,0.925931,39,0.003730,0.087651,884,0.960400,54.050000,-43.161000,1.252000,4.466600
34,1.987848,-0.052965,0.988946,38,0.002358,0.092215,781,0.784900,36.210000,-52.354000,0.692000,2.470600
35,2.361805,-0.061856,0.876394,34,0.002822,0.100939,932,0.580000,17.290000,-48.015000,0.360000,1.899100
36,2.179715,-0.055461,0.828899,37,0.003760,0.061580,470,0.655900,24.510000,-45.842000,0.535000,5.183000
37,2.241551,-0.053631,0.987659,33,0.002145,0.120310,527,0.590800,19.400000,-43.815000,0.443000,1.841600
38,2.105277,-0.053765,0.796182,30,0.001933,0.066574,463,0.431100,7.820000,-41.509000,0.188000,1.669500
39,2.240103,-0.063253,0.871280,33,0.003011,0.117000,922,0.984200,64.430000,-43.561000,1.479000,1.816200
40,1.999129,-0.054267,0.828921,32,0.003171,0.083971,460,0.367900,4.590000,-40.463000,0.113000,2.252400
41,2.144390,-0.060428,0.792451,38,0.001925,0.120589,489,0.969100,64.600000,-53.629000,1.205000,2.276300
42,2.351173,-0.067248,1.029484,38,0.003671,0.100259,881,0.997000,61.660000,-45.971000,1.341000,4.355800
43,2.039203,-0.060649,0.903840,39,0.002911,0.081726,800,0.632100,22.920000,-51.323000,0.447000,2.800800
44,2.097244,-0.053516,0.894027,34,0.002358,0.080461,643,0.362600,3.240000,-41.645000,0.078000,2.036000
45,2.124098,-0.057830,0.950151,33,0.004077,0.119977,709,0.938800,51.770000,-35.012000,1.479000,2.663400
46,2.124479,-0.060638,0.994111,37,0.003731,0.092356,797,0.981900,55.640000,-42.544000,1.308000,4.404200
47,2.106788,-0.064228,0.819649,37,0.003866,0.063511,786,0.764000,32.570000,-42.269000,0.771000,3.818700
48,2.021842,-0.064063,0.787813,39,0.002130,0.123039,893,1.139400,82.700000,-51.916000,1.593000,2.203400
49,2.241220,-0.065087,0.979681,39,0.002408,0.096485,487,0.662600,25.790000,-56.202000,0.459000,2.786500
50,2.251113,-0.054083,0.917537,36,0.002918,0.091629,872,0.808800,40.400000,-57.367000,0.704000,2.521800
51,2.331668,-0.059859,0.926890,39,0.002087,0.062431,483,0.509300,12.470000,-58.925000,0.212000,2.769100
52,2.269460,-0.058535,0.974067,37,0.002601,0.118682,871,1.084200,79.560000,-56.451000,1.409000,2.338800
53,2.099035,-0.057555,0.849899,32,0.002155,0.121401,684,0.535300,15.040000,-43.058000,0.349000,1.879500
54,2.148661,-0.064134,0.914308,39,0.003673,0.088515,649,0.935900,50.900000,-42.918000,1.186000,4.423800
55,2.414118,-0.063920,1.021823,31,0.003841,0.099869,502,0.564300,17.150000,-39.475000,0.434000,2.687700
56,2.238834,-0.063350,0.768322,35,0.003781,0.075266,696,0.893300,46.000000,-44.296000,1.038000,4.076400
57,2.174618,-0.056435,1.012979,38,0.002065,0.125786,938,1.128700,85.740000,-56.284000,1.523000,2.168900
58,2.104920,-0.066064,0.793733,40,0.003398,0.100809,484,1.436500,124.310000,-50.909000,2.442000,1.244000
59,2.374695,-0.051522,0.830024,31,0.003664,0.068271,957,0.438900,7.980000,-40.169000,0.199000,2.591100
60,2.268758,-0.051651,0.766466,31,0.003254,0.111707,569,0.749200,34.390000,-39.834000,0.863000,1.473600
61,2.353740,-0.052030,0.981260,39,0.003653,0.104265,915,1.042200,68.330000,-48.572000,1.407000,4.190000
62,1.997667,-0.054632,0.798729,35,0.003588,0.099361,922,1.000500,55.660000,-42.881000,1.298000,4.213700
63,2.048294,-0.064223,0.817121,33,0.003504,0.124575,784,0.929300,53.350000,-36.678000,1.454000,2.289000
64,2.003980,-0.062094,0.776435,39,0.003503,0.066465,485,0.849800,39.410000,-40.646000,0.970000,4.413400
65,2.060755,-0.068640,0.888811,38,0.003327,0.095214,516,0.569300,18.300000,-44.383000,0.412000,6.897500
66,2.396251,-0.056424,0.921065,37,0.003358,0.121723,518,0.655700,25.360000,-51.643000,0.491000,5.974500
67,2.203675,-0.058273,0.893026,31,0.002122,0.074021,608,0.374400,2.700000,-45.011000,0.060000,2.002800
68,2.168277,-0.061998,0.936350,34,0.002781,0.069669,771,0.278300,-2.710000,-44.217000,-0.061000,2.205300
69,2.119498,-0.051649,0.877968,35,0.002341,0.095217,758,0.822900,41.220000,-55.038000,0.749000,2.497000
70,2.288881,-0.062663,0.941157,33,0.003690,0.093538,680,0.476300,10.630000,-40.172000,0.265000,2.667100
71,2.255445,-0.057492,0.903440,37,0.003927,0.120316,722,1.167900,82.350000,-44.546000,1.849000,3.742400
72,2.208921,-0.065398,0.849902,38,0.002986,0.062342,474,0.475600,10.530000,-57.268000,0.184000,3.083200
73,2.350477,-0.052000,0.840765,33,0.002215,0.076600,860,0.506400,11.760000,-45.430000,0.259000,1.938400
74,1.986460,-0.065889,0.996268,34,0.002169,0.097261,501,0.446200,9.160000,-39.061000,0.235000,1.951100
75,2.140565,-0.068252,1.033775,38,0.002546,0.103512,838,0.894000,49.480000,-54.461000,0.908000,2.483400
76,2.150650,-0.062536,0.767896,32,0.003060,0.065790,528,0.505900,13.130000,-43.104000,0.305000,1.885500
77,2.347974,-0.068804,0.915112,38,0.004177,0.064195,690,0.796100,36.450000,-45.924000,0.794000,4.105100
78,2.152732,-0.052441,0.968939,34,0.002926,0.064848,536,0.372000,3.470000,-43.537000,0.080000,1.835800
79,2.379126,-0.051804,0.827870,33,0.002976,0.096224,716,0.462900,7.810000,-45.930000,0.170000,2.041400
80,2.017011,-0.055386,0.992769,36,0.003358,0.102255,871,0.840800,41.480000,-44.945000,0.923000,5.068900
81,2.005568,-0.057599,0.910672,33,0.003827,0.088745,875,0.701200,28.360000,-33.348000,0.851000,2.451600
82,2.354887,-0.060086,1.010579,36,0.003841,0.078523,719,0.808600,38.560000,-46.026000,0.838000,4.167600
83,2.213821,-0.052890,0.872609,39,0.003314,0.066780,627,0.549100,16.450000,-49.979000,0.329000,4.499100
84,2.064305,-0.051447,1.015414,34,0.002538,0.097090,436,0.729500,34.410000,-40.506000,0.849000,1.967300
85,2.102330,-0.063655,0.936118,40,0.003289,0.088380,871,1.731500,187.220000,-50.861000,3.681000,1.091100
86,2.377464,-0.063973,1.025067,38,0.003880,0.062215,854,0.638100,23.060000,-46.540000,0.496000,4.343800
87,2.173639,-0.060956,0.941608,40,0.004163,0.074752,855,-0.120700,-23.740000,-54.420000,-0.436000,16.062800
88,2.309993,-0.057237,0.798445,30,0.003666,0.089258,1000,0.707200,30.060000,-39.783000,0.756000,2.413100
89,2.184588,-0.068603,0.876126,38,0.002004,0.093993,894,0.847600,44.240000,-54.704000,0.809000,2.348000
90,2.386869,-0.065806,0.774982,34,0.001917,0.061868,821,0.121800,-14.360000,-49.824000,-0.288000,2.090000
91,2.293834,-0.064927,0.998673,37,0.003722,0.057525,567,0.437300,8.620000,-45.541000,0.189000,5.936900
92,2.253635,-0.066446,0.766215,35,0.003425,0.056132,663,0.147000,-8.460000,-51.731000,-0.164000,5.855600
93,2.374079,-0.063089,0.829168,39,0.002635,0.115441,604,0.723800,31.950000,-58.700000,0.544000,2.699400
94,2.239741,-0.058145,0.839203,39,0.002250,0.060106,629,0.297800,-0.970000,-58.542000,-0.017000,3.041300
95,2.295761,-0.065534,1.034661,33,0.002779,0.063851,763,0.277800,-4.250000,-47.285000,-0.090000,1.923200
96,2.418935,-0.063616,0.925707,34,0.003997,0.089778,509,0.967800,56.800000,-39.539000,1.437000,2.583700
97,2.140767,-0.052209,0.819534,30,0.002888,0.099687,630,0.446300,8.360000,-41.987000,0.199000,2.085600
98,2.164968,-0.068266,0.968030,35,0.002483,0.118584,567,0.720800,31.530000,-55.045000,0.573000,2.703600
99,2.123151,-0.067363,0.907976,37,0.003218,0.101048,604,0.535100,15.570000,-45.479000,0.342000,6.676500
100,2.086204,-0.056805,0.806969,39,0.002480,0.094427,888,0.813600,40.040000,-55.037000,0.727000,2.481500
101,2.324883,-0.058891,0.893589,40,0.003419,0.112654,952,1.606400,192.710000,-53.857000,3.578000,1.196900
102,2.326540,-0.054333,0.916786,31,0.003367,0.122785,727,0.966400,60.720000,-39.546000,1.536000,1.386900
103,2.170508,-0.051645,1.024139,31,0.001899,0.071717,470,0.441100,8.150000,-42.172000,0.193000,1.963000
