TRAIL_DD,EARLY_X,Sharpe,MaxDD%,WF_CV,Fold5_Sharpe,Fold8_Sharpe,Flat_days
0.11,34,0.522,-45.18,1.989,-2.531,2.803,317
0.11,35,0.808,-55.42,2.71,-1.911,1.957,315
0.11,36,0.808,-55.42,2.71,-1.911,1.957,315
0.11,37,0.808,-55.42,2.71,-1.911,1.957,315
0.11,38,0.808,-55.42,2.71,-1.911,1.957,315
0.11,39,0.808,-55.42,2.71,-1.911,1.957,315
0.11,40,1.857,-46.4,1.077,-3.042,2.928,307
0.11,41,1.857,-46.4,1.077,-3.042,2.928,307
0.11,42,1.857,-46.4,1.077,-3.042,2.928,307
0.11,43,1.857,-46.4,1.077,-3.042,2.928,307
0.11,44,1.857,-46.4,1.077,-3.042,2.928,307
0.12,30,0.522,-45.18,1.989,-2.531,2.803,317
0.12,31,0.522,-45.18,1.989,-2.531,2.803,317
0.12,32,0.522,-45.18,1.989,-2.531,2.803,317
0.12,33,0.522,-45.18,1.989,-2.531,2.803,317
0.12,34,0.522,-45.18,1.989,-2.531,2.803,317
0.12,35,0.808,-55.42,2.71,-1.911,1.957,315
0.12,36,0.808,-55.42,2.71,-1.911,1.957,315
0.12,37,0.808,-55.42,2.71,-1.911,1.957,315
0.12,38,0.808,-55.42,2.71,-1.911,1.957,315
0.12,39,0.808,-55.42,2.71,-1.911,1.957,315
0.12,40,1.857,-46.4,1.077,-3.042,2.928,307
0.12,41,1.857,-46.4,1.077,-3.042,2.928,307
0.12,42,1.857,-46.4,1.077,-3.042,2.928,307
0.12,43,1.857,-46.4,1.077,-3.042,2.928,307
0.12,44,1.857,-46.4,1.077,-3.042,2.928,307
0.13,30,0.522,-45.18,1.989,-2.531,2.803,317
0.13,31,0.522,-45.18,1.989,-2.531,2.803,317
0.13,32,0.522,-45.18,1.989,-2.531,2.803,317
0.13,33,0.522,-45.18,1.989,-2.531,2.803,317
0.13,34,0.522,-45.18,1.989,-2.531,2.803,317
0.13,35,0.808,-55.42,2.71,-1.911,1.957,315
0.13,36,0.808,-55.42,2.71,-1.911,1.957,315
0.13,37,0.808,-55.42,2.71,-1.911,1.957,315
0.13,38,0.808,-55.42,2.71,-1.911,1.957,315
0.13,39,0.808,-55.42,2.71,-1.911,1.957,315
0.13,40,1.857,-46.4,1.077,-3.042,2.928,307
0.13,41,1.857,-46.4,1.077,-3.042,2.928,307
0.13,42,1.857,-46.4,1.077,-3.042,2.928,307
0.13,43,1.857,-46.4,1.077,-3.042,2.928,307
0.13,44,1.857,-46.4,1.077,-3.042,2.928,307
0.14,30,0.522,-45.18,1.989,-2.531,2.803,317
0.14,31,0.522,-45.18,1.989,-2.531,2.803,317
0.14,32,0.522,-45.18,1.989,-2.531,2.803,317
0.14,33,0.522,-45.18,1.989,-2.531,2.803,317
0.14,34,0.522,-45.18,1.989,-2.531,2.803,317
0.14,35,0.808,-55.42,2.71,-1.911,1.957,315
0.14,36,0.808,-55.42,2.71,-1.911,1.957,315
0.14,37,0.808,-55.42,2.71,-1.911,1.957,315
0.14,38,0.808,-55.42,2.71,-1.911,1.957,315
0.14,39,0.808,-55.42,2.71,-1.911,1.957,315
0.14,40,1.857,-46.4,1.077,-3.042,2.928,307
0.14,41,1.857,-46.4,1.077,-3.042,2.928,307
0.14,42,1.857,-46.4,1.077,-3.042,2.928,307
0.14,43,1.857,-46.4,1.077,-3.042,2.928,307
0.14,44,1.857,-46.4,1.077,-3.042,2.928,307
0.15,30,0.522,-45.18,1.989,-2.531,2.803,317
0.15,31,0.522,-45.18,1.989,-2.531,2.803,317
0.15,32,0.522,-45.18,1.989,-2.531,2.803,317
0.15,33,0.522,-45.18,1.989,-2.531,2.803,317
0.15,34,0.522,-45.18,1.989,-2.531,2.803,317
0.15,35,0.808,-55.42,2.71,-1.911,1.957,315
0.15,36,0.808,-55.42,2.71,-1.911,1.957,315
0.15,37,0.808,-55.42,2.71,-1.911,1.957,315
0.15,38,0.808,-55.42,2.71,-1.911,1.957,315
0.15,39,0.808,-55.42,2.71,-1.911,1.957,315
0.15,40,1.857,-46.4,1.077,-3.042,2.928,307
0.15,41,1.857,-46.4,1.077,-3.042,2.928,307
0.15,42,1.857,-46.4,1.077,-3.042,2.928,307
0.15,43,1.857,-46.4,1.077,-3.042,2.928,307
0.15,44,1.857,-46.4,1.077,-3.042,2.928,307
0.16,30,0.522,-45.18,1.989,-2.531,2.803,317
0.16,31,0.522,-45.18,1.989,-2.531,2.803,317
0.16,32,0.522,-45.18,1.989,-2.531,2.803,317
0.16,33,0.522,-45.18,1.989,-2.531,2.803,317
0.16,34,0.522,-45.18,1.989,-2.531,2.803,317
0.16,35,0.808,-55.42,2.71,-1.911,1.957,315
0.16,36,0.808,-55.42,2.71,-1.911,1.957,315
0.16,37,0.808,-55.42,2.71,-1.911,1.957,315
0.16,38,0.808,-55.42,2.71,-1.911,1.957,315
0.16,39,0.808,-55.42,2.71,-1.911,1.957,315
0.16,40,1.857,-46.4,1.077,-3.042,2.928,307
0.16,41,1.857,-46.4,1.077,-3.042,2.928,307
0.16,42,1.857,-46.4,1.077,-3.042,2.928,307
0.16,43,1.857,-46.4,1.077,-3.042,2.928,307
0.16,44,1.857,-46.4,1.077,-3.042,2.928,307
