TRAIL_DD,EARLY_X,Sharpe,MaxDD%,WF_CV,Fold5_Sharpe,Fold8_Sharpe,Flat_days
0.04,30,0.647,-35.65,2.18,-3.131,0.463,317
0.04,31,0.647,-35.65,2.18,-3.131,0.463,317
0.04,32,0.647,-35.65,2.18,-3.131,0.463,317
0.04,33,0.647,-35.65,2.18,-3.131,0.463,317
0.04,34,0.647,-35.65,2.18,-3.131,0.463,317
0.04,35,0.377,-55.74,4.288,-2.617,-0.4,315
0.04,36,0.377,-55.74,4.288,-2.617,-0.4,315
0.04,37,0.377,-55.74,4.288,-2.617,-0.4,315
0.04,38,0.377,-55.74,4.288,-2.617,-0.4,315
0.04,39,0.377,-55.74,4.288,-2.617,-0.4,315
0.04,40,1.526,-45.34,1.387,-3.905,0.356,307
0.04,41,1.526,-45.34,1.387,-3.905,0.356,307
0.04,42,1.526,-45.34,1.387,-3.905,0.356,307
0.04,43,1.526,-45.34,1.387,-3.905,0.356,307
0.04,44,1.526,-45.34,1.387,-3.905,0.356,307
0.05,30,0.455,-40.04,2.426,-3.345,2.803,317
0.05,31,0.455,-40.04,2.426,-3.345,2.803,317
0.05,32,0.455,-40.04,2.426,-3.345,2.803,317
0.05,33,0.455,-40.04,2.426,-3.345,2.803,317
0.05,34,0.455,-40.04,2.426,-3.345,2.803,317
0.05,35,0.571,-52.93,4.087,-2.693,1.957,315
0.05,36,0.571,-52.93,4.087,-2.693,1.957,315
0.05,37,0.571,-52.93,4.087,-2.693,1.957,315
0.05,38,0.571,-52.93,4.087,-2.693,1.957,315
0.05,39,0.571,-52.93,4.087,-2.693,1.957,315
0.05,40,1.712,-39.06,1.286,-4.002,2.928,307
0.05,41,1.712,-39.06,1.286,-4.002,2.928,307
0.05,42,1.712,-39.06,1.286,-4.002,2.928,307
0.05,43,1.712,-39.06,1.286,-4.002,2.928,307
0.05,44,1.712,-39.06,1.286,-4.002,2.928,307
0.06,30,0.119,-46.04,3.731,-4.391,2.803,317
0.06,31,0.119,-46.04,3.731,-4.391,2.803,317
0.06,32,0.119,-46.04,3.731,-4.391,2.803,317
0.06,33,0.119,-46.04,3.731,-4.391,2.803,317
0.06,34,0.119,-46.04,3.731,-4.391,2.803,317
0.06,35,0.383,-56.83,4.555,-3.8,1.957,315
0.06,36,0.383,-56.83,4.555,-3.8,1.957,315
0.06,37,0.383,-56.83,4.555,-3.8,1.957,315
0.06,38,0.383,-56.83,4.555,-3.8,1.957,315
0.06,39,0.383,-56.83,4.555,-3.8,1.957,315
0.06,40,1.564,-44.91,1.419,-5.078,2.928,307
0.06,41,1.564,-44.91,1.419,-5.078,2.928,307
0.06,42,1.564,-44.91,1.419,-5.078,2.928,307
0.06,43,1.564,-44.91,1.419,-5.078,2.928,307
0.06,44,1.564,-44.91,1.419,-5.078,2.928,307
0.07,30,0.484,-42.78,2.091,-2.531,2.803,317
0.07,31,0.484,-42.78,2.091,-2.531,2.803,317
0.07,32,0.484,-42.78,2.091,-2.531,2.803,317
0.07,33,0.484,-42.78,2.091,-2.531,2.803,317
0.07,34,0.484,-42.78,2.091,-2.531,2.803,317
0.07,35,0.71,-54.97,2.865,-1.911,1.957,315
0.07,36,0.71,-54.97,2.865,-1.911,1.957,315
0.07,37,0.71,-54.97,2.865,-1.911,1.957,315
0.07,38,0.71,-54.97,2.865,-1.911,1.957,315
0.07,39,0.71,-54.97,2.865,-1.911,1.957,315
0.07,40,1.832,-43.86,1.066,-2.959,2.928,307
0.07,41,1.832,-43.86,1.066,-2.959,2.928,307
0.07,42,1.832,-43.86,1.066,-2.959,2.928,307
0.07,43,1.832,-43.86,1.066,-2.959,2.928,307
0.07,44,1.832,-43.86,1.066,-2.959,2.928,307
0.08,30,0.536,-44.51,1.989,-2.531,2.803,317
0.08,31,0.536,-44.51,1.989,-2.531,2.803,317
0.08,32,0.536,-44.51,1.989,-2.531,2.803,317
0.08,33,0.536,-44.51,1.989,-2.531,2.803,317
0.08,34,0.536,-44.51,1.989,-2.531,2.803,317
0.08,35,0.792,-55.98,2.71,-1.911,1.957,315
0.08,36,0.792,-55.98,2.71,-1.911,1.957,315
0.08,37,0.792,-55.98,2.71,-1.911,1.957,315
0.08,38,0.792,-55.98,2.71,-1.911,1.957,315
0.08,39,0.792,-55.98,2.71,-1.911,1.957,315
0.08,40,1.854,-46.57,1.077,-3.042,2.928,307
0.08,41,1.854,-46.57,1.077,-3.042,2.928,307
0.08,42,1.854,-46.57,1.077,-3.042,2.928,307
0.08,43,1.854,-46.57,1.077,-3.042,2.928,307
0.08,44,1.854,-46.57,1.077,-3.042,2.928,307
0.09,30,0.522,-45.18,1.989,-2.531,2.803,317
0.09,31,0.522,-45.18,1.989,-2.531,2.803,317
0.09,32,0.522,-45.18,1.989,-2.531,2.803,317
0.09,33,0.522,-45.18,1.989,-2.531,2.803,317
0.09,34,0.522,-45.18,1.989,-2.531,2.803,317
0.09,35,0.753,-57.36,2.71,-1.911,1.957,315
0.09,36,0.753,-57.36,2.71,-1.911,1.957,315
0.09,37,0.753,-57.36,2.71,-1.911,1.957,315
0.09,38,0.753,-57.36,2.71,-1.911,1.957,315
0.09,39,0.753,-57.36,2.71,-1.911,1.957,315
0.09,40,1.857,-46.4,1.077,-3.042,2.928,307
0.09,41,1.857,-46.4,1.077,-3.042,2.928,307
0.09,42,1.857,-46.4,1.077,-3.042,2.928,307
0.09,43,1.857,-46.4,1.077,-3.042,2.928,307
0.09,44,1.857,-46.4,1.077,-3.042,2.928,307
0.1,30,0.522,-45.18,1.989,-2.531,2.803,317
0.1,31,0.522,-45.18,1.989,-2.531,2.803,317
0.1,32,0.522,-45.18,1.989,-2.531,2.803,317
0.1,33,0.522,-45.18,1.989,-2.531,2.803,317
0.1,34,0.522,-45.18,1.989,-2.531,2.803,317
0.1,35,0.808,-55.42,2.71,-1.911,1.957,315
0.1,36,0.808,-55.42,2.71,-1.911,1.957,315
0.1,37,0.808,-55.42,2.71,-1.911,1.957,315
0.1,38,0.808,-55.42,2.71,-1.911,1.957,315
0.1,39,0.808,-55.42,2.71,-1.911,1.957,315
0.1,40,1.857,-46.4,1.077,-3.042,2.928,307
0.1,41,1.857,-46.4,1.077,-3.042,2.928,307
0.1,42,1.857,-46.4,1.077,-3.042,2.928,307
0.1,43,1.857,-46.4,1.077,-3.042,2.928,307
0.1,44,1.857,-46.4,1.077,-3.042,2.928,307
0.11,30,0.522,-45.18,1.989,-2.531,2.803,317
0.11,31,0.522,-45.18,1.989,-2.531,2.803,317
0.11,32,0.522,-45.18,1.989,-2.531,2.803,317
0.11,33,0.522,-45.18,1.989,-2.531,2.803,317
