PORT_SL,PORT_TSL,Sharpe,CAGR%,MaxDD%,Worst1D%,Calmar,WF_CV,baseline
-0.04,0.04,0.3771,3.13,-55.741,-11.534,0.056,4.2882,False
-0.04,0.045,0.5146,13.48,-53.589,-11.534,0.252,4.886,False
-0.04,0.05,0.4496,8.09,-56.792,-11.534,0.143,4.1489,False
-0.04,0.055,0.4387,7.17,-56.303,-11.534,0.127,4.3975,False
-0.04,0.06,0.3342,-0.82,-58.272,-11.534,-0.014,4.7107,False
-0.04,0.065,0.3521,0.54,-58.327,-11.534,0.009,4.5863,False
-0.04,0.075,0.5241,13.75,-59.258,-11.534,0.232,3.0911,False
-0.04,0.08,0.5241,13.75,-59.258,-11.534,0.232,3.0911,False
-0.04,0.085,0.5241,13.75,-59.258,-11.534,0.232,3.0911,False
-0.04,0.09,0.5241,13.75,-59.258,-11.534,0.232,3.0911,False
-0.04,0.095,0.5241,13.75,-59.258,-11.534,0.232,3.0911,False
-0.04,0.1,0.5241,13.75,-59.258,-11.534,0.232,3.0911,False
-0.04,0.105,0.5241,13.75,-59.258,-11.534,0.232,3.0911,False
-0.04,0.11,0.5241,13.75,-59.258,-11.534,0.232,3.0911,False
-0.04,0.115,0.5241,13.75,-59.258,-11.534,0.232,3.0911,False
-0.04,0.12,0.5241,13.75,-59.258,-11.534,0.232,3.0911,False
-0.04,0.125,0.5241,13.75,-59.258,-11.534,0.232,3.0911,False
-0.04,0.13,0.5241,13.75,-59.258,-11.534,0.232,3.0911,False
-0.05,0.04,0.3771,3.13,-55.741,-11.534,0.056,4.2882,False
-0.05,0.045,0.666,26.55,-48.318,-11.534,0.549,4.7974,False
-0.05,0.05,0.5713,18.13,-52.931,-11.534,0.343,4.0865,False
-0.05,0.055,0.5029,12.24,-53.842,-11.534,0.227,4.4144,False
-0.05,0.06,0.3718,1.8,-55.873,-11.534,0.032,4.8641,False
-0.05,0.065,0.6353,23.49,-53.504,-11.869,0.439,3.8145,False
-0.05,0.075,0.8039,39.58,-54.542,-11.869,0.726,2.8075,False
-0.05,0.08,0.8039,39.58,-54.542,-11.869,0.726,2.8075,False
-0.05,0.085,0.7885,38.01,-55.1,-11.869,0.69,2.8075,False
-0.05,0.09,0.7828,37.43,-55.305,-11.869,0.677,2.8075,False
-0.05,0.095,0.7828,37.43,-55.305,-11.869,0.677,2.8075,False
-0.05,0.1,0.7828,37.43,-55.305,-11.869,0.677,2.8075,False
-0.05,0.105,0.7828,37.43,-55.305,-11.869,0.677,2.8075,False
-0.05,0.11,0.7828,37.43,-55.305,-11.869,0.677,2.8075,False
-0.05,0.115,0.7828,37.43,-55.305,-11.869,0.677,2.8075,False
-0.05,0.12,0.7828,37.43,-55.305,-11.869,0.677,2.8075,False
-0.05,0.125,0.7828,37.43,-55.305,-11.869,0.677,2.8075,False
-0.05,0.13,0.7828,37.43,-55.305,-11.869,0.677,2.8075,False
-0.055,0.04,0.3771,3.13,-55.741,-11.534,0.056,4.2882,False
-0.055,0.045,0.666,26.55,-48.318,-11.534,0.549,4.7974,False
-0.055,0.05,0.5713,18.13,-52.931,-11.534,0.343,4.0865,False
-0.055,0.055,0.4984,11.86,-54.013,-11.655,0.22,4.4144,False
-0.055,0.06,0.3825,2.62,-56.825,-12.452,0.046,4.5555,False
-0.055,0.065,0.6407,23.97,-54.346,-12.584,0.441,3.6416,False
-0.055,0.075,0.8333,42.6,-55.365,-12.584,0.769,2.6553,False
-0.055,0.08,0.8333,42.6,-55.365,-12.584,0.769,2.6553,False
-0.055,0.085,0.8177,40.99,-55.913,-12.584,0.733,2.6553,False
-0.055,0.09,0.7932,38.48,-56.769,-12.76,0.678,2.6553,False
-0.055,0.095,0.7932,38.48,-56.769,-12.76,0.678,2.6553,False
-0.055,0.1,0.7932,38.48,-56.769,-12.76,0.678,2.6553,False
-0.055,0.105,0.7932,38.48,-56.769,-12.76,0.678,2.6553,False
-0.055,0.11,0.7932,38.48,-56.769,-12.76,0.678,2.6553,False
-0.055,0.115,0.7932,38.48,-56.769,-12.76,0.678,2.6553,False
-0.055,0.12,0.7932,38.48,-56.769,-12.76,0.678,2.6553,False
-0.055,0.125,0.7932,38.48,-56.769,-12.76,0.678,2.6553,False
-0.055,0.13,0.7932,38.48,-56.769,-12.76,0.678,2.6553,False
-0.06,0.04,0.3771,3.13,-55.741,-11.534,0.056,4.2882,False
-0.06,0.045,0.666,26.55,-48.318,-11.534,0.549,4.7974,False
-0.06,0.05,0.5713,18.13,-52.931,-11.534,0.343,4.0865,False
-0.06,0.055,0.4984,11.86,-54.013,-11.655,0.22,4.4144,False
-0.06,0.06,0.3825,2.62,-56.825,-12.452,0.046,4.5555,False
-0.06,0.065,0.6279,22.79,-54.819,-13.36,0.416,3.6416,False
-0.06,0.075,0.7925,38.39,-55.979,-14.212,0.686,2.7098,False
-0.06,0.08,0.7925,38.39,-55.979,-14.212,0.686,2.7098,False
-0.06,0.085,0.7771,36.83,-56.519,-14.212,0.652,2.7098,False
-0.06,0.09,0.7529,34.39,-57.363,-14.212,0.6,2.7098,False
-0.06,0.095,0.8084,40.01,-55.417,-14.212,0.722,2.7098,False
-0.06,0.1,0.8084,40.01,-55.417,-14.212,0.722,2.7098,False
-0.06,0.105,0.8084,40.01,-55.417,-14.212,0.722,2.7098,False
-0.06,0.11,0.8084,40.01,-55.417,-14.212,0.722,2.7098,False
-0.06,0.115,0.8084,40.01,-55.417,-14.212,0.722,2.7098,False
-0.06,0.12,0.8084,40.01,-55.417,-14.212,0.722,2.7098,False
-0.06,0.125,0.8084,40.01,-55.417,-14.212,0.722,2.7098,False
-0.06,0.13,0.8084,40.01,-55.417,-14.212,0.722,2.7098,False
-0.065,0.04,0.3771,3.13,-55.741,-11.534,0.056,4.2882,False
-0.065,0.045,0.666,26.55,-48.318,-11.534,0.549,4.7974,False
-0.065,0.05,0.5713,18.13,-52.931,-11.534,0.343,4.0865,False
-0.065,0.055,0.4984,11.86,-54.013,-11.655,0.22,4.4144,False
-0.065,0.06,0.3825,2.62,-56.825,-12.452,0.046,4.5555,False
-0.065,0.065,0.6279,22.79,-54.819,-13.36,0.416,3.6416,False
-0.065,0.075,0.7783,36.94,-56.17,-14.823,0.658,2.7286,False
-0.065,0.08,0.7783,36.94,-56.17,-14.823,0.658,2.7286,False
-0.065,0.085,0.763,35.4,-56.708,-14.823,0.624,2.7286,False
-0.065,0.09,0.7389,32.99,-57.548,-14.823,0.573,2.7286,False
-0.065,0.095,0.7941,38.54,-55.61,-14.823,0.693,2.7286,False
-0.065,0.1,0.7941,38.54,-55.61,-14.823,0.693,2.7286,False
-0.065,0.105,0.7941,38.54,-55.61,-14.823,0.693,2.7286,False
-0.065,0.11,0.7941,38.54,-55.61,-14.823,0.693,2.7286,False
-0.065,0.115,0.7941,38.54,-55.61,-14.823,0.693,2.7286,False
-0.065,0.12,0.7941,38.54,-55.61,-14.823,0.693,2.7286,False
-0.065,0.125,0.7941,38.54,-55.61,-14.823,0.693,2.7286,False
-0.065,0.13,0.7941,38.54,-55.61,-14.823,0.693,2.7286,False
-0.07,0.04,0.3771,3.13,-55.741,-11.534,0.056,4.2882,False
-0.07,0.045,0.666,26.55,-48.318,-11.534,0.549,4.7974,False
-0.07,0.05,0.5713,18.13,-52.931,-11.534,0.343,4.0865,False
-0.07,0.055,0.4984,11.86,-54.013,-11.655,0.22,4.4144,False
-0.07,0.06,0.3825,2.62,-56.825,-12.452,0.046,4.5555,False
-0.07,0.065,0.6279,22.79,-54.819,-13.36,0.416,3.6416,False
-0.07,0.075,0.7783,36.94,-56.17,-14.823,0.658,2.7286,False
-0.07,0.08,0.7952,38.67,-56.17,-14.031,0.688,2.6917,False
-0.07,0.085,0.7798,37.1,-56.708,-14.031,0.654,2.6917,False
-0.07,0.09,0.7556,34.66,-57.548,-14.031,0.602,2.6917,False
-0.07,0.095,0.8111,40.29,-55.61,-14.031,0.724,2.6917,False
-0.07,0.1,0.8111,40.29,-55.61,-14.031,0.724,2.6917,False
-0.07,0.105,0.8111,40.29,-55.61,-14.031,0.724,2.6917,False
-0.07,0.11,0.8111,40.29,-55.61,-14.031,0.724,2.6917,False
-0.07,0.115,0.8111,40.29,-55.61,-14.031,0.724,2.6917,False
-0.07,0.12,0.8111,40.29,-55.61,-14.031,0.724,2.6917,False
-0.07,0.125,0.8111,40.29,-55.61,-14.031,0.724,2.6917,False
-0.07,0.13,0.8111,40.29,-55.61,-14.031,0.724,2.6917,False
-0.075,0.04,0.3771,3.13,-55.741,-11.534,0.056,4.2882,False
-0.075,0.045,0.666,26.55,-48.318,-11.534,0.549,4.7974,False
-0.075,0.05,0.5713,18.13,-52.931,-11.534,0.343,4.0865,False
-0.075,0.055,0.4984,11.86,-54.013,-11.655,0.22,4.4144,False
-0.075,0.06,0.3825,2.62,-56.825,-12.452,0.046,4.5555,False
-0.075,0.065,0.6279,22.79,-54.819,-13.36,0.416,3.6416,False
-0.075,0.075,0.7783,36.94,-56.17,-14.823,0.658,2.7286,False
-0.075,0.08,0.7952,38.67,-56.17,-14.031,0.688,2.6917,False
