threshold_pct,threshold_sharpe,cells_above_threshold,pct_of_surface,largest_cluster_cells,baseline_in_cluster,verdict
0.95,0.7705,72,90.0,72,False,Robust plateau | baseline outside
0.975,0.7908,64,80.0,64,False,Robust plateau | baseline outside
0.99,0.803,48,60.0,40,False,Robust plateau | baseline outside
