L_HIGH,Sharpe,CAGR%,MaxDD%,Flat_days,IS_Sharpe,OOS_Sharpe,Decay%,WF_CV,WF_MeanOOS,WF_PctPos%,WF_Unstable,Fold5_Sharpe,Fold8_Sharpe
0.8,0.808,19.8,-23.95,315,0.817,,,2.71,1.392,66.7,3,-1.911,1.957
0.9,0.808,21.9,-26.62,315,0.817,,,2.71,1.392,66.7,3,-1.911,1.957
1.0,0.808,24.0,-29.23,315,0.817,,,2.71,1.392,66.7,3,-1.911,1.957
1.1,0.808,25.9,-31.77,315,0.817,,,2.71,1.392,66.7,3,-1.911,1.957
1.2,0.808,27.8,-34.24,315,0.817,,,2.71,1.392,66.7,3,-1.911,1.957
1.3,0.808,29.6,-36.64,315,0.817,,,2.71,1.392,66.7,3,-1.911,1.957
1.4,0.808,31.2,-38.98,315,0.817,,,2.71,1.392,66.7,3,-1.911,1.957
1.5,0.808,32.7,-41.25,315,0.817,,,2.71,1.392,66.7,3,-1.911,1.957
1.6,0.808,34.1,-43.46,315,0.817,,,2.71,1.392,66.7,3,-1.911,1.957
1.7,0.808,35.4,-45.61,315,0.817,,,2.71,1.392,66.7,3,-1.911,1.957
1.8,0.808,36.6,-47.69,315,0.817,,,2.71,1.392,66.7,3,-1.911,1.957
1.9,0.808,37.7,-49.71,315,0.817,,,2.71,1.392,66.7,3,-1.911,1.957
2.0,0.808,38.6,-51.67,315,0.817,,,2.71,1.392,66.7,3,-1.911,1.957
2.1,0.808,39.4,-53.57,315,0.817,,,2.71,1.392,66.7,3,-1.911,1.957
2.2,0.808,40.0,-55.42,315,0.817,,,2.71,1.392,66.7,3,-1.911,1.957
2.3,0.808,40.5,-57.2,315,0.817,,,2.71,1.392,66.7,3,-1.911,1.957
2.4,0.808,40.9,-58.93,315,0.817,,,2.71,1.392,66.7,3,-1.911,1.957
2.5,0.808,41.2,-60.6,315,0.817,,,2.71,1.392,66.7,3,-1.911,1.957
2.6,0.808,41.3,-62.22,315,0.817,,,2.71,1.392,66.7,3,-1.911,1.957
2.7,0.808,41.2,-63.79,315,0.817,,,2.71,1.392,66.7,3,-1.911,1.957
2.8,0.808,41.1,-65.3,315,0.817,,,2.71,1.392,66.7,3,-1.911,1.957
2.9,0.808,40.8,-66.77,315,0.817,,,2.71,1.392,66.7,3,-1.911,1.957
3.0,0.808,40.3,-68.18,315,0.817,,,2.71,1.392,66.7,3,-1.911,1.957
