EARLY_KILL_X,EARLY_KILL_Y,Sharpe,CAGR%,MaxDD%,Worst1D%,Calmar,WF_CV,baseline
15,0.0,2.166,607.57,-53.361,-17.401,11.386,1.0489,False
15,0.0005,1.7494,312.67,-74.316,-17.401,4.207,1.6802,False
15,0.0008,1.5814,230.86,-76.068,-17.401,3.035,2.0071,False
15,0.001,1.6408,255.18,-76.277,-17.401,3.345,2.0209,False
15,0.0015,1.647,251.79,-72.828,-17.401,3.457,1.8725,False
15,0.002,1.411,160.38,-73.603,-17.401,2.179,2.2139,False
15,0.0025,2.0439,387.63,-49.204,-17.401,7.878,1.2052,False
15,0.003,1.7817,270.03,-56.853,-17.401,4.75,1.4253,False
20,0.0,1.8218,339.81,-62.54,-16.848,5.433,1.1469,False
20,0.0005,1.8948,361.43,-61.276,-16.848,5.898,1.1545,False
20,0.0008,1.8354,328.49,-62.382,-16.848,5.266,1.199,False
20,0.001,1.8623,335.11,-59.932,-16.848,5.592,1.0839,False
20,0.0015,1.6994,266.84,-62.939,-16.848,4.24,1.3331,False
20,0.002,1.5591,215.41,-63.009,-16.848,3.419,1.4019,False
20,0.0025,1.4608,184.14,-64.535,-16.848,2.853,1.4399,False
20,0.003,1.345,147.94,-64.324,-17.303,2.3,1.4377,False
25,0.0,2.3666,668.68,-35.365,-15.892,18.908,0.7354,False
25,0.0005,2.5471,799.21,-32.92,-15.892,24.278,0.6723,False
25,0.0008,2.5292,783.61,-32.908,-15.892,23.812,0.6729,False
25,0.001,2.5489,751.54,-28.055,-14.364,26.788,0.6144,False
25,0.0015,2.1594,468.04,-33.852,-13.267,13.826,0.6317,False
25,0.002,1.943,351.1,-42.773,-15.728,8.208,0.6859,False
25,0.0025,1.8999,337.72,-42.773,-16.341,7.896,0.6699,False
25,0.003,1.9223,331.82,-37.295,-16.341,8.897,0.6115,False
30,0.0,2.287,618.37,-42.752,-16.12,14.464,0.7798,False
30,0.0005,2.2367,569.08,-43.009,-16.399,13.232,0.7316,False
30,0.0008,2.2902,602.56,-43.009,-16.399,14.01,0.7351,False
30,0.001,2.4172,700.36,-35.186,-16.399,19.905,0.7372,False
30,0.0015,2.696,905.51,-34.837,-16.399,25.993,0.7309,False
30,0.002,3.0084,1176.83,-33.498,-16.399,35.131,0.5811,False
30,0.0025,2.9547,1129.05,-33.513,-16.399,33.69,0.5964,False
30,0.003,2.2156,484.72,-36.887,-16.471,13.141,0.8401,False
35,0.0,2.2951,621.31,-55.227,-17.056,11.25,0.9386,False
35,0.0005,2.7405,987.35,-40.419,-16.373,24.428,0.572,False
35,0.0008,2.9031,1132.94,-39.931,-16.373,28.373,0.6084,False
35,0.001,3.1381,1305.91,-36.626,-16.373,35.655,0.6118,False
35,0.0015,3.0449,1085.17,-33.767,-16.373,32.137,0.5584,False
35,0.002,3.0944,1080.95,-30.969,-16.373,34.904,0.5622,False
35,0.0025,3.0816,1028.29,-31.055,-16.373,33.112,0.5895,False
35,0.003,3.1817,1077.28,-31.055,-15.083,34.689,0.5557,False
40,0.0,2.3967,672.65,-46.364,-16.406,14.508,0.8952,False
40,0.0005,2.8234,991.18,-41.875,-13.828,23.67,0.7072,False
40,0.0008,2.7389,884.36,-41.961,-15.996,21.076,0.6696,False
40,0.001,2.7684,914.77,-36.653,-15.996,24.957,0.6617,False
40,0.0015,2.7216,823.68,-34.176,-15.844,24.101,0.6716,False
40,0.002,2.7919,812.71,-35.481,-15.996,22.906,0.6481,False
40,0.0025,2.7688,806.93,-38.166,-15.996,21.143,0.681,False
40,0.003,2.7009,794.85,-38.166,-15.996,20.826,0.7902,False
45,0.0,2.0032,391.27,-66.639,-17.582,5.872,1.6743,False
45,0.0005,2.0154,394.28,-66.552,-17.582,5.924,1.6607,False
45,0.0008,2.0852,420.93,-64.366,-17.582,6.54,1.5416,False
45,0.001,2.1505,455.03,-64.366,-17.582,7.069,1.5397,False
45,0.0015,2.328,537.73,-51.499,-17.582,10.441,1.3012,False
45,0.002,2.4644,624.05,-48.682,-17.582,12.819,1.2067,False
45,0.0025,2.5044,659.24,-39.58,-17.582,16.656,1.0915,False
45,0.003,2.5386,664.17,-41.802,-18.122,15.888,1.1256,False
50,0.0,2.0101,399.08,-45.855,-16.952,8.703,1.3277,False
50,0.0005,2.0876,435.57,-51.303,-16.952,8.49,1.4026,False
50,0.0008,2.139,462.24,-49.69,-16.952,9.302,1.2517,False
50,0.001,2.1462,470.34,-49.69,-16.952,9.465,1.2489,False
50,0.0015,2.3256,575.65,-49.69,-16.952,11.585,1.213,False
50,0.002,2.6879,809.87,-38.086,-16.952,21.264,0.8273,False
50,0.0025,2.375,517.23,-46.998,-16.952,11.005,1.0755,False
50,0.003,2.3652,503.54,-46.97,-16.952,10.72,1.1049,False
