L_HIGH,PORT_TSL,Sharpe,CAGR%,MaxDD%,Worst1D%,Calmar,WF_CV,baseline
0.8,0.04,-0.4488,-57.77,-77.1,-9.14,-0.749,3.8243,False
0.8,0.045,0.1555,-27.85,-70.745,-9.14,-0.394,7.0605,False
0.8,0.05,0.843,43.87,-72.189,-9.14,0.608,32.5138,False
0.8,0.055,1.811,275.14,-49.881,-9.82,5.516,2.3993,False
0.8,0.06,1.7266,249.07,-52.012,-11.916,4.789,2.2774,False
0.8,0.065,1.6143,205.35,-52.252,-11.916,3.93,2.1502,False
0.8,0.075,1.5562,178.97,-55.788,-11.916,3.208,2.0885,False
0.8,0.08,1.4739,158.6,-59.729,-11.916,2.655,2.1435,False
0.8,0.085,1.569,181.79,-58.699,-11.916,3.097,2.0819,False
0.8,0.09,1.5093,168.95,-58.785,-11.916,2.874,2.1706,False
0.8,0.095,1.5877,189.92,-56.554,-11.916,3.358,2.0988,False
0.8,0.1,1.5435,178.72,-56.503,-11.916,3.163,2.1333,False
0.8,0.105,1.5634,183.73,-57.129,-11.916,3.216,2.1193,False
0.8,0.11,1.5535,181.25,-57.129,-11.916,3.173,2.1279,False
0.8,0.115,1.6536,206.48,-57.129,-11.916,3.614,2.0536,False
0.8,0.12,1.6536,206.48,-57.129,-11.916,3.614,2.0536,False
0.8,0.125,1.6536,206.48,-57.129,-11.916,3.614,2.0536,False
0.8,0.13,1.6536,206.48,-57.129,-11.916,3.614,2.0536,False
0.9,0.04,-0.4488,-64.24,-81.793,-10.283,-0.785,3.8243,False
0.9,0.045,0.1555,-35.08,-75.45,-10.283,-0.465,7.0605,False
0.9,0.05,0.843,41.32,-76.606,-10.283,0.539,32.5138,False
0.9,0.055,1.811,315.19,-54.601,-11.048,5.772,2.3993,False
0.9,0.06,1.7266,282.13,-56.806,-13.405,4.967,2.2774,False
0.9,0.065,1.6143,229.78,-56.842,-13.405,4.043,2.1502,False
0.9,0.075,1.5562,199.29,-60.466,-13.405,3.296,2.0885,False
0.9,0.08,1.4739,174.74,-64.434,-13.405,2.712,2.1435,False
0.9,0.085,1.569,202.72,-63.331,-13.405,3.201,2.0819,False
0.9,0.09,1.5093,186.72,-63.416,-13.405,2.944,2.1706,False
0.9,0.095,1.5877,211.95,-61.164,-13.405,3.465,2.0988,False
0.9,0.1,1.5435,198.27,-61.113,-13.405,3.244,2.1333,False
0.9,0.105,1.5634,204.36,-61.749,-13.405,3.31,2.1193,False
0.9,0.11,1.5535,201.33,-61.749,-13.405,3.26,2.1279,False
