PORT_SL,PORT_TSL,Sharpe,CAGR%,MaxDD%,Worst1D%,Calmar,WF_CV,baseline
-0.04,0.04,-0.4488,-83.77,-93.398,-14.852,-0.897,3.8243,False
-0.04,0.045,-0.0209,-72.95,-90.612,-14.852,-0.805,5.6593,False
-0.04,0.05,0.3669,-48.84,-89.726,-14.852,-0.544,8.0904,False
-0.04,0.055,1.1128,75.62,-76.325,-13.364,0.991,3.4895,False
-0.04,0.06,1.0054,45.57,-78.039,-13.364,0.584,3.6163,False
-0.04,0.065,0.8861,17.24,-79.025,-13.364,0.218,3.8573,False
-0.04,0.075,0.9445,31.4,-76.611,-13.364,0.41,3.6046,False
-0.04,0.08,0.8816,17.68,-77.738,-13.364,0.227,3.7412,False
-0.04,0.085,1.0131,46.13,-77.903,-13.364,0.592,3.5159,False
-0.04,0.09,0.9876,39.25,-78.546,-13.364,0.5,3.5611,False
-0.04,0.095,1.0242,47.69,-78.859,-13.364,0.605,3.401,False
-0.04,0.1,1.0132,44.96,-79.149,-13.364,0.568,3.401,False
-0.04,0.105,1.0263,48.14,-79.149,-13.364,0.608,3.4061,False
-0.04,0.11,1.0217,46.86,-79.33,-13.364,0.591,3.4133,False
-0.04,0.115,1.1032,69.5,-76.324,-13.364,0.911,3.3362,False
-0.04,0.12,1.1032,69.5,-76.324,-13.364,0.911,3.3362,False
-0.04,0.125,1.1032,69.5,-76.324,-13.364,0.911,3.3362,False
-0.04,0.13,1.1032,69.5,-76.324,-13.364,0.911,3.3362,False
-0.05,0.04,-0.4488,-83.77,-93.398,-14.852,-0.897,3.8243,False
-0.05,0.045,0.1555,-62.89,-88.488,-14.852,-0.711,7.0605,False
-0.05,0.05,0.843,15.05,-88.666,-14.852,0.17,32.5138,False
-0.05,0.055,1.7938,428.64,-69.634,-14.852,6.156,2.3327,False
-0.05,0.06,1.738,388.75,-71.266,-14.852,5.455,2.2443,False
-0.05,0.065,1.6685,331.3,-68.212,-15.379,4.857,2.0866,False
-0.05,0.075,1.7182,355.44,-69.121,-14.852,5.142,1.9667,False
-0.05,0.08,1.6389,303.24,-70.436,-14.852,4.305,2.0673,False
-0.05,0.085,1.732,363.2,-71.892,-15.379,5.052,1.9972,False
-0.05,0.09,1.6978,340.59,-72.082,-15.379,4.725,2.0121,False
-0.05,0.095,1.7704,393.83,-72.351,-15.379,5.443,1.8972,False
-0.05,0.1,1.7481,377.23,-73.122,-15.379,5.159,1.8951,False
-0.05,0.105,1.7629,387.84,-72.488,-15.379,5.35,1.9163,False
-0.05,0.11,1.7541,381.47,-72.726,-15.379,5.245,1.9227,False
-0.05,0.115,1.8568,461.67,-69.376,-14.852,6.655,1.8658,False
-0.05,0.12,1.8568,461.67,-69.376,-14.852,6.655,1.8658,False
-0.05,0.125,1.8568,461.67,-69.376,-14.852,6.655,1.8658,False
-0.05,0.13,1.8568,461.67,-69.376,-14.852,6.655,1.8658,False
-0.055,0.04,-0.4488,-83.77,-93.398,-14.852,-0.897,3.8243,False
-0.055,0.045,0.1555,-62.89,-88.488,-14.852,-0.711,7.0605,False
-0.055,0.05,0.843,15.05,-88.666,-14.852,0.17,32.5138,False
-0.055,0.055,1.811,444.67,-70.278,-15.958,6.327,2.3993,False
-0.055,0.06,1.733,385.16,-71.63,-15.958,5.377,2.3769,False
-0.055,0.065,1.6352,308.73,-69.738,-15.958,4.427,2.3306,False
-0.055,0.075,1.6143,286.11,-72.841,-17.056,3.928,2.2155,False
-0.055,0.08,1.4923,218.91,-76.185,-17.056,2.873,2.3426,False
-0.055,0.085,1.5701,259.55,-75.09,-17.056,3.457,2.2815,False
-0.055,0.09,1.5267,235.99,-74.617,-17.056,3.163,2.3213,False
-0.055,0.095,1.5846,268.8,-72.245,-17.056,3.721,2.2181,False
-0.055,0.1,1.5504,249.36,-72.418,-17.056,3.443,2.2357,False
-0.055,0.105,1.5598,254.52,-73.518,-17.056,3.462,2.2652,False
-0.055,0.11,1.5518,250.13,-73.518,-17.056,3.402,2.2739,False
-0.055,0.115,1.6475,306.67,-73.518,-17.056,4.171,2.2112,False
-0.055,0.12,1.6475,306.67,-73.518,-17.056,4.171,2.2112,False
-0.055,0.125,1.6475,306.67,-73.518,-17.056,4.171,2.2112,False
-0.055,0.13,1.6475,306.67,-73.518,-17.056,4.171,2.2112,False
-0.06,0.04,-0.4488,-83.77,-93.398,-14.852,-0.897,3.8243,False
-0.06,0.045,0.1555,-62.89,-88.488,-14.852,-0.711,7.0605,False
-0.06,0.05,0.843,15.05,-88.666,-14.852,0.17,32.5138,False
-0.06,0.055,1.811,444.67,-70.278,-15.958,6.327,2.3993,False
-0.06,0.06,1.7266,377.74,-72.492,-19.363,5.211,2.2774,False
-0.06,0.065,1.6143,292.83,-71.761,-19.363,4.081,2.1502,False
-0.06,0.075,1.5562,249.98,-75.3,-19.363,3.32,2.0885,True
-0.06,0.08,1.4739,208.67,-78.892,-19.363,2.645,2.1435,False
-0.06,0.085,1.569,255.87,-77.668,-19.363,3.294,2.0819,False
-0.06,0.09,1.5093,225.52,-77.744,-19.363,2.901,2.1706,False
-0.06,0.095,1.5877,267.51,-75.674,-19.363,3.535,2.0988,False
-0.06,0.1,1.5435,243.31,-75.626,-19.363,3.217,2.1333,False
-0.06,0.105,1.5634,253.87,-76.226,-19.363,3.33,2.1193,False
-0.06,0.11,1.5535,248.54,-76.226,-19.363,3.261,2.1279,False
-0.06,0.115,1.6536,304.87,-76.226,-19.363,4.0,2.0536,False
-0.06,0.12,1.6536,304.87,-76.226,-19.363,4.0,2.0536,False
-0.06,0.125,1.6536,304.87,-76.226,-19.363,4.0,2.0536,False
-0.06,0.13,1.6536,304.87,-76.226,-19.363,4.0,2.0536,False
-0.065,0.04,-0.4488,-83.77,-93.398,-14.852,-0.897,3.8243,False
-0.065,0.045,0.1555,-62.89,-88.488,-14.852,-0.711,7.0605,False
-0.065,0.05,0.843,15.05,-88.666,-14.852,0.17,32.5138,False
-0.065,0.055,1.811,444.67,-70.278,-15.958,6.327,2.3993,False
-0.065,0.06,1.7266,377.74,-72.492,-19.363,5.211,2.2774,False
-0.065,0.065,1.5988,283.03,-72.339,-19.363,3.913,2.1881,False
-0.065,0.075,1.6407,295.58,-75.488,-19.363,3.916,1.9734,False
-0.065,0.08,1.512,225.02,-80.674,-19.363,2.789,2.048,False
-0.065,0.085,1.6215,283.03,-79.56,-19.363,3.557,1.9881,False
-0.065,0.09,1.5599,249.35,-79.564,-19.363,3.134,2.0267,False
-0.065,0.095,1.6563,305.26,-77.204,-19.363,3.954,1.9474,False
-0.065,0.1,1.618,282.41,-77.157,-19.363,3.66,1.97,False
-0.065,0.105,1.6266,287.33,-77.982,-19.363,3.685,1.9857,False
-0.065,0.11,1.6156,280.95,-78.02,-19.363,3.601,1.9993,False
-0.065,0.115,1.6854,322.85,-78.02,-19.363,4.138,1.9948,False
-0.065,0.12,1.6839,321.93,-78.02,-19.363,4.126,1.9948,False
-0.065,0.125,1.6839,321.93,-78.02,-19.363,4.126,1.9948,False
-0.065,0.13,1.6839,321.93,-78.02,-19.363,4.126,1.9948,False
-0.07,0.04,-0.4488,-83.77,-93.398,-14.852,-0.897,3.8243,False
-0.07,0.045,0.1555,-62.89,-88.488,-14.852,-0.711,7.0605,False
-0.07,0.05,0.843,15.05,-88.666,-14.852,0.17,32.5138,False
-0.07,0.055,1.811,444.67,-70.278,-15.958,6.327,2.3993,False
-0.07,0.06,1.7266,377.74,-72.492,-19.363,5.211,2.2774,False
-0.07,0.065,1.5988,283.03,-72.339,-19.363,3.913,2.1881,False
-0.07,0.075,1.6358,292.43,-74.961,-19.974,3.901,1.999,False
-0.07,0.08,1.515,226.4,-80.034,-19.363,2.829,2.0675,False
-0.07,0.085,1.6175,280.63,-79.991,-19.974,3.508,2.0057,False
-0.07,0.09,1.5444,240.95,-80.287,-19.974,3.001,2.0591,False
-0.07,0.095,1.6379,294.04,-78.139,-19.974,3.763,1.9934,False
-0.07,0.1,1.5935,268.27,-78.097,-19.974,3.435,2.0252,False
-0.07,0.105,1.6096,277.36,-78.552,-19.363,3.531,2.0248,False
-0.07,0.11,1.5928,267.76,-78.608,-19.974,3.406,2.0499,False
-0.07,0.115,1.6548,303.61,-78.607,-19.974,3.862,2.0575,False
-0.07,0.12,1.6482,299.52,-78.607,-19.974,3.81,2.0575,False
-0.07,0.125,1.6482,299.52,-78.607,-19.974,3.81,2.0575,False
-0.07,0.13,1.6482,299.52,-78.607,-19.974,3.81,2.0575,False
-0.075,0.04,-0.4488,-83.77,-93.398,-14.852,-0.897,3.8243,False
-0.075,0.045,0.1555,-62.89,-88.488,-14.852,-0.711,7.0605,False
