threshold_pct,threshold_sharpe,cells_above_threshold,pct_of_surface,largest_cluster_cells,baseline_in_cluster,verdict
0.95,1.6323,24,30.0,16,False,Robust plateau | baseline outside
0.975,1.6752,8,10.0,8,False,Robust plateau | baseline outside
0.99,1.701,8,10.0,8,False,Robust plateau | baseline outside
