EARLY_KILL_Y,EARLY_INSTILL_Y,Sharpe,CAGR%,MaxDD%,Worst1D%,Calmar,WF_CV,baseline
0.001,0.001,3.1381,1305.91,-36.626,-16.373,35.655,0.6118,False
0.001,0.0015,3.0449,1085.17,-33.767,-16.373,32.137,0.5584,False
0.001,0.002,3.0944,1080.95,-30.969,-16.373,34.904,0.5622,False
0.001,0.0025,3.0816,1028.29,-31.055,-16.373,33.112,0.5895,False
0.001,0.003,3.1817,1077.28,-31.055,-15.083,34.689,0.5557,False
0.0015,0.001,3.0449,1085.17,-33.767,-16.373,32.137,0.5584,False
0.0015,0.0015,3.0449,1085.17,-33.767,-16.373,32.137,0.5584,False
0.0015,0.002,3.0944,1080.95,-30.969,-16.373,34.904,0.5622,False
0.0015,0.0025,3.0816,1028.29,-31.055,-16.373,33.112,0.5895,False
0.0015,0.003,3.1817,1077.28,-31.055,-15.083,34.689,0.5557,False
0.002,0.001,3.0944,1080.95,-30.969,-16.373,34.904,0.5622,False
0.002,0.0015,3.0944,1080.95,-30.969,-16.373,34.904,0.5622,False
0.002,0.002,3.0944,1080.95,-30.969,-16.373,34.904,0.5622,False
0.002,0.0025,3.0816,1028.29,-31.055,-16.373,33.112,0.5895,False
0.002,0.003,3.1817,1077.28,-31.055,-15.083,34.689,0.5557,False
0.0025,0.001,3.0816,1028.29,-31.055,-16.373,33.112,0.5895,False
0.0025,0.0015,3.0816,1028.29,-31.055,-16.373,33.112,0.5895,False
0.0025,0.002,3.0816,1028.29,-31.055,-16.373,33.112,0.5895,False
0.0025,0.0025,3.0816,1028.29,-31.055,-16.373,33.112,0.5895,False
0.0025,0.003,3.1817,1077.28,-31.055,-15.083,34.689,0.5557,False
0.003,0.001,3.1817,1077.28,-31.055,-15.083,34.689,0.5557,False
0.003,0.0015,3.1817,1077.28,-31.055,-15.083,34.689,0.5557,False
0.003,0.002,3.1817,1077.28,-31.055,-15.083,34.689,0.5557,False
0.003,0.0025,3.1817,1077.28,-31.055,-15.083,34.689,0.5557,False
0.003,0.003,3.1817,1077.28,-31.055,-15.083,34.689,0.5557,False
