EARLY_FILL_X,EARLY_FILL_Y,Sharpe,CAGR%,MaxDD%,Worst1D%,Calmar,WF_CV,baseline
360,0.07,1.1628,92.04,-83.521,-19.363,1.102,3.0129,False
360,0.08,1.3245,146.09,-82.728,-19.363,1.766,2.9528,False
360,0.09,1.4558,203.61,-82.153,-19.363,2.478,2.8866,False
360,0.1,1.1937,99.61,-86.106,-19.363,1.157,3.0571,False
360,0.15,1.4837,226.36,-81.272,-19.363,2.785,1.4632,False
360,0.175,1.5643,278.88,-80.857,-19.363,3.449,1.4023,False
360,0.2,1.5855,292.04,-80.687,-19.363,3.619,1.3322,False
360,0.225,1.6556,361.52,-80.697,-19.363,4.48,1.0595,False
360,0.25,1.6509,358.3,-80.268,-19.363,4.464,1.0563,False
360,0.3,1.7002,428.97,-79.8,-19.363,5.376,0.9394,False
540,0.07,1.2844,131.02,-80.708,-19.363,1.623,2.8467,False
540,0.08,1.5597,250.68,-76.658,-19.363,3.27,2.2104,False
540,0.09,1.5739,260.95,-78.776,-19.363,3.313,2.534,False
540,0.1,1.2458,117.48,-84.367,-19.363,1.392,2.7497,False
540,0.15,1.5233,249.94,-80.7,-19.363,3.097,1.4299,False
540,0.175,1.6289,328.34,-80.177,-19.363,4.095,1.3627,False
540,0.2,1.6765,364.01,-79.467,-19.363,4.581,1.2716,False
540,0.225,1.7494,449.98,-79.658,-19.363,5.649,0.9984,False
540,0.25,1.6514,358.73,-80.546,-19.363,4.454,1.056,False
540,0.3,1.7002,428.97,-79.8,-19.363,5.376,0.9394,False
600,0.07,1.1356,83.29,-77.435,-19.363,1.076,2.7742,False
600,0.08,1.471,206.54,-75.975,-19.363,2.719,2.2121,False
600,0.09,1.5277,237.12,-78.521,-19.363,3.02,2.5663,False
600,0.1,1.2202,109.26,-84.367,-19.363,1.295,2.6594,False
600,0.15,1.5233,249.94,-80.7,-19.363,3.097,1.4299,False
600,0.175,1.6289,328.34,-80.177,-19.363,4.095,1.3627,False
600,0.2,1.6765,364.01,-79.467,-19.363,4.581,1.2716,False
600,0.225,1.7494,449.98,-79.658,-19.363,5.649,0.9984,False
600,0.25,1.6514,358.73,-80.546,-19.363,4.454,1.056,False
600,0.3,1.7002,428.97,-79.8,-19.363,5.376,0.9394,False
660,0.07,1.1132,77.37,-77.667,-19.363,0.996,2.9384,False
660,0.08,1.4796,210.54,-76.021,-19.363,2.77,2.2413,False
660,0.09,1.5677,256.59,-75.33,-19.363,3.406,2.0582,False
660,0.1,1.2419,117.13,-83.481,-19.363,1.403,2.6133,False
660,0.15,1.5129,243.41,-80.7,-19.363,3.016,1.4167,False
660,0.175,1.6289,328.34,-80.177,-19.363,4.095,1.3627,False
660,0.2,1.6765,364.01,-79.467,-19.363,4.581,1.2716,False
660,0.225,1.7494,449.98,-79.658,-19.363,5.649,0.9984,False
660,0.25,1.6514,358.73,-80.546,-19.363,4.454,1.056,False
660,0.3,1.7002,428.97,-79.8,-19.363,5.376,0.9394,False
720,0.07,1.1085,76.07,-77.667,-19.363,0.979,2.9384,False
720,0.08,1.4476,195.85,-75.939,-19.363,2.579,2.3018,False
720,0.09,1.5562,249.98,-75.3,-19.363,3.32,2.0885,True
720,0.1,1.381,170.77,-80.465,-19.363,2.122,1.9717,False
720,0.15,1.5295,253.72,-80.7,-19.363,3.144,1.4159,False
720,0.175,1.6404,337.07,-80.177,-19.363,4.204,1.3538,False
720,0.2,1.6839,371.16,-79.467,-19.363,4.671,1.2641,False
720,0.225,1.7494,449.98,-79.658,-19.363,5.649,0.9984,False
720,0.25,1.6514,358.73,-80.546,-19.363,4.454,1.056,False
720,0.3,1.7002,428.97,-79.8,-19.363,5.376,0.9394,False
900,0.07,1.1947,102.0,-73.515,-19.363,1.387,2.0605,False
900,0.08,1.3874,170.2,-75.939,-19.363,2.241,2.2703,False
900,0.09,1.5436,243.61,-75.3,-19.363,3.235,2.0445,False
900,0.1,1.4192,187.49,-80.421,-19.363,2.331,1.9312,False
900,0.15,1.6495,334.37,-80.7,-19.363,4.143,1.3785,False
900,0.175,1.6933,380.64,-80.177,-19.363,4.748,1.3514,False
900,0.2,1.7309,412.51,-79.467,-19.363,5.191,1.2641,False
900,0.225,1.7945,498.24,-79.658,-19.363,6.255,0.9984,False
900,0.25,1.6514,358.73,-80.546,-19.363,4.454,1.056,False
900,0.3,1.7002,428.97,-79.8,-19.363,5.376,0.9394,False
1080,0.07,1.1553,90.78,-73.593,-19.363,1.233,2.0756,False
1080,0.08,1.3487,154.74,-76.044,-19.363,2.035,2.3177,False
1080,0.09,1.5979,272.81,-75.314,-19.363,3.622,1.9787,False
1080,0.1,1.4457,198.57,-80.433,-19.363,2.469,1.9488,False
1080,0.15,1.6562,339.86,-80.7,-19.363,4.211,1.378,False
1080,0.175,1.7228,407.15,-80.177,-19.363,5.078,1.3514,False
1080,0.2,1.7751,454.9,-79.467,-19.363,5.724,1.2682,False
1080,0.225,1.8338,544.58,-79.658,-19.363,6.837,0.9984,False
1080,0.25,1.6514,358.73,-80.546,-19.363,4.454,1.056,False
1080,0.3,1.7002,428.97,-79.8,-19.363,5.376,0.9394,False
