slippage_one_way_pct,round_trip_pct,sharpe,sharpe_delta,cagr_pct,maxdd_pct,calmar,grade
0.05,0.1,3.2423,-0.1217,904.59,-24.23,37.33,Excellent
0.1,0.2,3.1196,-0.2445,804.97,-24.56,32.78,Excellent
0.25,0.5,2.7452,-0.6189,561.17,-26.02,21.57,Excellent
0.5,1.0,2.1034,-1.2607,291.03,-28.68,10.15,Strong
1.0,2.0,0.7698,-2.5943,35.7,-36.16,0.99,Unusable
