rank,daily_return,cum_return,pct_days,cum_pct_gross_pos
1,0.21407999999999996,0.21407999999999996,0.8620689655172413,4.184249056178125
2,0.19765672841027546,0.4117367284102754,1.7241379310344827,8.047501014782156
3,0.19542,0.6071567284102755,2.586206896551724,11.867035537195877
4,0.16938709495390913,0.7765438233641846,3.4482758620689653,15.1777501868112
5,0.16907999999999998,0.9456238233641846,4.310344827586207,18.482462586001212
6,0.16512,1.1107438233641846,5.172413793103448,21.709775759376267
7,0.15653999999999996,1.2672838233641845,6.0344827586206895,24.769390610152257
8,0.15358888934637183,1.4208727127105565,6.896551724137931,27.771325238735045
9,0.14715,1.5680227127105564,7.758620689655173,30.647410107086177
10,0.1455,1.7135227127105563,8.620689655172415,33.49124529801442
11,0.14358,1.8571027127105564,9.482758620689655,36.297553591577824
12,0.13049584655176177,1.9875985592623182,10.344827586206897,38.848128716621616
13,0.12837,2.1159685592623183,11.206896551724139,41.35715362012305
14,0.12434999999999996,2.2403185592623185,12.068965517241379,43.787606582266875
15,0.11958,2.3598985592623185,12.931034482758621,46.124828658769964
16,0.11549999999999999,2.4753985592623184,13.793103448275861,48.382306078372785
17,0.11423999999999998,2.5896385592623186,14.655172413793101,50.61515647157995
18,0.11409,2.7037285592623186,15.517241379310345,52.84507507593048
19,0.11102999999999999,2.8147585592623185,16.379310344827587,55.01518518760583
20,0.10493999999999999,2.9196985592623186,17.24137931034483,57.066264671702115
21,0.10422,3.023918559262319,18.103448275862068,59.10327156928658
22,0.10275,3.1266685592623187,18.96551724137931,61.11154693607611
23,0.10038,3.2270485592623186,19.82758620689655,63.07350003893094
24,0.09812999999999998,3.3251785592623184,20.689655172413794,64.99147630893634
25,0.09792,3.423098559262318,21.551724137931032,66.90534807454249
26,0.09773999999999998,3.520838559262318,22.413793103448278,68.81570169352067
27,0.09746999999999999,3.618308559262318,23.275862068965516,70.72077809255693
28,0.09663000000000001,3.7149385592623183,24.137931034482758,72.60943647399607
29,0.09401999999999999,3.8089585592623183,25.0,74.4470817293299
30,0.09008999999999999,3.8990485592623183,25.862068965517242,76.20791411662012
31,0.09006019146558365,3.989108750727902,26.72413793103448,77.96816388838343
32,0.08786999999999999,4.076978750727902,27.586206896551722,79.68560580059554
33,0.08570999999999998,4.162688750727901,28.448275862068968,81.36082995327223
34,0.07905475830449858,4.2417435090324,29.310344827586203,82.90597568300872
35,0.07838999999999999,4.3201335090324,30.17241379310345,84.43812853948202
36,0.07661999999999998,4.3967535090324,31.03448275862069,85.93568628744711
37,0.0752125952052003,4.4719661042376,31.896551724137932,87.40573594411782
38,0.07517999999999998,4.5471461042376,32.758620689655174,88.8751485190593
39,0.061799999999999994,4.608946104237599,33.62068965517241,90.08304552798964
40,0.058919999999999986,4.667866104237599,34.48275862068966,91.23465219087274
41,0.04458,4.712446104237599,35.3448275862069,92.10597983906229
42,0.04418999999999999,4.756636104237599,36.206896551724135,92.96968483622463
43,0.036,4.792636104237599,37.06896551724138,93.67331416181511
44,0.0351772392756734,4.827813343513272,37.93103448275862,94.36086241591725
45,0.03444,4.862253343513272,38.793103448275865,95.03400113739883
46,0.03243,4.894683343513272,39.6551724137931,95.66785388820159
47,0.027719999999999988,4.922403343513272,40.51724137931034,96.20964846890627
48,0.0275872803603047,4.9499906238735765,41.37931034482759,96.74884900987286
49,0.02733,4.9773206238735765,42.241379310344826,97.2830209395503
50,0.025559999999999996,5.002880623873576,43.103448275862064,97.78259776071955
51,0.022619999999999998,5.025500623873576,43.96551724137931,98.2247115202989
52,0.02079,5.046290623873576,44.827586206896555,98.6310574558274
53,0.01584,5.062130623873576,45.689655172413794,98.94065435908722
54,0.011219999999999996,5.0733506238735755,46.55172413793103,99.15995216556293
55,0.01008,5.083430623873576,47.41379310344828,99.35696837672826
56,0.008131466766012953,5.091562090639589,48.275862068965516,99.51590000107913
57,0.007349999999999997,5.098912090639589,49.137931034482754,99.65955765505386
58,0.00678,5.105692090639589,50.0,99.7920745113734
59,0.004368154662291651,5.11006024530188,50.86206896551724,99.87745122579292
60,0.0037499999999999977,5.11381024530188,51.724137931034484,99.9507459472086
61,0.0025199999999999997,5.11633024530188,52.58620689655172,99.99999999999993
62,-0.0004800000000000002,5.11585024530188,53.44827586206896,99.99061827565873
63,-0.0015000000000000002,5.11435024530188,54.310344827586206,99.96130038709245
64,-0.0015720601940637153,5.112778185107817,55.172413793103445,99.93057406336645
65,-0.004469999999999999,5.108308185107816,56.03448275862068,99.84320675543896
66,-0.00501,5.103298185107816,56.896551724137936,99.7452850076276
67,-0.00558,5.097718185107816,57.758620689655174,99.63622246216107
68,-0.005849999999999999,5.091868185107816,58.620689655172406,99.52188269675263
69,-0.01098,5.080888185107816,59.48275862068966,99.30727575244752
70,-0.01155,5.069338185107816,60.3448275862069,99.08152801048725
71,-0.0135,5.055838185107817,61.206896551724135,98.81766701339082
72,-0.014910000000000003,5.040928185107816,62.06896551724138,98.52624720104208
73,-0.015330000000000002,5.025598185107817,62.93103448275862,98.2266183798948
74,-0.015780000000000002,5.009818185107816,63.793103448275865,97.91819419217764
75,-0.017216079052476022,4.99260210605534,64.65517241379311,97.5817014673719
76,-0.01755,4.97505210605534,65.51724137931035,97.23868217114654
77,-0.01899,4.956062106055341,66.37931034482759,96.86751770189757
78,-0.01914,4.9369221060553405,67.24137931034483,96.49342144379195
79,-0.0195,4.917422106055341,68.10344827586206,96.11228889243043
80,-0.019889999999999998,4.8975321060553405,68.96551724137932,95.72353369004169
81,-0.02001,4.87752210605534,69.82758620689656,95.33243305656764
82,-0.021240000000000002,4.856282106055341,70.6896551724138,94.91729175446925
83,-0.024749999999999998,4.831532106055341,71.55172413793103,94.43354659312578
84,-0.02841,4.803122106055341,72.41379310344827,93.87826578368062
85,-0.03142938071189074,4.77169272534345,73.27586206896551,93.26397039606856
86,-0.03185999999999999,4.73983272534345,74.13793103448276,92.64125844292097
87,-0.03369,4.70614272534345,75.0,91.98277866572253
88,-0.03492,4.67122272534345,75.86206896551724,91.30025821989976
89,-0.0369,4.63432272534345,76.72413793103449,90.5790381611695
90,-0.03996,4.5943627253434505,77.58620689655173,89.79800960976407
91,-0.039990000000000005,4.55437272534345,78.44827586206897,89.01639470058728
92,-0.04065,4.51372272534345,79.3103448275862,88.22187992044135
93,-0.040976013650801064,4.472746711692649,80.17241379310344,87.42099311903857
94,-0.04135458333866766,4.431392128353981,81.03448275862068,86.61270707502018
95,-0.04451137419578276,4.386880754158199,81.89655172413794,85.74272073595117
96,-0.04454999999999999,4.342330754158199,82.75862068965517,84.87197944553292
97,-0.045989999999999996,4.296340754158199,83.62068965517241,83.97309298209107
98,-0.046380000000000005,4.249960754158199,84.48275862068965,83.06658386762199
99,-0.0477,4.202260754158199,85.34482758620689,82.13427501121458
100,-0.05064,4.151620754158199,86.20689655172413,81.1445030932173
101,-0.05148,4.1001407541582,87.06896551724138,80.1383131576229
102,-0.05157,4.0485707541582,87.93103448275862,79.13036414871453
103,-0.059579999999999994,3.9889907541581997,88.79310344827587,77.96585761486227
104,-0.06513,3.9238607541582,89.65517241379311,76.6928748933148
