Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
CAGR%,delta,1,0.0017,0.9735,0.0421,0.4145,377,
Calmar,level,1,-0.1162,0.0269,-0.0408,0.438,363,
CAGR%,level,1,-0.1236,0.0162,-0.039,0.4501,378,
AvgDailyRet%,level,1,-0.0335,0.516,-0.0387,0.4527,378,
Sharpe,delta,1,0.0492,0.3412,0.0342,0.5075,377,
AvgDailyRet%,delta,1,0.0209,0.6861,0.0229,0.6576,377,
Sharpe,level,1,-0.0029,0.955,-0.0181,0.7256,378,
Calmar,delta,1,-0.0715,0.1746,0.0139,0.7926,362,
Sortino,delta,1,0.0054,0.9174,-0.0062,0.9044,377,
Sortino,level,1,-0.0258,0.6164,0.0053,0.9186,378,
Sortino,delta,3,-0.0387,0.4548,0.0623,0.2289,375,
Calmar,delta,3,-0.0555,0.2933,0.0522,0.3236,360,
Sortino,level,3,-0.0242,0.64,0.0478,0.3557,376,
CAGR%,delta,3,-0.0659,0.2031,0.0408,0.4303,375,
Sharpe,delta,3,0.0271,0.6006,0.0395,0.4459,375,
AvgDailyRet%,level,3,-0.0617,0.2325,-0.0209,0.6867,376,
CAGR%,level,3,-0.2255,0.0,-0.0202,0.6963,376,
AvgDailyRet%,delta,3,-0.0363,0.4831,0.0154,0.7663,375,
Calmar,level,3,-0.0989,0.0605,-0.0099,0.8518,361,
Sharpe,level,3,-0.026,0.6156,-0.0004,0.9933,376,
Calmar,delta,5,-0.0161,0.7609,0.0678,0.2005,358,
Sortino,delta,5,0.0256,0.6225,0.0433,0.4048,373,
Sharpe,delta,5,0.067,0.1965,0.0416,0.4227,373,
CAGR%,delta,5,-0.0657,0.2058,0.0375,0.4703,373,
Sortino,level,5,-0.0065,0.9009,0.0336,0.5174,374,
AvgDailyRet%,level,5,-0.0543,0.2946,-0.029,0.5764,374,
CAGR%,level,5,-0.1743,0.0007,-0.0254,0.6246,374,
AvgDailyRet%,delta,5,0.0155,0.7652,0.0217,0.6763,373,
Sharpe,level,5,-0.0375,0.4691,-0.0105,0.8395,374,
Calmar,level,5,-0.0952,0.0715,-0.0015,0.9779,359,
