Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
Calmar,level,1,-0.0576,0.3307,-0.0852,0.1499,287,
CAGR%,level,1,-0.0804,0.1139,-0.0841,0.0979,388,
AvgDailyRet%,level,1,-0.0874,0.0855,-0.08,0.1156,388,
Sharpe,level,1,-0.0569,0.2794,-0.0769,0.1436,363,
Sortino,delta,1,0.0827,0.1045,0.0563,0.269,387,
AvgDailyRet%,delta,1,0.0328,0.5199,0.0286,0.5748,387,
Sharpe,delta,1,0.057,0.2792,0.0241,0.6471,362,
CAGR%,delta,1,0.077,0.1304,0.0187,0.7136,387,
Calmar,delta,1,-0.012,0.8403,0.014,0.814,286,
Sortino,level,1,-0.0585,0.2507,-0.0121,0.8124,388,
Sharpe,level,3,-0.1498,0.0043,-0.1193,0.0234,361,yes
CAGR%,level,3,-0.2218,0.0,-0.1139,0.0253,386,yes
AvgDailyRet%,level,3,-0.1712,0.0007,-0.1103,0.0302,386,yes
Calmar,level,3,-0.0848,0.1518,-0.1081,0.0675,287,
Sortino,level,3,-0.1518,0.0028,-0.0713,0.1618,386,
Sortino,delta,3,-0.0001,0.9988,0.07,0.1706,385,
AvgDailyRet%,delta,3,-0.0222,0.6642,0.0276,0.5892,385,
Sharpe,delta,3,0.0048,0.9282,0.0236,0.6556,360,
CAGR%,delta,3,-0.0609,0.2331,0.0192,0.7076,385,
Calmar,delta,3,-0.023,0.6985,-0.0099,0.868,286,
Sharpe,level,5,-0.1787,0.0007,-0.1744,0.0009,359,yes
CAGR%,level,5,-0.1465,0.004,-0.1565,0.0021,384,yes
AvgDailyRet%,level,5,-0.1898,0.0002,-0.1562,0.0021,384,yes
Sortino,level,5,-0.1877,0.0002,-0.1376,0.0069,384,yes
Calmar,level,5,-0.1141,0.0535,-0.136,0.0212,287,yes
CAGR%,delta,5,-0.0871,0.0888,-0.0483,0.3463,383,
AvgDailyRet%,delta,5,-0.0402,0.4323,-0.0336,0.5126,383,
Sortino,delta,5,-0.0389,0.4472,-0.0267,0.6027,383,
Sharpe,delta,5,-0.0382,0.4716,-0.0149,0.7789,358,
Calmar,delta,5,0.0125,0.8327,-0.0132,0.8244,286,
