Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
CAGR%,level,1,-0.1011,0.0526,-0.129,0.0132,368,yes
AvgDailyRet%,level,1,-0.1036,0.047,-0.1252,0.0163,368,yes
Calmar,level,1,-0.1247,0.0167,-0.1237,0.0176,368,yes
Sharpe,level,1,-0.1058,0.0426,-0.1205,0.0208,368,yes
Sortino,level,1,0.0243,0.6428,-0.0551,0.2921,368,
Calmar,delta,1,-0.0246,0.6381,0.0203,0.6977,367,
CAGR%,delta,1,-0.0135,0.796,-0.0127,0.8085,367,
AvgDailyRet%,delta,1,0.023,0.6601,-0.0112,0.8303,367,
Sortino,delta,1,0.0052,0.9216,0.0014,0.9788,367,
Sharpe,delta,1,0.039,0.4565,-0.0011,0.9839,367,
CAGR%,level,3,-0.1353,0.0096,-0.1806,0.0005,366,yes
AvgDailyRet%,level,3,-0.2031,0.0001,-0.1804,0.0005,366,yes
Calmar,level,3,-0.1665,0.0014,-0.1758,0.0007,366,yes
Sharpe,level,3,-0.2128,0.0,-0.1589,0.0023,366,yes
Sortino,level,3,-0.012,0.8187,-0.0967,0.0647,366,
Sortino,delta,3,0.0533,0.3097,0.0474,0.3664,365,
Sharpe,delta,3,-0.0052,0.9214,0.0347,0.5088,365,
Calmar,delta,3,-0.0653,0.2134,0.0197,0.7083,365,
AvgDailyRet%,delta,3,-0.0096,0.8556,0.0144,0.7843,365,
CAGR%,delta,3,-0.0551,0.2938,0.0028,0.9567,365,
AvgDailyRet%,level,5,-0.2663,0.0,-0.2362,0.0,364,yes
CAGR%,level,5,-0.1381,0.0083,-0.231,0.0,364,yes
Calmar,level,5,-0.1695,0.0012,-0.2229,0.0,364,yes
Sharpe,level,5,-0.2758,0.0,-0.2026,0.0001,364,yes
Sortino,level,5,-0.0876,0.095,-0.1636,0.0017,364,yes
CAGR%,delta,5,-0.0417,0.4285,-0.0156,0.7665,363,
Sortino,delta,5,0.1023,0.0515,0.0155,0.7686,363,
AvgDailyRet%,delta,5,0.0066,0.8998,-0.0125,0.813,363,
Sharpe,delta,5,-0.0131,0.8041,0.0095,0.8563,363,
Calmar,delta,5,-0.0492,0.3502,-0.0028,0.9571,363,
