Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
Calmar,delta,1,0.006,0.9199,-0.1456,0.0139,285,yes
Sharpe,delta,1,-0.0584,0.3001,-0.1199,0.0328,317,yes
Sortino,delta,1,-0.019,0.7168,-0.1167,0.0254,367,yes
AvgDailyRet%,delta,1,0.0025,0.9615,-0.1103,0.0346,367,yes
CAGR%,delta,1,-0.0006,0.9912,-0.1085,0.0378,367,yes
Calmar,level,1,0.0054,0.9272,-0.0879,0.138,286,
CAGR%,level,1,0.0207,0.6928,-0.0665,0.2033,368,
Sharpe,level,1,-0.0897,0.1104,-0.0656,0.2431,318,
AvgDailyRet%,level,1,-0.0654,0.2104,-0.0651,0.2129,368,
Sortino,level,1,-0.0361,0.4901,-0.0333,0.5236,368,
Calmar,delta,3,0.0236,0.6925,-0.1211,0.0418,283,yes
CAGR%,delta,3,0.0305,0.5607,-0.0852,0.1043,365,
AvgDailyRet%,delta,3,-0.024,0.6482,-0.0831,0.1129,365,
Sharpe,delta,3,-0.0597,0.2912,-0.0777,0.1692,315,
Sortino,delta,3,-0.0004,0.9943,-0.0682,0.1939,365,
Calmar,level,3,-0.0135,0.8208,-0.0656,0.2707,284,
AvgDailyRet%,level,3,-0.1168,0.0254,-0.0625,0.233,366,
CAGR%,level,3,0.0161,0.7591,-0.0577,0.271,366,
Sharpe,level,3,-0.1304,0.0204,-0.0414,0.4639,316,
Sortino,level,3,-0.0548,0.2961,-0.0125,0.8118,366,
Calmar,delta,5,0.0251,0.6747,-0.1104,0.0645,281,
CAGR%,delta,5,0.0364,0.4889,-0.0894,0.089,363,
AvgDailyRet%,level,5,-0.1365,0.0091,-0.0674,0.1996,364,
Sharpe,delta,5,-0.0325,0.5668,-0.0645,0.2554,313,
AvgDailyRet%,delta,5,0.0025,0.9624,-0.0623,0.2361,363,
CAGR%,level,5,0.0041,0.9374,-0.0505,0.3365,364,
Sortino,delta,5,-0.0004,0.9941,-0.0423,0.4219,363,
Calmar,level,5,-0.0188,0.7527,-0.0398,0.5056,282,
Sharpe,level,5,-0.1366,0.0154,-0.0122,0.8295,314,
Sortino,level,5,-0.0668,0.2039,0.0049,0.926,364,
