Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
Sharpe,delta,1,-0.1036,0.0474,-0.1011,0.0531,367,
CAGR%,delta,1,0.0144,0.7836,-0.0947,0.0701,367,
AvgDailyRet%,delta,1,-0.0314,0.5487,-0.0846,0.1055,367,
Calmar,delta,1,0.01,0.8481,-0.0789,0.1313,367,
Sortino,delta,1,0.0003,0.9949,-0.0378,0.4699,367,
Calmar,level,1,-0.0313,0.5497,-0.0362,0.4886,368,
Sharpe,level,1,0.018,0.73,-0.0142,0.7858,368,
Sortino,level,1,-0.0217,0.6781,-0.0139,0.7909,368,
CAGR%,level,1,-0.0167,0.7494,-0.0121,0.8163,368,
AvgDailyRet%,level,1,-0.0006,0.9909,0.0011,0.9831,368,
Calmar,delta,3,-0.0547,0.2977,-0.0524,0.3178,365,
Sharpe,delta,3,0.01,0.8483,-0.0451,0.3908,365,
Sortino,delta,3,-0.0175,0.739,-0.0446,0.3953,365,
CAGR%,delta,3,-0.0425,0.4181,-0.0422,0.4219,365,
AvgDailyRet%,delta,3,0.0134,0.7987,-0.0396,0.4504,365,
Calmar,level,3,-0.0569,0.2775,-0.0238,0.6495,366,
Sortino,level,3,-0.0325,0.5348,0.0196,0.7089,366,
Sharpe,level,3,0.0457,0.3837,0.0175,0.7382,366,
CAGR%,level,3,-0.0331,0.5282,-0.0157,0.764,366,
AvgDailyRet%,level,3,-0.003,0.9541,-0.0002,0.997,366,
Sortino,level,5,-0.0272,0.6056,0.0581,0.2686,364,
Sharpe,level,5,0.0462,0.379,0.0505,0.3364,364,
Sortino,delta,5,-0.0551,0.2947,0.0384,0.4657,363,
AvgDailyRet%,level,5,-0.0068,0.8966,0.0189,0.7188,364,
AvgDailyRet%,delta,5,0.0548,0.2977,0.0187,0.7225,363,
Calmar,level,5,-0.0227,0.6655,0.0081,0.8782,364,
Calmar,delta,5,-0.0194,0.713,-0.0071,0.8921,363,
Sharpe,delta,5,0.0389,0.4595,0.0068,0.8974,363,
CAGR%,delta,5,-0.0149,0.777,0.0056,0.9148,363,
CAGR%,level,5,-0.0055,0.9161,0.0023,0.9653,364,
