Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
CAGR%,level,1,0.0346,0.4964,0.0725,0.1542,388,
Calmar,delta,1,-0.0001,0.9988,0.0713,0.2212,296,
Sortino,level,1,0.0227,0.6556,0.0701,0.1681,388,
AvgDailyRet%,level,1,0.0562,0.2697,0.068,0.1812,388,
Sharpe,level,1,0.0896,0.0926,0.0517,0.333,353,
Calmar,level,1,0.0391,0.5023,0.0482,0.4079,297,
Sharpe,delta,1,0.0433,0.4175,-0.0469,0.3804,352,
Sortino,delta,1,0.0157,0.7589,0.0285,0.5758,387,
CAGR%,delta,1,-0.0009,0.986,-0.0132,0.7952,387,
AvgDailyRet%,delta,1,0.0381,0.4553,-0.0057,0.9112,387,
CAGR%,level,3,0.0387,0.4489,0.1177,0.0207,386,yes
AvgDailyRet%,level,3,0.0632,0.2154,0.1116,0.0284,386,yes
Calmar,delta,3,0.0245,0.6756,0.0862,0.1403,294,
Sharpe,level,3,0.1059,0.0475,0.0728,0.1736,351,
Sortino,level,3,-0.0033,0.9487,0.0658,0.1969,386,
Sortino,delta,3,0.0258,0.6143,0.063,0.2177,385,
AvgDailyRet%,delta,3,0.0282,0.5815,0.057,0.2643,385,
CAGR%,delta,3,0.0216,0.6731,0.0545,0.2866,385,
Sharpe,delta,3,0.0592,0.2691,0.031,0.5636,350,
Calmar,level,3,0.0456,0.435,0.0213,0.7158,295,
CAGR%,level,5,0.0132,0.7964,0.1569,0.002,384,yes
AvgDailyRet%,level,5,0.0721,0.1587,0.1493,0.0034,384,yes
Sharpe,level,5,0.1037,0.053,0.1076,0.0447,349,yes
Sortino,level,5,-0.0081,0.874,0.0993,0.0519,384,
CAGR%,delta,5,0.0306,0.5498,0.0852,0.0958,383,
AvgDailyRet%,delta,5,0.0706,0.1677,0.0842,0.1,383,
Sharpe,delta,5,0.0712,0.1853,0.0745,0.1654,348,
Sortino,delta,5,0.0241,0.6378,0.0705,0.1687,383,
Calmar,level,5,0.0169,0.7724,0.0335,0.5672,294,
Calmar,delta,5,0.034,0.5616,0.0329,0.575,293,
