EARLY_KILL_X,EARLY_KILL_Y,Sharpe,CAGR%,MaxDD%,Worst1D%,Calmar,WF_CV,baseline
15,0.0,2.1649,1189.78,-83.049,-39.225,14.326,0.9653,False
15,0.0005,2.1649,1189.78,-83.049,-39.225,14.326,0.9653,False
15,0.0008,2.1649,1189.78,-83.049,-39.225,14.326,0.9653,False
15,0.001,2.1649,1189.78,-83.049,-39.225,14.326,0.9653,False
15,0.0015,2.1649,1189.78,-83.049,-39.225,14.326,0.9653,False
15,0.002,2.1649,1189.78,-83.049,-39.225,14.326,0.9653,False
15,0.0025,2.1649,1189.78,-83.049,-39.225,14.326,0.9653,False
15,0.003,2.1649,1189.78,-83.049,-39.225,14.326,0.9653,False
20,0.0,1.8123,476.82,-87.691,-37.485,5.438,0.939,False
20,0.0005,1.8123,476.82,-87.691,-37.485,5.438,0.939,False
20,0.0008,1.8123,476.82,-87.691,-37.485,5.438,0.939,False
20,0.001,1.8123,476.82,-87.691,-37.485,5.438,0.939,False
20,0.0015,1.8123,476.82,-87.691,-37.485,5.438,0.939,False
20,0.002,1.8123,476.82,-87.691,-37.485,5.438,0.939,False
20,0.0025,1.8123,476.82,-87.691,-37.485,5.438,0.939,False
20,0.003,1.8123,476.82,-87.691,-37.485,5.438,0.939,False
25,0.0,2.5998,3043.11,-64.626,-37.065,47.088,0.3035,False
25,0.0005,2.5998,3043.11,-64.626,-37.065,47.088,0.3035,False
25,0.0008,2.5998,3043.11,-64.626,-37.065,47.088,0.3035,False
25,0.001,2.5998,3043.11,-64.626,-37.065,47.088,0.3035,False
25,0.0015,2.5998,3043.11,-64.626,-37.065,47.088,0.3035,False
25,0.002,2.5998,3043.11,-64.626,-37.065,47.088,0.3035,False
25,0.0025,2.5998,3043.11,-64.626,-37.065,47.088,0.3035,False
25,0.003,2.5998,3043.11,-64.626,-37.065,47.088,0.3035,False
30,0.0,2.9008,5884.51,-50.063,-39.915,117.543,0.4942,False
30,0.0005,2.9008,5884.51,-50.063,-39.915,117.543,0.4942,False
30,0.0008,2.9008,5884.51,-50.063,-39.915,117.543,0.4942,False
30,0.001,2.9008,5884.51,-50.063,-39.915,117.543,0.4942,False
30,0.0015,2.9008,5884.51,-50.063,-39.915,117.543,0.4942,False
30,0.002,2.9008,5884.51,-50.063,-39.915,117.543,0.4942,False
30,0.0025,2.9008,5884.51,-50.063,-39.915,117.543,0.4942,False
30,0.003,2.9008,5884.51,-50.063,-39.915,117.543,0.4942,False
35,0.0,3.7671,18668.05,-40.775,-22.417,457.83,0.4489,False
35,0.0005,3.7671,18668.05,-40.775,-22.417,457.83,0.4489,False
35,0.0008,3.7671,18668.05,-40.775,-22.417,457.83,0.4489,False
35,0.001,3.7671,18668.05,-40.775,-22.417,457.83,0.4489,False
35,0.0015,3.7671,18668.05,-40.775,-22.417,457.83,0.4489,False
35,0.002,3.7671,18668.05,-40.775,-22.417,457.83,0.4489,False
35,0.0025,3.7671,18668.05,-40.775,-22.417,457.83,0.4489,False
35,0.003,3.7671,18668.05,-40.775,-22.417,457.83,0.4489,True
40,0.0,3.0032,6400.36,-57.193,-19.383,111.908,0.5772,False
40,0.0005,3.0032,6400.36,-57.193,-19.383,111.908,0.5772,False
40,0.0008,3.0032,6400.36,-57.193,-19.383,111.908,0.5772,False
40,0.001,3.0032,6400.36,-57.193,-19.383,111.908,0.5772,False
40,0.0015,3.0032,6400.36,-57.193,-19.383,111.908,0.5772,False
40,0.002,3.0032,6400.36,-57.193,-19.383,111.908,0.5772,False
40,0.0025,3.0032,6400.36,-57.193,-19.383,111.908,0.5772,False
40,0.003,3.0032,6400.36,-57.193,-19.383,111.908,0.5772,False
45,0.0,3.2145,9546.55,-55.598,-23.324,171.707,0.5684,False
45,0.0005,3.2145,9546.55,-55.598,-23.324,171.707,0.5684,False
45,0.0008,3.2145,9546.55,-55.598,-23.324,171.707,0.5684,False
45,0.001,3.2145,9546.55,-55.598,-23.324,171.707,0.5684,False
45,0.0015,3.2145,9546.55,-55.598,-23.324,171.707,0.5684,False
45,0.002,3.2145,9546.55,-55.598,-23.324,171.707,0.5684,False
45,0.0025,3.2145,9546.55,-55.598,-23.324,171.707,0.5684,False
45,0.003,3.2145,9546.55,-55.598,-23.324,171.707,0.5684,False
50,0.0,2.9243,5383.51,-55.899,-23.74,96.309,0.6064,False
50,0.0005,2.9243,5383.51,-55.899,-23.74,96.309,0.6064,False
50,0.0008,2.9243,5383.51,-55.899,-23.74,96.309,0.6064,False
50,0.001,2.9243,5383.51,-55.899,-23.74,96.309,0.6064,False
50,0.0015,2.9243,5383.51,-55.899,-23.74,96.309,0.6064,False
50,0.002,2.9243,5383.51,-55.899,-23.74,96.309,0.6064,False
50,0.0025,2.9243,5383.51,-55.899,-23.74,96.309,0.6064,False
50,0.003,2.9243,5383.51,-55.899,-23.74,96.309,0.6064,False
