L_BASE,L_HIGH,Sharpe,CAGR%,MaxDD%,Worst1D%,Calmar,WF_CV,baseline
0.0,0.6,3.7661,256.36,-9.379,-4.483,27.332,0.449,False
0.0,0.8,3.7659,427.0,-12.363,-5.978,34.539,0.4486,False
0.0,1.0,3.7671,673.18,-15.276,-7.472,44.068,0.4489,False
0.0,1.2,3.7671,1019.79,-18.12,-8.967,56.28,0.4489,False
0.0,1.4,3.7671,1502.27,-20.896,-10.461,71.892,0.4489,False
0.0,1.5,3.7671,1808.1,-22.259,-11.209,81.229,0.4489,False
0.0,1.6,3.7671,2165.68,-23.605,-11.956,91.745,0.4489,False
0.0,1.8,3.7671,3066.96,-26.249,-13.45,116.843,0.4489,False
0.0,2.0,3.7671,4277.0,-28.827,-14.945,148.37,0.4489,False
0.1,0.6,3.7661,256.36,-9.379,-4.483,27.332,0.449,False
0.1,0.8,3.7659,427.0,-12.363,-5.978,34.539,0.4486,False
0.1,1.0,3.7671,673.18,-15.276,-7.472,44.068,0.4489,False
0.1,1.2,3.7671,1019.79,-18.12,-8.967,56.28,0.4489,False
0.1,1.4,3.7671,1502.27,-20.896,-10.461,71.892,0.4489,False
0.1,1.5,3.7671,1808.1,-22.259,-11.209,81.229,0.4489,False
0.1,1.6,3.7671,2165.68,-23.605,-11.956,91.745,0.4489,False
0.1,1.8,3.7671,3066.96,-26.249,-13.45,116.843,0.4489,False
0.1,2.0,3.7671,4277.0,-28.827,-14.945,148.37,0.4489,False
0.2,0.6,3.7661,256.36,-9.379,-4.483,27.332,0.449,False
0.2,0.8,3.7659,427.0,-12.363,-5.978,34.539,0.4486,False
0.2,1.0,3.7671,673.18,-15.276,-7.472,44.068,0.4489,False
0.2,1.2,3.7671,1019.79,-18.12,-8.967,56.28,0.4489,False
0.2,1.4,3.7671,1502.27,-20.896,-10.461,71.892,0.4489,False
0.2,1.5,3.7671,1808.1,-22.259,-11.209,81.229,0.4489,False
0.2,1.6,3.7671,2165.68,-23.605,-11.956,91.745,0.4489,False
0.2,1.8,3.7671,3066.96,-26.249,-13.45,116.843,0.4489,False
0.2,2.0,3.7671,4277.0,-28.827,-14.945,148.37,0.4489,False
0.3,0.6,3.7661,256.36,-9.379,-4.483,27.332,0.449,False
0.3,0.8,3.7659,427.0,-12.363,-5.978,34.539,0.4486,False
0.3,1.0,3.7671,673.18,-15.276,-7.472,44.068,0.4489,False
0.3,1.2,3.7671,1019.79,-18.12,-8.967,56.28,0.4489,False
0.3,1.4,3.7671,1502.27,-20.896,-10.461,71.892,0.4489,False
0.3,1.5,3.7671,1808.1,-22.259,-11.209,81.229,0.4489,False
0.3,1.6,3.7671,2165.68,-23.605,-11.956,91.745,0.4489,False
0.3,1.8,3.7671,3066.96,-26.249,-13.45,116.843,0.4489,False
0.3,2.0,3.7671,4277.0,-28.827,-14.945,148.37,0.4489,False
0.4,0.6,3.7661,256.36,-9.379,-4.483,27.332,0.449,False
0.4,0.8,3.7659,427.0,-12.363,-5.978,34.539,0.4486,False
0.4,1.0,3.7671,673.18,-15.276,-7.472,44.068,0.4489,False
0.4,1.2,3.7671,1019.79,-18.12,-8.967,56.28,0.4489,False
0.4,1.4,3.7671,1502.27,-20.896,-10.461,71.892,0.4489,False
0.4,1.5,3.7671,1808.1,-22.259,-11.209,81.229,0.4489,False
0.4,1.6,3.7671,2165.68,-23.605,-11.956,91.745,0.4489,False
0.4,1.8,3.7671,3066.96,-26.249,-13.45,116.843,0.4489,False
0.4,2.0,3.7671,4277.0,-28.827,-14.945,148.37,0.4489,False
0.5,0.6,3.7661,256.36,-9.379,-4.483,27.332,0.449,False
0.5,0.8,3.7659,427.0,-12.363,-5.978,34.539,0.4486,False
0.5,1.0,3.7671,673.18,-15.276,-7.472,44.068,0.4489,False
0.5,1.2,3.7671,1019.79,-18.12,-8.967,56.28,0.4489,False
0.5,1.4,3.7671,1502.27,-20.896,-10.461,71.892,0.4489,False
0.5,1.5,3.7671,1808.1,-22.259,-11.209,81.229,0.4489,False
0.5,1.6,3.7671,2165.68,-23.605,-11.956,91.745,0.4489,False
0.5,1.8,3.7671,3066.96,-26.249,-13.45,116.843,0.4489,False
0.5,2.0,3.7671,4277.0,-28.827,-14.945,148.37,0.4489,False
0.6,0.6,3.7661,256.36,-9.379,-4.483,27.332,0.449,False
0.6,0.8,3.7659,427.0,-12.363,-5.978,34.539,0.4486,False
0.6,1.0,3.7671,673.18,-15.276,-7.472,44.068,0.4489,False
0.6,1.2,3.7671,1019.79,-18.12,-8.967,56.28,0.4489,False
0.6,1.4,3.7671,1502.27,-20.896,-10.461,71.892,0.4489,False
0.6,1.5,3.7671,1808.1,-22.259,-11.209,81.229,0.4489,False
0.6,1.6,3.7671,2165.68,-23.605,-11.956,91.745,0.4489,False
0.6,1.8,3.7671,3066.96,-26.249,-13.45,116.843,0.4489,False
0.6,2.0,3.7671,4277.0,-28.827,-14.945,148.37,0.4489,False
0.7,0.6,3.7661,256.36,-9.379,-4.483,27.332,0.449,False
0.7,0.8,3.7659,427.0,-12.363,-5.978,34.539,0.4486,False
0.7,1.0,3.7671,673.18,-15.276,-7.472,44.068,0.4489,False
0.7,1.2,3.7671,1019.79,-18.12,-8.967,56.28,0.4489,False
0.7,1.4,3.7671,1502.27,-20.896,-10.461,71.892,0.4489,False
0.7,1.5,3.7671,1808.1,-22.259,-11.209,81.229,0.4489,False
0.7,1.6,3.7671,2165.68,-23.605,-11.956,91.745,0.4489,False
0.7,1.8,3.7671,3066.96,-26.249,-13.45,116.843,0.4489,False
0.7,2.0,3.7671,4277.0,-28.827,-14.945,148.37,0.4489,False
0.75,0.6,3.7661,256.36,-9.379,-4.483,27.332,0.449,False
0.75,0.8,3.7659,427.0,-12.363,-5.978,34.539,0.4486,False
0.75,1.0,3.7671,673.18,-15.276,-7.472,44.068,0.4489,False
0.75,1.2,3.7671,1019.79,-18.12,-8.967,56.28,0.4489,False
0.75,1.4,3.7671,1502.27,-20.896,-10.461,71.892,0.4489,False
0.75,1.5,3.7671,1808.1,-22.259,-11.209,81.229,0.4489,False
0.75,1.6,3.7671,2165.68,-23.605,-11.956,91.745,0.4489,False
0.75,1.8,3.7671,3066.96,-26.249,-13.45,116.843,0.4489,False
0.75,2.0,3.7671,4277.0,-28.827,-14.945,148.37,0.4489,False
0.8,0.6,3.7661,256.36,-9.379,-4.483,27.332,0.449,False
0.8,0.8,3.7659,427.0,-12.363,-5.978,34.539,0.4486,False
0.8,1.0,3.7671,673.18,-15.276,-7.472,44.068,0.4489,False
0.8,1.2,3.7671,1019.79,-18.12,-8.967,56.28,0.4489,False
0.8,1.4,3.7671,1502.27,-20.896,-10.461,71.892,0.4489,False
0.8,1.5,3.7671,1808.1,-22.259,-11.209,81.229,0.4489,False
0.8,1.6,3.7671,2165.68,-23.605,-11.956,91.745,0.4489,False
0.8,1.8,3.7671,3066.96,-26.249,-13.45,116.843,0.4489,False
0.8,2.0,3.7671,4277.0,-28.827,-14.945,148.37,0.4489,False
0.9,0.6,3.7661,256.36,-9.379,-4.483,27.332,0.449,False
0.9,0.8,3.7659,427.0,-12.363,-5.978,34.539,0.4486,False
0.9,1.0,3.7671,673.18,-15.276,-7.472,44.068,0.4489,False
0.9,1.2,3.7671,1019.79,-18.12,-8.967,56.28,0.4489,False
0.9,1.4,3.7671,1502.27,-20.896,-10.461,71.892,0.4489,False
0.9,1.5,3.7671,1808.1,-22.259,-11.209,81.229,0.4489,False
0.9,1.6,3.7671,2165.68,-23.605,-11.956,91.745,0.4489,False
0.9,1.8,3.7671,3066.96,-26.249,-13.45,116.843,0.4489,False
0.9,2.0,3.7671,4277.0,-28.827,-14.945,148.37,0.4489,False
1.0,0.6,3.7661,256.36,-9.379,-4.483,27.332,0.449,False
1.0,0.8,3.7659,427.0,-12.363,-5.978,34.539,0.4486,False
1.0,1.0,3.7671,673.18,-15.276,-7.472,44.068,0.4489,False
1.0,1.2,3.7671,1019.79,-18.12,-8.967,56.28,0.4489,False
1.0,1.4,3.7671,1502.27,-20.896,-10.461,71.892,0.4489,False
1.0,1.5,3.7671,1808.1,-22.259,-11.209,81.229,0.4489,False
1.0,1.6,3.7671,2165.68,-23.605,-11.956,91.745,0.4489,False
1.0,1.8,3.7671,3066.96,-26.249,-13.45,116.843,0.4489,False
1.0,2.0,3.7671,4277.0,-28.827,-14.945,148.37,0.4489,False
