Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
Calmar,delta,1,0.0061,0.9184,-0.1455,0.014,285,yes
Sharpe,delta,1,-0.0584,0.3001,-0.1191,0.034,317,yes
Sortino,delta,1,-0.019,0.7166,-0.1166,0.0255,367,yes
AvgDailyRet%,delta,1,0.0027,0.9592,-0.1103,0.0346,367,yes
CAGR%,delta,1,-0.0005,0.9923,-0.1083,0.0381,367,yes
Calmar,level,1,0.0056,0.9252,-0.0873,0.1409,286,
CAGR%,level,1,0.0208,0.6913,-0.0662,0.2051,368,
Sharpe,level,1,-0.0899,0.1097,-0.0654,0.2447,318,
AvgDailyRet%,level,1,-0.0656,0.2095,-0.0644,0.2177,368,
Sortino,level,1,-0.036,0.4912,-0.0331,0.5262,368,
Calmar,delta,3,0.0237,0.6916,-0.1209,0.0421,283,yes
Sharpe,delta,3,-0.0595,0.2927,-0.088,0.119,315,
CAGR%,delta,3,0.0306,0.56,-0.0848,0.1057,365,
AvgDailyRet%,delta,3,-0.0238,0.6505,-0.083,0.1133,365,
Sortino,delta,3,-0.0004,0.9942,-0.0681,0.194,365,
Calmar,level,3,-0.0133,0.823,-0.0641,0.2814,284,
AvgDailyRet%,level,3,-0.1171,0.0251,-0.0616,0.2399,366,
CAGR%,level,3,0.0162,0.7573,-0.0575,0.2722,366,
Sharpe,level,3,-0.1307,0.0201,-0.0412,0.465,316,
Sortino,level,3,-0.0546,0.2976,-0.012,0.8191,366,
Calmar,delta,5,0.0252,0.6741,-0.1099,0.0658,281,
CAGR%,delta,5,0.0365,0.4884,-0.0889,0.0909,363,
Sharpe,delta,5,-0.0324,0.5682,-0.0689,0.2241,313,
AvgDailyRet%,level,5,-0.1368,0.0089,-0.0667,0.2042,364,
AvgDailyRet%,delta,5,0.0024,0.9638,-0.0621,0.2377,363,
CAGR%,level,5,0.0043,0.9352,-0.0505,0.3369,364,
Sortino,delta,5,-0.0004,0.994,-0.0421,0.4239,363,
Calmar,level,5,-0.0186,0.7554,-0.0381,0.5238,282,
Sharpe,level,5,-0.1371,0.0151,-0.0121,0.8314,314,
Sortino,level,5,-0.0665,0.2055,0.0054,0.9178,364,
