Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
Calmar,level,1,-0.0767,0.2215,-0.0558,0.3742,256,
Sortino,delta,1,0.0611,0.2362,-0.051,0.3229,377,
AvgDailyRet%,level,1,-0.0014,0.9791,-0.0353,0.4944,378,
CAGR%,level,1,-0.0694,0.1779,-0.0344,0.5043,378,
AvgDailyRet%,delta,1,0.0991,0.0545,-0.0278,0.59,377,
Sharpe,delta,1,0.0448,0.4492,-0.0245,0.6797,287,
Sharpe,level,1,-0.0243,0.6814,-0.0231,0.6961,288,
CAGR%,delta,1,-0.0492,0.3411,0.0188,0.7156,377,
Calmar,delta,1,-0.0499,0.4272,-0.004,0.9487,255,
Sortino,level,1,0.0237,0.6466,-0.0019,0.9704,378,
Calmar,level,3,-0.0577,0.36,-0.0915,0.1458,254,
CAGR%,level,3,-0.0471,0.3629,-0.061,0.2377,376,
Sharpe,level,3,-0.073,0.2184,-0.0546,0.3574,286,
AvgDailyRet%,level,3,-0.0464,0.3697,-0.0363,0.4833,376,
CAGR%,delta,3,-0.0041,0.9369,0.023,0.6571,375,
Sortino,level,3,-0.0009,0.9855,0.021,0.6849,376,
Sortino,delta,3,0.0554,0.285,-0.0125,0.8095,375,
Calmar,delta,3,-0.0046,0.9425,0.0077,0.9032,253,
AvgDailyRet%,delta,3,0.0419,0.418,-0.006,0.9085,375,
Sharpe,delta,3,0.0041,0.9447,-0.0053,0.9288,285,
Sortino,level,5,-0.0257,0.6199,0.064,0.2168,374,
Calmar,level,5,-0.0836,0.1861,-0.0482,0.446,252,
Calmar,delta,5,0.0007,0.9917,0.0413,0.5153,251,
CAGR%,delta,5,0.0011,0.9829,0.0385,0.4584,373,
Sharpe,delta,5,0.0231,0.6992,0.0317,0.5953,283,
AvgDailyRet%,delta,5,0.0662,0.2022,0.026,0.6166,373,
Sharpe,level,5,-0.0763,0.1998,-0.0165,0.782,284,
AvgDailyRet%,level,5,-0.0577,0.2659,0.0161,0.7568,374,
Sortino,delta,5,0.0784,0.1305,0.0143,0.7827,373,
CAGR%,level,5,-0.0718,0.166,-0.0053,0.9188,374,
