Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
Calmar,level,1,-0.0801,0.1253,-0.1127,0.0306,368,yes
CAGR%,level,1,-0.0685,0.1901,-0.1107,0.0337,368,yes
Sharpe,level,1,-0.1435,0.0058,-0.1091,0.0365,368,yes
AvgDailyRet%,level,1,-0.1196,0.0218,-0.106,0.0422,368,yes
Sortino,level,1,0.0087,0.8674,-0.0353,0.4993,368,
Sharpe,delta,1,0.0809,0.1216,0.0246,0.639,367,
Sortino,delta,1,0.0057,0.9137,0.0246,0.6387,367,
AvgDailyRet%,delta,1,0.0458,0.3817,0.0237,0.6509,367,
CAGR%,delta,1,-0.004,0.9398,-0.0111,0.8316,367,
Calmar,delta,1,-0.0252,0.6301,0.0036,0.9453,367,
CAGR%,level,3,-0.0979,0.0615,-0.1492,0.0042,366,yes
Calmar,level,3,-0.104,0.0469,-0.1481,0.0045,366,yes
Sharpe,level,3,-0.289,0.0,-0.1475,0.0047,366,yes
AvgDailyRet%,level,3,-0.2276,0.0,-0.1439,0.0058,366,yes
Sortino,delta,3,0.0411,0.4335,0.0538,0.3052,365,
Sortino,level,3,-0.0233,0.6563,-0.0467,0.3734,366,
Sharpe,delta,3,0.0556,0.2898,0.0403,0.4422,365,
AvgDailyRet%,delta,3,0.0296,0.5725,0.0351,0.5032,365,
Calmar,delta,3,-0.0532,0.3112,0.0063,0.9044,365,
CAGR%,delta,3,-0.0375,0.4756,-0.0003,0.9948,365,
CAGR%,level,5,-0.1024,0.0509,-0.2171,0.0,364,yes
AvgDailyRet%,level,5,-0.2971,0.0,-0.2133,0.0,364,yes
Calmar,level,5,-0.1044,0.0465,-0.211,0.0,364,yes
Sharpe,level,5,-0.3809,0.0,-0.2045,0.0001,364,yes
Sortino,level,5,-0.0796,0.1296,-0.1081,0.0393,364,yes
Sharpe,delta,5,0.013,0.8055,0.0297,0.5727,363,
AvgDailyRet%,delta,5,0.0242,0.6465,0.0259,0.6224,363,
Sortino,delta,5,0.074,0.1597,0.0161,0.7605,363,
Calmar,delta,5,-0.0447,0.3955,-0.0073,0.8894,363,
CAGR%,delta,5,-0.0302,0.5666,-0.0043,0.9345,363,
