EARLY_FILL_Y,EARLY_KILL_Y,VOL_LEV_MAX_BOOST,Sharpe,CAGR_pct,MaxDD_pct,Calmar,WF_CV,baseline
0.07,0.001,1.2,2.2844,201.96,-19.06,10.596,1.1148,False
0.07,0.001,1.3,2.3278,223.94,-19.555,11.452,1.0735,False
0.07,0.001,1.4,2.3375,239.13,-20.049,11.927,1.0448,False
0.07,0.001,1.5,2.4416,270.11,-20.541,13.15,0.9727,False
0.07,0.001,1.6,2.5714,307.75,-21.032,14.633,0.899,False
0.07,0.001,1.7,2.651,339.99,-21.521,15.798,0.8638,False
0.07,0.001,1.8,2.6837,359.13,-22.008,16.318,0.8455,False
0.07,0.001,1.9,2.7105,378.01,-22.419,16.862,0.8294,False
0.07,0.001,2.0,2.7307,396.47,-22.681,17.48,0.8155,False
0.07,0.001,2.5,2.7366,404.61,-22.806,17.742,0.8265,False
0.07,0.001,3.0,2.7369,404.64,-22.806,17.743,0.8265,False
0.07,0.0015,1.2,2.2844,201.96,-19.06,10.596,1.1148,False
0.07,0.0015,1.3,2.3278,223.94,-19.555,11.452,1.0735,False
0.07,0.0015,1.4,2.3375,239.13,-20.049,11.927,1.0448,False
0.07,0.0015,1.5,2.4416,270.11,-20.541,13.15,0.9727,False
0.07,0.0015,1.6,2.5714,307.75,-21.032,14.633,0.899,False
0.07,0.0015,1.7,2.651,339.99,-21.521,15.798,0.8638,False
0.07,0.0015,1.8,2.6837,359.13,-22.008,16.318,0.8455,False
0.07,0.0015,1.9,2.7105,378.01,-22.419,16.862,0.8294,False
0.07,0.0015,2.0,2.7307,396.47,-22.681,17.48,0.8155,False
0.07,0.0015,2.5,2.7366,404.61,-22.806,17.742,0.8265,False
0.07,0.0015,3.0,2.7369,404.64,-22.806,17.743,0.8265,False
0.07,0.003,1.2,2.2844,201.96,-19.06,10.596,1.1148,False
0.07,0.003,1.3,2.3278,223.94,-19.555,11.452,1.0735,False
0.07,0.003,1.4,2.3375,239.13,-20.049,11.927,1.0448,False
0.07,0.003,1.5,2.4416,270.11,-20.541,13.15,0.9727,False
0.07,0.003,1.6,2.5714,307.75,-21.032,14.633,0.899,False
0.07,0.003,1.7,2.651,339.99,-21.521,15.798,0.8638,False
0.07,0.003,1.8,2.6837,359.13,-22.008,16.318,0.8455,False
0.07,0.003,1.9,2.7105,378.01,-22.419,16.862,0.8294,False
0.07,0.003,2.0,2.7307,396.47,-22.681,17.48,0.8155,False
0.07,0.003,2.5,2.7366,404.61,-22.806,17.742,0.8265,False
0.07,0.003,3.0,2.7369,404.64,-22.806,17.743,0.8265,False
0.08,0.001,1.2,2.6817,304.98,-19.06,16.001,0.8644,False
0.08,0.001,1.3,2.7082,329.87,-19.555,16.869,0.8302,False
