Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
Sharpe,delta,1,0.0805,0.1187,0.034,0.5111,377,
CAGR%,level,1,-0.0664,0.1974,-0.0279,0.5884,378,
CAGR%,delta,1,-0.0448,0.3858,0.0275,0.5941,377,
AvgDailyRet%,level,1,-0.039,0.4497,-0.0255,0.6215,378,
Calmar,level,1,-0.0622,0.237,-0.0242,0.6452,363,
Sortino,delta,1,0.0241,0.6404,-0.0237,0.6466,377,
AvgDailyRet%,delta,1,0.0335,0.5164,0.0142,0.7839,377,
Sharpe,level,1,-0.0261,0.613,-0.0118,0.8198,378,
Sortino,level,1,-0.0059,0.9094,-0.0036,0.9438,378,
Calmar,delta,1,-0.0499,0.3436,-0.0001,0.9978,362,
Sortino,delta,3,-0.0118,0.8204,0.0495,0.3395,375,
Sharpe,delta,3,0.0732,0.1574,0.042,0.417,375,
CAGR%,delta,3,-0.0227,0.6619,0.039,0.4519,375,
Calmar,delta,3,-0.0245,0.6431,0.0382,0.4694,360,
AvgDailyRet%,delta,3,0.0249,0.6302,0.0245,0.6362,375,
Sortino,level,3,-0.0092,0.8583,0.0228,0.6601,376,
CAGR%,level,3,-0.0611,0.237,-0.0216,0.6767,376,
AvgDailyRet%,level,3,-0.0878,0.0892,-0.0146,0.7784,376,
Sharpe,level,3,-0.0831,0.1078,-0.0077,0.8822,376,
Calmar,level,3,-0.0439,0.4053,-0.0018,0.9729,361,
Calmar,delta,5,-0.0053,0.9202,0.0561,0.2894,358,
CAGR%,level,5,-0.0638,0.2184,-0.0522,0.3145,374,
AvgDailyRet%,level,5,-0.1153,0.0257,-0.0459,0.376,374,
Sharpe,level,5,-0.1305,0.0115,-0.0432,0.405,374,
Sortino,delta,5,0.0499,0.3365,0.0391,0.451,373,
Sharpe,delta,5,0.0835,0.1074,0.0363,0.4843,373,
CAGR%,delta,5,-0.0115,0.8247,0.0335,0.5184,373,
Calmar,level,5,-0.0494,0.3503,-0.0265,0.6168,359,
AvgDailyRet%,delta,5,0.0491,0.3444,0.0239,0.6457,373,
Sortino,level,5,-0.0056,0.9134,-0.0124,0.8116,374,
