n_removed,days_removed,sharpe,cagr_pct,maxdd_pct,delta_sharpe,delta_cagr_pct
0,,3.4734,15937.62,-50.034,0.0,0.0
1,53.5%,3.3356,10853.05,-50.17,-0.1378,-5084.57
3,"53.5%, 49.4%, 48.9%",3.0484,5258.87,-50.17,-0.425,-10678.75
5,"53.5%, 49.4%, 48.9%, 42.3%, 39.1%",2.7614,2798.9,-50.17,-0.712,-13138.72
10,"53.5%, 49.4%, 48.9%, 42.3%, 39.1% … +5 more",2.0004,610.18,-61.585,-1.473,-15327.44
