blocks_removed,removed_returns,sharpe,cagr_pct,maxdd_pct,delta_sharpe,delta_cagr_pct
0,,3.4734,15937.62,-50.034,0.0,0.0
1,+372.3%,2.8452,3762.37,-57.15,-0.6282,-12175.25
2,"+372.3%, +141.8%",2.4383,1618.76,-57.15,-1.0351,-14318.86
3,"+372.3%, +141.8%, +83.4%",2.1236,885.69,-57.15,-1.3498,-15051.93
