L_BASE,L_HIGH,Sharpe,CAGR%,MaxDD%,Worst1D%,Calmar,WF_CV,baseline
0.0,0.6,3.5731,193.54,-8.305,-3.984,23.303,0.5675,False
0.0,0.8,3.5731,311.3,-10.97,-5.312,28.379,0.5675,False
0.0,1.0,3.5731,470.34,-13.583,-6.64,34.628,0.5675,False
0.0,1.2,3.5731,682.84,-16.145,-7.968,42.295,0.5675,False
0.0,1.4,3.5731,963.82,-18.657,-9.296,51.66,0.5675,False
0.0,1.5,3.5731,1135.56,-19.894,-9.96,57.079,0.5675,False
0.0,1.6,3.5731,1331.53,-21.119,-10.624,63.047,0.5675,False
0.0,1.8,3.5731,1807.82,-23.533,-11.952,76.822,0.5675,False
0.0,2.0,3.5731,2418.56,-25.897,-13.28,93.391,0.5675,False
0.1,0.6,3.5731,193.54,-8.305,-3.984,23.303,0.5675,False
0.1,0.8,3.5731,311.3,-10.97,-5.312,28.379,0.5675,False
0.1,1.0,3.5731,470.34,-13.583,-6.64,34.628,0.5675,False
0.1,1.2,3.5731,682.84,-16.145,-7.968,42.295,0.5675,False
0.1,1.4,3.5731,963.82,-18.657,-9.296,51.66,0.5675,False
0.1,1.5,3.5731,1135.56,-19.894,-9.96,57.079,0.5675,False
0.1,1.6,3.5731,1331.53,-21.119,-10.624,63.047,0.5675,False
0.1,1.8,3.5731,1807.82,-23.533,-11.952,76.822,0.5675,False
0.1,2.0,3.5731,2418.56,-25.897,-13.28,93.391,0.5675,False
0.2,0.6,3.5731,193.54,-8.305,-3.984,23.303,0.5675,False
0.2,0.8,3.5731,311.3,-10.97,-5.312,28.379,0.5675,False
0.2,1.0,3.5731,470.34,-13.583,-6.64,34.628,0.5675,False
0.2,1.2,3.5731,682.84,-16.145,-7.968,42.295,0.5675,False
0.2,1.4,3.5731,963.82,-18.657,-9.296,51.66,0.5675,False
0.2,1.5,3.5731,1135.56,-19.894,-9.96,57.079,0.5675,False
0.2,1.6,3.5731,1331.53,-21.119,-10.624,63.047,0.5675,False
0.2,1.8,3.5731,1807.82,-23.533,-11.952,76.822,0.5675,False
0.2,2.0,3.5731,2418.56,-25.897,-13.28,93.391,0.5675,False
0.3,0.6,3.5731,193.54,-8.305,-3.984,23.303,0.5675,False
0.3,0.8,3.5731,311.3,-10.97,-5.312,28.379,0.5675,False
0.3,1.0,3.5731,470.34,-13.583,-6.64,34.628,0.5675,False
0.3,1.2,3.5731,682.84,-16.145,-7.968,42.295,0.5675,False
0.3,1.4,3.5731,963.82,-18.657,-9.296,51.66,0.5675,False
0.3,1.5,3.5731,1135.56,-19.894,-9.96,57.079,0.5675,False
0.3,1.6,3.5731,1331.53,-21.119,-10.624,63.047,0.5675,False
0.3,1.8,3.5731,1807.82,-23.533,-11.952,76.822,0.5675,False
0.3,2.0,3.5731,2418.56,-25.897,-13.28,93.391,0.5675,False
0.4,0.6,3.5731,193.54,-8.305,-3.984,23.303,0.5675,False
0.4,0.8,3.5731,311.3,-10.97,-5.312,28.379,0.5675,False
0.4,1.0,3.5731,470.34,-13.583,-6.64,34.628,0.5675,False
0.4,1.2,3.5731,682.84,-16.145,-7.968,42.295,0.5675,False
0.4,1.4,3.5731,963.82,-18.657,-9.296,51.66,0.5675,False
0.4,1.5,3.5731,1135.56,-19.894,-9.96,57.079,0.5675,False
0.4,1.6,3.5731,1331.53,-21.119,-10.624,63.047,0.5675,False
0.4,1.8,3.5731,1807.82,-23.533,-11.952,76.822,0.5675,False
0.4,2.0,3.5731,2418.56,-25.897,-13.28,93.391,0.5675,False
0.5,0.6,3.5731,193.54,-8.305,-3.984,23.303,0.5675,False
0.5,0.8,3.5731,311.3,-10.97,-5.312,28.379,0.5675,False
0.5,1.0,3.5731,470.34,-13.583,-6.64,34.628,0.5675,False
0.5,1.2,3.5731,682.84,-16.145,-7.968,42.295,0.5675,False
0.5,1.4,3.5731,963.82,-18.657,-9.296,51.66,0.5675,False
0.5,1.5,3.5731,1135.56,-19.894,-9.96,57.079,0.5675,False
0.5,1.6,3.5731,1331.53,-21.119,-10.624,63.047,0.5675,False
0.5,1.8,3.5731,1807.82,-23.533,-11.952,76.822,0.5675,False
0.5,2.0,3.5731,2418.56,-25.897,-13.28,93.391,0.5675,False
0.6,0.6,3.5731,193.54,-8.305,-3.984,23.303,0.5675,False
0.6,0.8,3.5731,311.3,-10.97,-5.312,28.379,0.5675,False
0.6,1.0,3.5731,470.34,-13.583,-6.64,34.628,0.5675,False
0.6,1.2,3.5731,682.84,-16.145,-7.968,42.295,0.5675,False
0.6,1.4,3.5731,963.82,-18.657,-9.296,51.66,0.5675,False
0.6,1.5,3.5731,1135.56,-19.894,-9.96,57.079,0.5675,False
0.6,1.6,3.5731,1331.53,-21.119,-10.624,63.047,0.5675,False
0.6,1.8,3.5731,1807.82,-23.533,-11.952,76.822,0.5675,False
0.6,2.0,3.5731,2418.56,-25.897,-13.28,93.391,0.5675,False
0.7,0.6,3.5731,193.54,-8.305,-3.984,23.303,0.5675,False
0.7,0.8,3.5731,311.3,-10.97,-5.312,28.379,0.5675,False
0.7,1.0,3.5731,470.34,-13.583,-6.64,34.628,0.5675,False
0.7,1.2,3.5731,682.84,-16.145,-7.968,42.295,0.5675,False
0.7,1.4,3.5731,963.82,-18.657,-9.296,51.66,0.5675,False
0.7,1.5,3.5731,1135.56,-19.894,-9.96,57.079,0.5675,False
0.7,1.6,3.5731,1331.53,-21.119,-10.624,63.047,0.5675,False
0.7,1.8,3.5731,1807.82,-23.533,-11.952,76.822,0.5675,False
0.7,2.0,3.5731,2418.56,-25.897,-13.28,93.391,0.5675,False
0.75,0.6,3.5731,193.54,-8.305,-3.984,23.303,0.5675,False
0.75,0.8,3.5731,311.3,-10.97,-5.312,28.379,0.5675,False
0.75,1.0,3.5731,470.34,-13.583,-6.64,34.628,0.5675,False
0.75,1.2,3.5731,682.84,-16.145,-7.968,42.295,0.5675,False
0.75,1.4,3.5731,963.82,-18.657,-9.296,51.66,0.5675,False
0.75,1.5,3.5731,1135.56,-19.894,-9.96,57.079,0.5675,False
0.75,1.6,3.5731,1331.53,-21.119,-10.624,63.047,0.5675,False
0.75,1.8,3.5731,1807.82,-23.533,-11.952,76.822,0.5675,False
0.75,2.0,3.5731,2418.56,-25.897,-13.28,93.391,0.5675,False
0.8,0.6,3.5731,193.54,-8.305,-3.984,23.303,0.5675,False
0.8,0.8,3.5731,311.3,-10.97,-5.312,28.379,0.5675,False
0.8,1.0,3.5731,470.34,-13.583,-6.64,34.628,0.5675,False
0.8,1.2,3.5731,682.84,-16.145,-7.968,42.295,0.5675,False
0.8,1.4,3.5731,963.82,-18.657,-9.296,51.66,0.5675,False
0.8,1.5,3.5731,1135.56,-19.894,-9.96,57.079,0.5675,False
0.8,1.6,3.5731,1331.53,-21.119,-10.624,63.047,0.5675,False
0.8,1.8,3.5731,1807.82,-23.533,-11.952,76.822,0.5675,False
0.8,2.0,3.5731,2418.56,-25.897,-13.28,93.391,0.5675,False
0.9,0.6,3.5731,193.54,-8.305,-3.984,23.303,0.5675,False
0.9,0.8,3.5731,311.3,-10.97,-5.312,28.379,0.5675,False
0.9,1.0,3.5731,470.34,-13.583,-6.64,34.628,0.5675,False
0.9,1.2,3.5731,682.84,-16.145,-7.968,42.295,0.5675,False
0.9,1.4,3.5731,963.82,-18.657,-9.296,51.66,0.5675,False
0.9,1.5,3.5731,1135.56,-19.894,-9.96,57.079,0.5675,False
0.9,1.6,3.5731,1331.53,-21.119,-10.624,63.047,0.5675,False
0.9,1.8,3.5731,1807.82,-23.533,-11.952,76.822,0.5675,False
0.9,2.0,3.5731,2418.56,-25.897,-13.28,93.391,0.5675,False
1.0,0.6,3.5731,193.54,-8.305,-3.984,23.303,0.5675,False
1.0,0.8,3.5731,311.3,-10.97,-5.312,28.379,0.5675,False
1.0,1.0,3.5731,470.34,-13.583,-6.64,34.628,0.5675,False
1.0,1.2,3.5731,682.84,-16.145,-7.968,42.295,0.5675,False
1.0,1.4,3.5731,963.82,-18.657,-9.296,51.66,0.5675,False
1.0,1.5,3.5731,1135.56,-19.894,-9.96,57.079,0.5675,False
1.0,1.6,3.5731,1331.53,-21.119,-10.624,63.047,0.5675,False
1.0,1.8,3.5731,1807.82,-23.533,-11.952,76.822,0.5675,False
1.0,2.0,3.5731,2418.56,-25.897,-13.28,93.391,0.5675,False
