rank,daily_return,cum_return,pct_days,cum_pct_gross_pos
1,0.36828,0.36828,0.9345794392523363,5.020506399346194
2,0.23534500000000003,0.6036250000000001,1.8691588785046727,8.228801931425402
3,0.22797499999999998,0.8316000000000001,2.803738317757009,11.336627353362374
4,0.21175000000000002,1.0433500000000002,3.7383177570093453,14.223268577598166
5,0.20944,1.2527900000000003,4.672897196261682,17.078419170296836
6,0.20916500000000002,1.4619550000000003,5.607476635514018,19.929820878288712
7,0.203555,1.6655100000000003,6.5420560747663545,22.704745338261866
8,0.1969,1.8624100000000003,7.476635514018691,25.388946788330475
9,0.19623999999999997,2.05865,8.411214953271028,28.064150915102754
10,0.19239,2.25104,9.345794392523365,30.686870655979842
11,0.19151,2.44255,10.2803738317757,33.29759396579517
12,0.19107,2.63362,11.214953271028037,35.90231906007963
13,0.18837500000000001,2.8219950000000003,12.149532710280374,38.47030508423744
14,0.185735,3.0077300000000005,13.084112149532709,41.002301815209975
15,0.17990499999999998,3.187635,14.018691588785046,43.45482219039836
16,0.17952,3.3671550000000003,14.953271028037381,45.90209412699722
17,0.17913500000000004,3.5462900000000004,15.887850467289718,48.34411762500656
18,0.178695,3.724985,16.822429906542055,50.780142907485015
19,0.17715500000000003,3.90214,17.75700934579439,53.19517443560541
20,0.17237000000000002,4.07451,18.69158878504673,55.54497536982746
21,0.16752999999999998,4.24204,19.626168224299064,57.82879593320986
22,0.165165,4.407205,20.5607476635514,60.08037608811379
23,0.16109500000000002,4.568300000000001,21.49532710280374,62.27647274935707
24,0.15713499999999997,4.725435000000001,22.429906542056074,64.41858547082244
25,0.15499000000000002,4.880425000000001,23.364485981308412,66.53145689157476
26,0.15136,5.031785000000001,24.299065420560748,68.59484303419732
27,0.14371499999999998,5.175500000000001,25.233644859813083,70.55401018197087
28,0.14349499999999998,5.318995000000001,26.168224299065418,72.51017822197898
29,0.14046999999999998,5.459465000000001,27.102803738317753,74.42510853021226
30,0.13783,5.597295000000001,28.037383177570092,76.30404954526028
31,0.13678500000000002,5.7340800000000005,28.971962616822427,78.16874479842247
32,0.133375,5.8674550000000005,29.906542056074763,79.98695388122033
33,0.13161500000000004,5.999070000000001,30.8411214953271,81.78117010189469
34,0.10961500000000002,6.108685,31.775700934579437,83.27547554602506
35,0.10642500000000003,6.21511,32.71028037383177,84.72629392755654
36,0.09757000000000002,6.31268,33.64485981308411,86.05639822152908
37,0.09201500000000001,6.404695,34.57943925233645,87.31077504442428
38,0.089595,6.49429,35.51401869158878,88.53216168189962
39,0.08173000000000002,6.576020000000001,36.44859813084112,89.64633021676052
40,0.081015,6.6570350000000005,37.38317757009346,90.75075165138371
41,0.06600000000000002,6.723035,38.31775700934579,91.65048398101564
42,0.05945500000000001,6.78249,39.25233644859813,92.46099285462573
43,0.056759999999999984,6.83925,40.18691588785047,93.23476265810919
44,0.056650000000000006,6.8959,41.1214953271028,94.00703290770994
45,0.054009999999999996,6.94991,42.05607476635514,94.74331386412541
46,0.050269999999999995,7.00018,42.99065420560748,95.42860998852841
47,0.050105000000000004,7.050285000000001,43.925233644859816,96.11165678210732
