EARLY_KILL_Y,PORT_SL,Sharpe,CAGR%,MaxDD%,Worst1D%,Calmar,WF_CV,baseline
0.0,-0.04,3.0406,1678.69,-26.915,-11.303,62.371,0.6704,False
0.0,-0.05,3.5416,3006.03,-26.589,-12.601,113.057,0.527,False
0.0,-0.055,3.3906,2595.93,-27.678,-13.816,93.79,0.5717,False
0.0,-0.06,3.5731,3193.88,-28.213,-14.608,113.204,0.5675,False
0.0,-0.065,3.5331,3075.56,-28.163,-15.428,109.205,0.5759,False
0.0,-0.07,3.5173,3030.7,-28.163,-16.165,107.613,0.5882,False
0.0,-0.075,3.6125,3331.27,-28.163,-17.193,118.285,0.521,False
0.0,-0.08,3.6107,3325.83,-28.163,-17.336,118.092,0.522,False
0.0,-0.085,3.6107,3325.83,-28.163,-17.336,118.092,0.522,False
0.0,-0.1,3.6107,3325.83,-28.163,-17.336,118.092,0.522,False
0.0005,-0.04,3.0406,1678.69,-26.915,-11.303,62.371,0.6704,False
0.0005,-0.05,3.5416,3006.03,-26.589,-12.601,113.057,0.527,False
0.0005,-0.055,3.3906,2595.93,-27.678,-13.816,93.79,0.5717,False
0.0005,-0.06,3.5731,3193.88,-28.213,-14.608,113.204,0.5675,False
0.0005,-0.065,3.5331,3075.56,-28.163,-15.428,109.205,0.5759,False
0.0005,-0.07,3.5173,3030.7,-28.163,-16.165,107.613,0.5882,False
0.0005,-0.075,3.6125,3331.27,-28.163,-17.193,118.285,0.521,False
0.0005,-0.08,3.6107,3325.83,-28.163,-17.336,118.092,0.522,False
0.0005,-0.085,3.6107,3325.83,-28.163,-17.336,118.092,0.522,False
0.0005,-0.1,3.6107,3325.83,-28.163,-17.336,118.092,0.522,False
0.0008,-0.04,3.0406,1678.69,-26.915,-11.303,62.371,0.6704,False
0.0008,-0.05,3.5416,3006.03,-26.589,-12.601,113.057,0.527,False
0.0008,-0.055,3.3906,2595.93,-27.678,-13.816,93.79,0.5717,False
0.0008,-0.06,3.5731,3193.88,-28.213,-14.608,113.204,0.5675,False
0.0008,-0.065,3.5331,3075.56,-28.163,-15.428,109.205,0.5759,False
0.0008,-0.07,3.5173,3030.7,-28.163,-16.165,107.613,0.5882,False
0.0008,-0.075,3.6125,3331.27,-28.163,-17.193,118.285,0.521,False
0.0008,-0.08,3.6107,3325.83,-28.163,-17.336,118.092,0.522,False
0.0008,-0.085,3.6107,3325.83,-28.163,-17.336,118.092,0.522,False
0.0008,-0.1,3.6107,3325.83,-28.163,-17.336,118.092,0.522,False
0.001,-0.04,3.0406,1678.69,-26.915,-11.303,62.371,0.6704,False
0.001,-0.05,3.5416,3006.03,-26.589,-12.601,113.057,0.527,False
0.001,-0.055,3.3906,2595.93,-27.678,-13.816,93.79,0.5717,False
0.001,-0.06,3.5731,3193.88,-28.213,-14.608,113.204,0.5675,False
0.001,-0.065,3.5331,3075.56,-28.163,-15.428,109.205,0.5759,False
0.001,-0.07,3.5173,3030.7,-28.163,-16.165,107.613,0.5882,False
0.001,-0.075,3.6125,3331.27,-28.163,-17.193,118.285,0.521,False
0.001,-0.08,3.6107,3325.83,-28.163,-17.336,118.092,0.522,False
0.001,-0.085,3.6107,3325.83,-28.163,-17.336,118.092,0.522,False
0.001,-0.1,3.6107,3325.83,-28.163,-17.336,118.092,0.522,False
0.0015,-0.04,3.0406,1678.69,-26.915,-11.303,62.371,0.6704,False
0.0015,-0.05,3.5416,3006.03,-26.589,-12.601,113.057,0.527,False
0.0015,-0.055,3.3906,2595.93,-27.678,-13.816,93.79,0.5717,False
0.0015,-0.06,3.5731,3193.88,-28.213,-14.608,113.204,0.5675,False
0.0015,-0.065,3.5331,3075.56,-28.163,-15.428,109.205,0.5759,False
0.0015,-0.07,3.5173,3030.7,-28.163,-16.165,107.613,0.5882,False
0.0015,-0.075,3.6125,3331.27,-28.163,-17.193,118.285,0.521,False
0.0015,-0.08,3.6107,3325.83,-28.163,-17.336,118.092,0.522,False
0.0015,-0.085,3.6107,3325.83,-28.163,-17.336,118.092,0.522,False
0.0015,-0.1,3.6107,3325.83,-28.163,-17.336,118.092,0.522,False
0.002,-0.04,3.0406,1678.69,-26.915,-11.303,62.371,0.6704,False
0.002,-0.05,3.5416,3006.03,-26.589,-12.601,113.057,0.527,False
0.002,-0.055,3.3906,2595.93,-27.678,-13.816,93.79,0.5717,False
0.002,-0.06,3.5731,3193.88,-28.213,-14.608,113.204,0.5675,False
0.002,-0.065,3.5331,3075.56,-28.163,-15.428,109.205,0.5759,False
0.002,-0.07,3.5173,3030.7,-28.163,-16.165,107.613,0.5882,False
0.002,-0.075,3.6125,3331.27,-28.163,-17.193,118.285,0.521,False
0.002,-0.08,3.6107,3325.83,-28.163,-17.336,118.092,0.522,False
0.002,-0.085,3.6107,3325.83,-28.163,-17.336,118.092,0.522,False
0.002,-0.1,3.6107,3325.83,-28.163,-17.336,118.092,0.522,False
0.0025,-0.04,3.0406,1678.69,-26.915,-11.303,62.371,0.6704,False
0.0025,-0.05,3.5416,3006.03,-26.589,-12.601,113.057,0.527,False
0.0025,-0.055,3.3906,2595.93,-27.678,-13.816,93.79,0.5717,False
0.0025,-0.06,3.5731,3193.88,-28.213,-14.608,113.204,0.5675,False
0.0025,-0.065,3.5331,3075.56,-28.163,-15.428,109.205,0.5759,False
0.0025,-0.07,3.5173,3030.7,-28.163,-16.165,107.613,0.5882,False
0.0025,-0.075,3.6125,3331.27,-28.163,-17.193,118.285,0.521,False
0.0025,-0.08,3.6107,3325.83,-28.163,-17.336,118.092,0.522,False
0.0025,-0.085,3.6107,3325.83,-28.163,-17.336,118.092,0.522,False
0.0025,-0.1,3.6107,3325.83,-28.163,-17.336,118.092,0.522,False
0.003,-0.04,3.0406,1678.69,-26.915,-11.303,62.371,0.6704,False
0.003,-0.05,3.5416,3006.03,-26.589,-12.601,113.057,0.527,False
0.003,-0.055,3.3906,2595.93,-27.678,-13.816,93.79,0.5717,False
0.003,-0.06,3.5731,3193.88,-28.213,-14.608,113.204,0.5675,True
0.003,-0.065,3.5331,3075.56,-28.163,-15.428,109.205,0.5759,False
0.003,-0.07,3.5173,3030.7,-28.163,-16.165,107.613,0.5882,False
0.003,-0.075,3.6125,3331.27,-28.163,-17.193,118.285,0.521,False
0.003,-0.08,3.6107,3325.83,-28.163,-17.336,118.092,0.522,False
0.003,-0.085,3.6107,3325.83,-28.163,-17.336,118.092,0.522,False
0.003,-0.1,3.6107,3325.83,-28.163,-17.336,118.092,0.522,False
