PORT_SL,L_HIGH,Sharpe,CAGR%,MaxDD%,Worst1D%,Calmar,WF_CV,baseline
-0.04,0.8,3.0406,227.65,-10.493,-4.11,21.695,0.6704,False
-0.04,1.0,3.0406,329.47,-12.987,-5.138,25.369,0.6704,False
-0.04,1.2,3.0406,457.35,-15.431,-6.165,29.639,0.6704,False
-0.04,1.4,3.0406,616.27,-17.824,-7.192,34.574,0.6704,False
-0.04,1.5,3.0406,709.08,-19.003,-7.706,37.314,0.6704,False
-0.04,1.6,3.0406,811.74,-20.169,-8.22,40.247,0.6704,False
-0.04,1.8,3.0406,1049.73,-22.465,-9.248,46.727,0.6704,False
-0.04,2.0,3.0406,1336.53,-24.714,-10.275,54.081,0.6704,False
-0.05,0.8,3.5416,301.22,-10.304,-4.582,29.233,0.527,False
-0.05,1.0,3.5416,453.24,-12.765,-5.727,35.508,0.527,False
-0.05,1.2,3.5416,655.3,-15.18,-6.873,43.17,0.527,False
-0.05,1.4,3.5416,921.15,-17.55,-8.018,52.488,0.527,False
-0.05,1.5,3.5416,1083.08,-18.718,-8.591,57.863,0.527,False
-0.05,1.6,3.5416,1267.44,-19.875,-9.164,63.77,0.527,False
-0.05,1.8,3.5416,1714.06,-22.157,-10.309,77.361,0.527,False
-0.05,2.0,3.5416,2284.49,-24.394,-11.455,93.649,0.527,False
-0.055,0.8,3.3906,282.7,-10.75,-5.024,26.298,0.5717,False
-0.055,1.0,3.3906,421.14,-13.313,-6.28,31.634,0.5717,False
-0.055,1.2,3.3906,602.41,-15.827,-7.536,38.063,0.5717,False
-0.055,1.4,3.3906,837.26,-18.292,-8.792,45.772,0.5717,False
-0.055,1.5,3.3906,978.65,-19.507,-9.42,50.17,0.5717,False
-0.055,1.6,3.3906,1138.33,-20.709,-10.048,54.967,0.5717,False
-0.055,1.8,3.3906,1520.28,-23.079,-11.304,65.873,0.5717,False
-0.055,2.0,3.3906,1999.88,-25.402,-12.56,78.73,0.5717,False
-0.06,0.8,3.5731,311.3,-10.97,-5.312,28.379,0.5675,False
-0.06,1.0,3.5731,470.34,-13.583,-6.64,34.628,0.5675,False
-0.06,1.2,3.5731,682.84,-16.145,-7.968,42.295,0.5675,False
-0.06,1.4,3.5731,963.82,-18.657,-9.296,51.66,0.5675,False
-0.06,1.5,3.5731,1135.56,-19.894,-9.96,57.079,0.5675,False
-0.06,1.6,3.5731,1331.53,-21.119,-10.624,63.047,0.5675,False
-0.06,1.8,3.5731,1807.82,-23.533,-11.952,76.822,0.5675,False
-0.06,2.0,3.5731,2418.56,-25.897,-13.28,93.391,0.5675,False
-0.065,0.8,3.5331,306.4,-10.949,-5.61,27.984,0.5759,False
-0.065,1.0,3.5331,461.73,-13.557,-7.012,34.058,0.5759,False
-0.065,1.2,3.5331,668.48,-16.115,-8.415,41.482,0.5759,False
-0.065,1.4,3.5331,940.77,-18.623,-9.817,50.517,0.5759,False
-0.065,1.5,3.5331,1106.68,-19.858,-10.519,55.73,0.5759,False
-0.065,1.6,3.5331,1295.6,-21.081,-11.22,61.459,0.5759,False
-0.065,1.8,3.5331,1753.24,-23.49,-12.623,74.638,0.5759,False
-0.065,2.0,3.5331,2337.43,-25.851,-14.025,90.421,0.5759,False
-0.07,0.8,3.5173,304.54,-10.949,-5.878,27.815,0.5882,False
-0.07,1.0,3.5173,458.48,-13.557,-7.348,33.818,0.5882,False
-0.07,1.2,3.5173,663.05,-16.115,-8.817,41.145,0.5882,False
-0.07,1.4,3.5173,932.03,-18.623,-10.287,50.048,0.5882,False
-0.07,1.5,3.5173,1095.74,-19.858,-11.021,55.179,0.5882,False
-0.07,1.6,3.5173,1281.99,-21.081,-11.756,60.813,0.5882,False
-0.07,1.8,3.5173,1732.56,-23.49,-13.226,73.757,0.5882,False
-0.07,2.0,3.5173,2306.68,-25.851,-14.695,89.231,0.5882,False
-0.075,0.8,3.6125,317.36,-10.949,-6.252,28.986,0.521,False
-0.075,1.0,3.6125,480.89,-13.557,-7.815,35.471,0.521,False
-0.075,1.2,3.6125,700.3,-16.115,-9.378,43.457,0.521,False
-0.075,1.4,3.6125,991.62,-18.623,-10.941,53.248,0.521,False
-0.075,1.5,3.6125,1170.23,-19.858,-11.723,58.93,0.521,False
-0.075,1.6,3.6125,1374.46,-21.081,-12.504,65.199,0.521,False
-0.075,1.8,3.6125,1872.45,-23.49,-14.067,79.713,0.521,False
-0.075,2.0,3.6125,2513.72,-25.851,-15.63,97.24,0.521,False
-0.08,0.8,3.6107,317.15,-10.949,-6.304,28.966,0.522,False
-0.08,1.0,3.6107,480.52,-13.557,-7.88,35.444,0.522,False
-0.08,1.2,3.6107,699.67,-16.115,-9.456,43.417,0.522,False
-0.08,1.4,3.6107,990.6,-18.623,-11.032,53.193,0.522,False
-0.08,1.5,3.6107,1168.94,-19.858,-11.82,58.865,0.522,False
-0.08,1.6,3.6107,1372.85,-21.081,-12.608,65.123,0.522,False
-0.08,1.8,3.6107,1869.99,-23.49,-14.184,79.608,0.522,False
-0.08,2.0,3.6107,2510.03,-25.851,-15.76,97.098,0.522,False
-0.085,0.8,3.6107,317.15,-10.949,-6.304,28.966,0.522,False
-0.085,1.0,3.6107,480.52,-13.557,-7.88,35.444,0.522,False
-0.085,1.2,3.6107,699.67,-16.115,-9.456,43.417,0.522,False
-0.085,1.4,3.6107,990.6,-18.623,-11.032,53.193,0.522,False
-0.085,1.5,3.6107,1168.94,-19.858,-11.82,58.865,0.522,False
-0.085,1.6,3.6107,1372.85,-21.081,-12.608,65.123,0.522,False
-0.085,1.8,3.6107,1869.99,-23.49,-14.184,79.608,0.522,False
-0.085,2.0,3.6107,2510.03,-25.851,-15.76,97.098,0.522,False
-0.1,0.8,3.6107,317.15,-10.949,-6.304,28.966,0.522,False
-0.1,1.0,3.6107,480.52,-13.557,-7.88,35.444,0.522,False
-0.1,1.2,3.6107,699.67,-16.115,-9.456,43.417,0.522,False
-0.1,1.4,3.6107,990.6,-18.623,-11.032,53.193,0.522,False
-0.1,1.5,3.6107,1168.94,-19.858,-11.82,58.865,0.522,False
