L_HIGH,PORT_TSL,Sharpe,CAGR%,MaxDD%,Worst1D%,Calmar,WF_CV,baseline
0.8,0.04,1.9862,89.18,-16.795,-4.11,5.31,2.7954,False
0.8,0.045,2.3845,129.96,-17.904,-4.11,7.259,2.6281,False
0.8,0.05,3.0557,215.56,-17.028,-4.284,12.659,1.3,False
0.8,0.055,3.2888,251.25,-14.767,-4.758,17.015,0.9229,False
0.8,0.06,3.2534,245.82,-11.385,-4.992,21.591,0.659,False
0.8,0.065,3.3166,259.67,-11.797,-4.992,22.011,0.6094,False
0.8,0.075,3.6004,302.1,-12.363,-5.312,24.436,0.5824,False
0.8,0.08,3.57,298.27,-12.44,-5.312,23.977,0.5848,False
0.8,0.085,3.546,295.33,-13.155,-5.312,22.45,0.5881,False
0.8,0.09,3.546,295.33,-13.155,-5.312,22.45,0.5881,False
0.8,0.095,3.6134,316.53,-10.97,-5.312,28.855,0.5675,False
0.8,0.1,3.584,312.67,-10.97,-5.312,28.504,0.5675,False
0.8,0.105,3.584,312.67,-10.97,-5.312,28.504,0.5675,False
0.8,0.11,3.5787,312.01,-10.97,-5.312,28.443,0.5675,False
0.8,0.115,3.5731,311.3,-10.97,-5.312,28.379,0.5675,False
0.8,0.12,3.5731,311.3,-10.97,-5.312,28.379,0.5675,False
0.8,0.125,3.5731,311.3,-10.97,-5.312,28.379,0.5675,False
0.8,0.13,3.5731,311.3,-10.97,-5.312,28.379,0.5675,False
0.9,0.04,1.9862,103.21,-18.765,-4.624,5.5,2.7954,False
0.9,0.045,2.3845,152.77,-19.942,-4.624,7.661,2.6281,False
0.9,0.05,3.0557,260.37,-19.081,-4.82,13.646,1.3,False
0.9,0.055,3.2888,306.42,-16.489,-5.353,18.583,0.9229,False
0.9,0.06,3.2534,299.33,-12.744,-5.616,23.488,0.659,False
0.9,0.065,3.3166,317.24,-13.189,-5.616,24.053,0.6094,False
0.9,0.075,3.6004,373.02,-13.828,-5.976,26.976,0.5824,False
0.9,0.08,3.57,367.93,-13.914,-5.976,26.444,0.5848,False
0.9,0.085,3.546,364.03,-14.707,-5.976,24.752,0.5881,False
0.9,0.09,3.546,364.03,-14.707,-5.976,24.752,0.5881,False
0.9,0.095,3.6134,391.94,-12.282,-5.976,31.911,0.5675,False
0.9,0.1,3.584,386.79,-12.282,-5.976,31.492,0.5675,False
0.9,0.105,3.584,386.79,-12.282,-5.976,31.492,0.5675,False
0.9,0.11,3.5787,385.9,-12.282,-5.976,31.419,0.5675,False
0.9,0.115,3.5731,384.96,-12.282,-5.976,31.342,0.5675,False
0.9,0.12,3.5731,384.96,-12.282,-5.976,31.342,0.5675,False
0.9,0.125,3.5731,384.96,-12.282,-5.976,31.342,0.5675,False
0.9,0.13,3.5731,384.96,-12.282,-5.976,31.342,0.5675,False
1.0,0.04,1.9862,117.89,-20.706,-5.138,5.693,2.7954,False
1.0,0.045,2.3845,177.28,-21.938,-5.138,8.081,2.6281,False
1.0,0.05,3.0557,310.59,-21.113,-5.355,14.711,1.3,False
1.0,0.055,3.2888,369.13,-18.184,-5.947,20.299,0.9229,False
1.0,0.06,3.2534,360.02,-14.088,-6.24,25.555,0.659,False
1.0,0.065,3.3166,382.84,-14.564,-6.24,26.287,0.6094,False
1.0,0.075,3.6004,455.09,-15.276,-6.64,29.791,0.5824,False
1.0,0.08,3.57,448.42,-15.37,-6.64,29.176,0.5848,False
1.0,0.085,3.546,443.32,-16.239,-6.64,27.299,0.5881,False
1.0,0.09,3.546,443.32,-16.239,-6.64,27.299,0.5881,False
1.0,0.095,3.6134,479.52,-13.583,-6.64,35.304,0.5675,False
1.0,0.1,3.584,472.75,-13.583,-6.64,34.806,0.5675,False
1.0,0.105,3.584,472.75,-13.583,-6.64,34.806,0.5675,False
1.0,0.11,3.5787,471.58,-13.583,-6.64,34.719,0.5675,False
1.0,0.115,3.5731,470.34,-13.583,-6.64,34.628,0.5675,False
1.0,0.12,3.5731,470.34,-13.583,-6.64,34.628,0.5675,False
1.0,0.125,3.5731,470.34,-13.583,-6.64,34.628,0.5675,False
1.0,0.13,3.5731,470.34,-13.583,-6.64,34.628,0.5675,False
1.1,0.04,1.9862,133.23,-22.617,-5.651,5.891,2.7954,False
1.1,0.045,2.3845,203.55,-23.892,-5.651,8.52,2.6281,False
1.1,0.05,3.0557,366.73,-23.123,-5.891,15.86,1.3,False
1.1,0.055,3.2888,440.23,-19.853,-6.542,22.175,0.9229,False
1.1,0.06,3.2534,428.67,-15.418,-6.864,27.802,0.659,False
1.1,0.065,3.3166,457.37,-15.921,-6.864,28.728,0.6094,False
1.1,0.075,3.6004,549.8,-16.707,-7.304,32.909,0.5824,False
1.1,0.08,3.57,541.18,-16.808,-7.304,32.197,0.5848,False
1.1,0.085,3.546,534.58,-17.751,-7.304,30.115,0.5881,False
1.1,0.09,3.546,534.58,-17.751,-7.304,30.115,0.5881,False
1.1,0.095,3.6134,580.96,-14.87,-7.304,39.069,0.5675,False
1.1,0.1,3.584,572.17,-14.87,-7.304,38.478,0.5675,False
1.1,0.105,3.584,572.17,-14.87,-7.304,38.478,0.5675,False
1.1,0.11,3.5787,570.65,-14.87,-7.304,38.376,0.5675,False
1.1,0.115,3.5731,569.04,-14.87,-7.304,38.268,0.5675,False
1.1,0.12,3.5731,569.04,-14.87,-7.304,38.268,0.5675,False
1.1,0.125,3.5731,569.04,-14.87,-7.304,38.268,0.5675,False
1.1,0.13,3.5731,569.04,-14.87,-7.304,38.268,0.5675,False
1.2,0.04,1.9862,149.22,-24.498,-6.165,6.091,2.7954,False
1.2,0.045,2.3845,231.65,-25.805,-6.165,8.977,2.6281,False
1.2,0.05,3.0557,429.36,-25.109,-6.426,17.099,1.3,False
1.2,0.055,3.2888,520.66,-21.496,-7.137,24.222,0.9229,False
1.2,0.06,3.2534,506.13,-16.735,-7.488,30.244,0.659,False
1.2,0.065,3.3166,541.85,-17.261,-7.488,31.393,0.6094,False
1.2,0.075,3.6004,658.83,-18.12,-7.968,36.359,0.5824,False
1.2,0.08,3.57,647.8,-18.229,-7.968,35.536,0.5848,False
1.2,0.085,3.546,639.37,-19.244,-7.968,33.225,0.5881,False
1.2,0.09,3.546,639.37,-19.244,-7.968,33.225,0.5881,False
1.2,0.095,3.6134,698.16,-16.145,-7.968,43.243,0.5675,False
1.2,0.1,3.584,686.86,-16.145,-7.968,42.544,0.5675,False
1.2,0.105,3.584,686.86,-16.145,-7.968,42.544,0.5675,False
1.2,0.11,3.5787,684.91,-16.145,-7.968,42.423,0.5675,False
1.2,0.115,3.5731,682.84,-16.145,-7.968,42.295,0.5675,False
1.2,0.12,3.5731,682.84,-16.145,-7.968,42.295,0.5675,False
1.2,0.125,3.5731,682.84,-16.145,-7.968,42.295,0.5675,False
1.2,0.13,3.5731,682.84,-16.145,-7.968,42.295,0.5675,False
1.3,0.04,1.9862,165.85,-26.35,-6.679,6.294,2.7954,False
1.3,0.045,2.3845,261.65,-27.679,-6.679,9.453,2.6281,False
1.3,0.05,3.0557,499.03,-27.072,-6.962,18.433,1.3,False
1.3,0.055,3.2888,611.43,-23.113,-7.732,26.454,0.9229,False
1.3,0.06,3.2534,593.32,-18.037,-8.112,32.895,0.659,False
1.3,0.065,3.3166,637.37,-18.583,-8.112,34.298,0.6094,False
1.3,0.075,3.6004,784.03,-19.517,-8.632,40.172,0.5824,False
1.3,0.08,3.57,770.05,-19.633,-8.632,39.222,0.5848,False
1.3,0.085,3.546,759.37,-20.717,-8.632,36.655,0.5881,False
1.3,0.09,3.546,759.37,-20.717,-8.632,36.655,0.5881,False
1.3,0.095,3.6134,833.2,-17.407,-8.632,47.865,0.5675,False
1.3,0.1,3.584,818.83,-17.407,-8.632,47.04,0.5675,False
1.3,0.105,3.584,818.83,-17.407,-8.632,47.04,0.5675,False
1.3,0.11,3.5787,816.35,-17.407,-8.632,46.897,0.5675,False
1.3,0.115,3.5731,813.71,-17.407,-8.632,46.746,0.5675,False
1.3,0.12,3.5731,813.71,-17.407,-8.632,46.746,0.5675,False
1.3,0.125,3.5731,813.71,-17.407,-8.632,46.746,0.5675,False
1.3,0.13,3.5731,813.71,-17.407,-8.632,46.746,0.5675,False
1.4,0.04,1.9862,183.12,-28.172,-7.192,6.5,2.7954,False
1.4,0.045,2.3845,293.59,-29.513,-7.192,9.948,2.6281,False
1.4,0.05,3.0557,576.37,-29.01,-7.497,19.868,1.3,False
1.4,0.055,3.2888,713.6,-24.705,-8.326,28.885,0.9229,False
1.4,0.06,3.2534,691.23,-19.326,-8.736,35.767,0.659,False
1.4,0.065,3.3166,745.07,-19.889,-8.736,37.462,0.6094,False
1.4,0.075,3.6004,927.44,-20.896,-9.296,44.383,0.5824,False
1.4,0.08,3.57,909.87,-21.02,-9.296,43.286,0.5848,False
1.4,0.085,3.546,896.45,-22.17,-9.296,40.435,0.5881,False
1.4,0.09,3.546,896.45,-22.17,-9.296,40.435,0.5881,False
1.4,0.095,3.6134,988.42,-18.657,-9.296,52.979,0.5675,False
1.4,0.1,3.584,970.29,-18.657,-9.296,52.006,0.5675,False
1.4,0.105,3.584,970.29,-18.657,-9.296,52.006,0.5675,False
1.4,0.11,3.5787,967.15,-18.657,-9.296,51.838,0.5675,False
1.4,0.115,3.5731,963.82,-18.657,-9.296,51.66,0.5675,False
1.4,0.12,3.5731,963.82,-18.657,-9.296,51.66,0.5675,False
1.4,0.125,3.5731,963.82,-18.657,-9.296,51.66,0.5675,False
1.4,0.13,3.5731,963.82,-18.657,-9.296,51.66,0.5675,False
1.5,0.04,1.9862,201.02,-29.964,-7.706,6.709,2.7954,False
1.5,0.045,2.3845,327.52,-31.308,-7.706,10.461,2.6281,False
1.5,0.05,3.0557,662.02,-30.923,-8.033,21.409,1.3,False
1.5,0.055,3.2888,828.35,-26.271,-8.921,31.531,0.9229,False
1.5,0.06,3.2534,800.89,-20.601,-9.36,38.877,0.659,False
1.5,0.065,3.3166,866.23,-21.177,-9.36,40.904,0.6094,False
1.5,0.075,3.6004,1091.31,-22.259,-9.96,49.027,0.5824,False
1.5,0.08,3.57,1069.38,-22.39,-9.96,47.762,0.5848,False
1.5,0.085,3.546,1052.66,-23.604,-9.96,44.596,0.5881,False
1.5,0.09,3.546,1052.66,-23.604,-9.96,44.596,0.5881,False
1.5,0.095,3.6134,1166.38,-19.894,-9.96,58.628,0.5675,False
1.5,0.1,3.584,1143.65,-19.894,-9.96,57.486,0.5675,False
1.5,0.105,3.584,1143.65,-19.894,-9.96,57.486,0.5675,False
1.5,0.11,3.5787,1139.72,-19.894,-9.96,57.289,0.5675,False
1.5,0.115,3.5731,1135.56,-19.894,-9.96,57.079,0.5675,False
1.5,0.12,3.5731,1135.56,-19.894,-9.96,57.079,0.5675,False
1.5,0.125,3.5731,1135.56,-19.894,-9.96,57.079,0.5675,False
1.5,0.13,3.5731,1135.56,-19.894,-9.96,57.079,0.5675,False
1.6,0.04,1.9862,219.51,-31.726,-8.22,6.919,2.7954,False
1.6,0.045,2.3845,363.5,-33.13,-8.22,10.972,2.6281,False
1.6,0.05,3.0557,756.65,-32.809,-8.568,23.062,1.3,False
1.6,0.055,3.2888,956.91,-27.813,-9.516,34.405,0.9229,False
1.6,0.06,3.2534,923.43,-21.862,-9.984,42.239,0.659,False
1.6,0.065,3.3166,1002.16,-22.449,-9.984,44.642,0.6094,False
1.6,0.075,3.6004,1278.08,-23.605,-10.624,54.144,0.5824,False
1.6,0.08,3.57,1250.92,-23.743,-10.624,52.686,0.5848,False
1.6,0.085,3.546,1230.2,-25.02,-10.624,49.169,0.5881,False
1.6,0.09,3.546,1230.2,-25.02,-10.624,49.169,0.5881,False
1.6,0.095,3.6134,1369.87,-21.119,-10.624,64.863,0.5675,False
1.6,0.1,3.584,1341.6,-21.119,-10.624,63.524,0.5675,False
1.6,0.105,3.584,1341.6,-21.119,-10.624,63.524,0.5675,False
1.6,0.11,3.5787,1336.71,-21.119,-10.624,63.293,0.5675,False
1.6,0.115,3.5731,1331.53,-21.119,-10.624,63.047,0.5675,False
1.6,0.12,3.5731,1331.53,-21.119,-10.624,63.047,0.5675,False
1.6,0.125,3.5731,1331.53,-21.119,-10.624,63.047,0.5675,False
1.6,0.13,3.5731,1331.53,-21.119,-10.624,63.047,0.5675,False
1.75,0.04,1.9862,248.34,-34.313,-8.991,7.238,2.7954,False
1.75,0.045,2.3845,421.39,-35.864,-8.991,11.75,2.6281,False
1.75,0.05,3.0557,916.96,-35.588,-9.371,25.766,1.3,False
1.75,0.055,3.2888,1178.56,-30.079,-10.408,39.182,0.9229,False
1.75,0.06,3.2534,1133.97,-23.728,-10.92,47.79,0.659,False
1.75,0.065,3.3166,1236.92,-24.326,-10.92,50.848,0.6094,False
1.75,0.075,3.6004,1607.13,-25.594,-11.62,62.794,0.5824,False
1.75,0.08,3.57,1570.09,-25.741,-11.62,60.995,0.5848,False
1.75,0.085,3.546,1541.86,-27.107,-11.62,56.88,0.5881,False
1.75,0.09,3.546,1541.86,-27.107,-11.62,56.88,0.5881,False
1.75,0.095,3.6134,1729.82,-22.934,-11.62,75.426,0.5675,False
1.75,0.1,3.584,1691.05,-22.934,-11.62,73.736,0.5675,False
1.75,0.105,3.584,1691.05,-22.934,-11.62,73.736,0.5675,False
1.75,0.11,3.5787,1684.34,-22.934,-11.62,73.443,0.5675,False
1.75,0.115,3.5731,1677.23,-22.934,-11.62,73.133,0.5675,False
1.75,0.12,3.5731,1677.23,-22.934,-11.62,73.133,0.5675,False
1.75,0.125,3.5731,1677.23,-22.934,-11.62,73.133,0.5675,False
1.75,0.13,3.5731,1677.23,-22.934,-11.62,73.133,0.5675,False
2.0,0.04,1.9862,299.08,-38.475,-10.275,7.773,2.7954,False
2.0,0.045,2.3845,528.51,-40.265,-10.275,13.126,2.6281,False
2.0,0.05,3.0557,1239.28,-40.078,-10.71,30.922,1.3,False
2.0,0.055,3.2888,1636.99,-33.736,-11.895,48.524,0.9229,False
2.0,0.06,3.2534,1566.89,-26.772,-12.48,58.527,0.659,False
2.0,0.065,3.3166,1723.47,-27.373,-12.48,62.962,0.6094,False
2.0,0.075,3.6004,2311.53,-28.827,-13.28,80.187,0.5824,False
2.0,0.08,3.57,2251.06,-28.989,-13.28,77.653,0.5848,False
