slippage_one_way_pct,round_trip_pct,sharpe,sharpe_delta,cagr_pct,maxdd_pct,calmar,grade
0.05,0.1,3.4917,-0.0769,2894.55,-28.6,101.22,Excellent
0.1,0.2,3.4142,-0.1544,2622.16,-28.98,90.49,Excellent
0.25,0.5,3.1789,-0.3897,1943.7,-30.11,64.55,Excellent
0.5,1.0,2.7771,-0.7915,1165.03,-32.43,35.93,Excellent
1.0,2.0,1.942,-1.6266,381.23,-39.18,9.73,Marginal
