n_removed,days_removed,sharpe,cagr_pct,maxdd_pct,delta_sharpe,delta_cagr_pct
0,,3.5686,3193.88,-28.213,0.0,0.0
1,36.8%,3.4349,2390.76,-28.213,-0.1337,-803.12
3,"36.8%, 23.5%, 22.8%",3.1777,1622.54,-28.213,-0.3908,-1571.34
5,"36.8%, 23.5%, 22.8%, 21.2%, 20.9%",2.9187,1125.43,-28.213,-0.6499,-2068.45
10,"36.8%, 23.5%, 22.8%, 21.2%, 20.9% … +5 more",2.2233,437.65,-28.213,-1.3453,-2756.23
