EARLY_FILL_X,EARLY_FILL_Y,Sharpe,CAGR%,MaxDD%,Worst1D%,Calmar,WF_CV,baseline
360,0.07,2.8958,1287.93,-38.203,-14.608,33.713,1.0195,False
360,0.08,3.144,2020.85,-34.664,-14.608,58.299,0.8067,False
360,0.09,3.2451,2697.03,-38.082,-14.608,70.823,0.8592,False
360,0.1,2.9579,2026.16,-42.207,-15.972,48.005,0.8732,False
360,0.15,3.0917,3627.48,-46.648,-15.972,77.763,1.1029,False
360,0.175,3.1539,4495.71,-46.648,-15.972,96.375,1.0942,False
360,0.2,3.1388,4455.62,-46.648,-15.972,95.515,1.0962,False
360,0.225,3.1533,5507.39,-46.648,-15.972,118.063,1.0385,False
360,0.25,3.1,4716.35,-46.648,-15.972,101.105,1.0479,False
360,0.3,3.0742,5939.34,-46.648,-15.972,127.322,1.0297,False
540,0.07,3.1048,1555.4,-32.084,-14.608,48.479,0.8068,False
540,0.08,3.3874,2475.73,-28.213,-14.608,87.75,0.6414,False
540,0.09,3.5324,3405.82,-33.147,-14.608,102.749,0.6794,False
540,0.1,3.0913,2341.83,-35.682,-15.972,65.631,0.6452,False
540,0.15,3.0736,3265.18,-46.648,-15.972,69.996,1.1766,False
540,0.175,3.1479,4270.04,-46.648,-15.972,91.537,1.1239,False
540,0.2,3.1638,4867.6,-46.648,-15.972,104.347,1.0975,False
540,0.225,3.1865,6370.36,-46.648,-15.972,136.562,1.0289,False
540,0.25,3.1339,5539.4,-46.648,-15.972,118.749,1.041,False
540,0.3,3.0742,5939.34,-46.648,-15.972,127.322,1.0297,False
600,0.07,2.9682,1113.27,-32.084,-14.608,34.699,0.8184,False
600,0.08,3.2921,1869.29,-28.213,-14.608,66.255,0.6475,False
600,0.09,3.5699,3225.71,-28.213,-14.608,114.333,0.5641,False
600,0.1,3.0505,2055.06,-35.682,-15.972,57.594,0.6452,False
600,0.15,3.0736,3265.18,-46.648,-15.972,69.996,1.1766,False
600,0.175,3.1479,4270.04,-46.648,-15.972,91.537,1.1239,False
600,0.2,3.1935,5320.9,-46.648,-15.972,114.065,1.0945,False
600,0.225,3.1865,6370.36,-46.648,-15.972,136.562,1.0289,False
600,0.25,3.1339,5539.4,-46.648,-15.972,118.749,1.041,False
600,0.3,3.0742,5939.34,-46.648,-15.972,127.322,1.0297,False
660,0.07,2.9295,1030.4,-32.084,-14.608,32.116,0.8253,False
660,0.08,3.2733,1786.91,-28.213,-14.608,63.336,0.6522,False
660,0.09,3.5506,3064.39,-28.213,-14.608,108.615,0.5675,False
660,0.1,3.059,2083.31,-35.682,-15.972,58.386,0.6456,False
660,0.15,3.0739,3171.97,-46.648,-15.972,67.998,1.1723,False
660,0.175,3.1479,4270.04,-46.648,-15.972,91.537,1.1239,False
660,0.2,3.1935,5320.9,-46.648,-15.972,114.065,1.0945,False
660,0.225,3.2262,7268.68,-46.648,-15.972,155.819,1.0261,False
660,0.25,3.1339,5539.4,-46.648,-15.972,118.749,1.041,False
660,0.3,3.0742,5939.34,-46.648,-15.972,127.322,1.0297,False
720,0.07,2.8825,974.86,-32.084,-14.608,30.385,0.8161,False
720,0.08,3.2911,1841.42,-28.213,-14.608,65.268,0.6522,False
720,0.09,3.5731,3193.88,-28.213,-14.608,113.204,0.5675,True
720,0.1,3.0556,2067.11,-35.682,-15.972,57.932,0.6462,False
720,0.15,3.0739,3171.97,-46.648,-15.972,67.998,1.1723,False
720,0.175,3.1489,4288.12,-46.648,-15.972,91.925,1.1239,False
720,0.2,3.2018,5543.59,-46.648,-15.972,118.838,1.0951,False
720,0.225,3.2262,7268.68,-46.648,-15.972,155.819,1.0261,False
720,0.25,3.1339,5539.4,-46.648,-15.972,118.749,1.041,False
720,0.3,3.0742,5939.34,-46.648,-15.972,127.322,1.0297,False
900,0.07,2.9241,906.96,-32.084,-14.608,28.269,0.8217,False
900,0.08,3.2539,1557.1,-28.213,-14.608,55.19,0.6532,False
900,0.09,3.5791,2927.01,-28.213,-14.608,103.745,0.5713,False
900,0.1,3.1114,2164.83,-35.682,-15.972,60.671,0.6543,False
900,0.15,3.1172,3653.17,-46.648,-15.972,78.313,1.1724,False
900,0.175,3.2019,5089.83,-46.648,-15.972,109.111,1.1238,False
900,0.2,3.2134,5928.34,-46.648,-15.972,127.086,1.0951,False
900,0.225,3.2395,7771.04,-46.648,-15.972,166.589,1.0261,False
900,0.25,3.1339,5539.4,-46.648,-15.972,118.749,1.041,False
900,0.3,3.0742,5939.34,-46.648,-15.972,127.322,1.0297,False
1080,0.07,2.9054,882.22,-32.084,-14.608,27.497,0.8263,False
1080,0.08,3.2594,1569.67,-28.213,-14.608,55.636,0.6516,False
1080,0.09,3.5937,2991.2,-28.213,-14.608,106.021,0.5716,False
1080,0.1,3.1061,2098.29,-35.682,-15.972,58.806,0.6584,False
1080,0.15,3.1196,3683.34,-46.648,-15.972,78.96,1.1725,False
1080,0.175,3.2017,5084.33,-46.648,-15.972,108.993,1.1238,False
1080,0.2,3.2317,6632.01,-46.648,-15.972,142.171,1.0955,False
1080,0.225,3.2529,8366.63,-46.648,-15.972,179.356,1.0261,False
1080,0.25,3.1339,5539.4,-46.648,-15.972,118.749,1.041,False
1080,0.3,3.0742,5939.34,-46.648,-15.972,127.322,1.0297,False
