Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
Sharpe,delta,1,0.0907,0.0761,0.0984,0.0544,383,
Sortino,delta,1,-0.0351,0.4918,0.0931,0.0675,386,
AvgDailyRet%,delta,1,0.0981,0.0539,0.0922,0.07,387,
Sharpe,level,1,0.0901,0.0777,0.087,0.0887,384,
CAGR%,level,1,-0.0392,0.4417,0.0846,0.096,388,
AvgDailyRet%,level,1,0.0645,0.2049,0.0792,0.1193,388,
Sortino,level,1,-0.0228,0.6546,0.0716,0.1597,387,
CAGR%,delta,1,0.0141,0.7823,0.0692,0.174,387,
Calmar,level,1,-0.0393,0.4438,0.0489,0.3402,382,
Calmar,delta,1,0.0141,0.7831,0.0473,0.3572,381,
CAGR%,delta,3,-0.0405,0.4287,0.1144,0.0248,385,yes
Calmar,delta,3,-0.0406,0.4305,0.0989,0.0543,379,
AvgDailyRet%,delta,3,0.0593,0.2457,0.0945,0.064,385,
Sharpe,level,3,0.0745,0.1464,0.0713,0.164,382,
CAGR%,level,3,-0.0679,0.1829,0.0683,0.1803,386,
Sortino,delta,3,-0.0353,0.4903,0.0681,0.1832,384,
Sharpe,delta,3,0.052,0.3114,0.0654,0.2029,381,
AvgDailyRet%,level,3,0.0407,0.4256,0.0648,0.2037,386,
Sortino,level,3,-0.0016,0.9755,0.0513,0.3153,385,
Calmar,level,3,-0.0679,0.1864,0.0302,0.5575,380,
Sharpe,level,5,0.1086,0.0343,0.0885,0.0849,380,
CAGR%,level,5,-0.0267,0.6024,0.0864,0.0907,384,
AvgDailyRet%,level,5,0.0673,0.1885,0.084,0.1002,384,
Sortino,level,5,0.0247,0.6303,0.0706,0.1682,383,
Calmar,level,5,-0.0262,0.6115,0.052,0.3132,378,
CAGR%,delta,5,-0.0162,0.7524,0.0452,0.3774,383,
Calmar,delta,5,-0.0162,0.7533,0.0357,0.4889,377,
AvgDailyRet%,delta,5,-0.0028,0.9562,0.0203,0.6918,383,
Sharpe,delta,5,0.0042,0.9349,0.0076,0.8829,379,
Sortino,delta,5,-0.0064,0.9014,0.0034,0.9479,382,
