Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
Sortino,level,1,-0.0122,0.8162,0.0258,0.6218,368,
CAGR%,level,1,-0.0478,0.3602,0.0232,0.6567,368,
AvgDailyRet%,level,1,-0.0165,0.7528,0.0211,0.6868,368,
Sharpe,level,1,-0.0225,0.6666,0.0184,0.7252,368,
CAGR%,delta,1,0.0348,0.5064,0.0138,0.7917,367,
Sortino,delta,1,0.0321,0.5398,0.0138,0.7929,367,
AvgDailyRet%,delta,1,0.0404,0.4401,0.0071,0.892,367,
Sharpe,delta,1,-0.0017,0.9743,-0.0064,0.9021,367,
Calmar,level,1,-0.0457,0.3825,-0.0025,0.9621,368,
Calmar,delta,1,0.0365,0.4861,-0.0004,0.9935,367,
CAGR%,delta,3,0.0209,0.6906,0.0281,0.5919,365,
Sortino,delta,3,0.0369,0.4826,0.0202,0.7006,365,
AvgDailyRet%,delta,3,0.0179,0.7332,0.0168,0.7496,365,
Calmar,delta,3,0.0227,0.665,0.0127,0.8088,365,
Sharpe,delta,3,0.0086,0.8703,0.0069,0.8953,365,
Calmar,level,3,-0.0986,0.0594,-0.0044,0.9326,366,
CAGR%,level,3,-0.1004,0.055,0.0041,0.9375,366,
AvgDailyRet%,level,3,-0.0372,0.4784,0.0024,0.9633,366,
Sharpe,level,3,-0.0393,0.4534,-0.0022,0.9672,366,
Sortino,level,3,-0.0339,0.5184,-0.0003,0.9961,366,
Calmar,delta,5,0.0086,0.8703,0.0279,0.596,363,
CAGR%,delta,5,0.0076,0.8848,0.0262,0.6184,363,
Sortino,delta,5,0.0545,0.3003,0.0209,0.6916,363,
AvgDailyRet%,level,5,-0.045,0.3915,0.0112,0.832,364,
AvgDailyRet%,delta,5,0.0211,0.6893,0.0091,0.8623,363,
CAGR%,level,5,-0.1396,0.0076,0.009,0.8639,364,
Calmar,level,5,-0.138,0.0084,-0.0058,0.9117,364,
Sharpe,delta,5,0.037,0.4825,0.0049,0.9254,363,
Sortino,level,5,-0.0497,0.344,0.0017,0.9735,364,
Sharpe,level,5,-0.0557,0.2889,0.0005,0.9923,364,
