EARLY_FILL_Y,EARLY_KILL_Y,VOL_LEV_MAX_BOOST,Sharpe,CAGR_pct,MaxDD_pct,Calmar,WF_CV,baseline
0.07,0.001,1.2,2.3691,336.29,-26.249,12.812,1.2022,False
0.07,0.001,1.3,2.4426,388.34,-28.188,13.777,1.1326,False
0.07,0.001,1.4,2.4426,388.34,-28.188,13.777,1.1326,False
0.07,0.001,1.5,2.5679,483.07,-31.103,15.531,1.0025,False
0.07,0.001,1.6,2.57,515.69,-32.534,15.851,1.0064,False
0.07,0.001,1.7,2.57,515.69,-32.534,15.851,1.0064,False
0.07,0.001,1.8,2.6105,586.42,-34.754,16.874,0.9886,False
0.07,0.001,1.9,2.6626,647.66,-32.365,20.011,0.9675,False
0.07,0.001,2.0,2.6626,647.66,-32.365,20.011,0.9675,False
0.07,0.001,2.5,2.6626,647.66,-32.365,20.011,0.9675,False
0.07,0.001,3.0,2.6626,647.66,-32.365,20.011,0.9675,False
0.07,0.0015,1.2,2.3691,336.29,-26.249,12.812,1.2022,False
0.07,0.0015,1.3,2.4426,388.34,-28.188,13.777,1.1326,False
0.07,0.0015,1.4,2.4426,388.34,-28.188,13.777,1.1326,False
0.07,0.0015,1.5,2.5679,483.07,-31.103,15.531,1.0025,False
0.07,0.0015,1.6,2.57,515.69,-32.534,15.851,1.0064,False
0.07,0.0015,1.7,2.57,515.69,-32.534,15.851,1.0064,False
0.07,0.0015,1.8,2.6105,586.42,-34.754,16.874,0.9886,False
0.07,0.0015,1.9,2.6626,647.66,-32.365,20.011,0.9675,False
0.07,0.0015,2.0,2.6626,647.66,-32.365,20.011,0.9675,False
0.07,0.0015,2.5,2.6626,647.66,-32.365,20.011,0.9675,False
0.07,0.0015,3.0,2.6626,647.66,-32.365,20.011,0.9675,False
0.07,0.003,1.2,2.3691,336.29,-26.249,12.812,1.2022,False
0.07,0.003,1.3,2.4426,388.34,-28.188,13.777,1.1326,False
0.07,0.003,1.4,2.4426,388.34,-28.188,13.777,1.1326,False
0.07,0.003,1.5,2.5679,483.07,-31.103,15.531,1.0025,False
0.07,0.003,1.6,2.57,515.69,-32.534,15.851,1.0064,False
0.07,0.003,1.7,2.57,515.69,-32.534,15.851,1.0064,False
0.07,0.003,1.8,2.6105,586.42,-34.754,16.874,0.9886,False
0.07,0.003,1.9,2.6626,647.66,-32.365,20.011,0.9675,False
0.07,0.003,2.0,2.6626,647.66,-32.365,20.011,0.9675,False
0.07,0.003,2.5,2.6626,647.66,-32.365,20.011,0.9675,False
0.07,0.003,3.0,2.6626,647.66,-32.365,20.011,0.9675,False
0.08,0.001,1.2,2.8082,552.67,-25.338,21.812,0.8638,False
0.08,0.001,1.3,2.8558,623.16,-26.85,23.209,0.825,False
0.08,0.001,1.4,2.8558,623.16,-26.85,23.209,0.825,False
0.08,0.001,1.5,3.0417,807.69,-24.577,32.864,0.7351,False
0.08,0.001,1.6,3.0815,895.63,-25.516,35.1,0.7111,False
0.08,0.001,1.7,3.0815,895.63,-25.516,35.1,0.7111,False
0.08,0.001,1.8,3.0819,962.79,-27.382,35.162,0.7472,False
0.08,0.001,1.9,3.134,1072.1,-28.308,37.873,0.7318,False
0.08,0.001,2.0,3.134,1072.1,-28.308,37.873,0.7318,False
0.08,0.001,2.5,3.134,1072.1,-28.308,37.873,0.7318,False
0.08,0.001,3.0,3.134,1072.1,-28.308,37.873,0.7318,False
0.08,0.0015,1.2,2.8082,552.67,-25.338,21.812,0.8638,False
0.08,0.0015,1.3,2.8558,623.16,-26.85,23.209,0.825,False
0.08,0.0015,1.4,2.8558,623.16,-26.85,23.209,0.825,False
0.08,0.0015,1.5,3.0417,807.69,-24.577,32.864,0.7351,False
0.08,0.0015,1.6,3.0815,895.63,-25.516,35.1,0.7111,False
0.08,0.0015,1.7,3.0815,895.63,-25.516,35.1,0.7111,False
0.08,0.0015,1.8,3.0819,962.79,-27.382,35.162,0.7472,False
0.08,0.0015,1.9,3.134,1072.1,-28.308,37.873,0.7318,False
0.08,0.0015,2.0,3.134,1072.1,-28.308,37.873,0.7318,False
0.08,0.0015,2.5,3.134,1072.1,-28.308,37.873,0.7318,False
0.08,0.0015,3.0,3.134,1072.1,-28.308,37.873,0.7318,False
0.08,0.003,1.2,2.8082,552.67,-25.338,21.812,0.8638,False
0.08,0.003,1.3,2.8558,623.16,-26.85,23.209,0.825,False
0.08,0.003,1.4,2.8558,623.16,-26.85,23.209,0.825,False
0.08,0.003,1.5,3.0417,807.69,-24.577,32.864,0.7351,False
0.08,0.003,1.6,3.0815,895.63,-25.516,35.1,0.7111,False
0.08,0.003,1.7,3.0815,895.63,-25.516,35.1,0.7111,False
0.08,0.003,1.8,3.0819,962.79,-27.382,35.162,0.7472,False
0.08,0.003,1.9,3.134,1072.1,-28.308,37.873,0.7318,False
0.08,0.003,2.0,3.134,1072.1,-28.308,37.873,0.7318,False
0.08,0.003,2.5,3.134,1072.1,-28.308,37.873,0.7318,False
0.08,0.003,3.0,3.134,1072.1,-28.308,37.873,0.7318,False
0.09,0.001,1.2,3.2047,931.96,-22.129,42.116,0.7322,False
0.09,0.001,1.3,3.2454,1045.81,-22.683,46.105,0.7319,False
0.09,0.001,1.4,3.2454,1045.81,-22.683,46.105,0.7319,False
0.09,0.001,1.5,3.3407,1236.71,-24.577,50.321,0.6717,False
0.09,0.001,1.6,3.3614,1346.15,-25.516,52.756,0.6716,False
0.09,0.001,1.7,3.3614,1346.15,-25.516,52.756,0.6716,False
0.09,0.001,1.8,3.3765,1492.85,-27.382,54.52,0.6557,False
0.09,0.001,1.9,3.3904,1567.15,-28.308,55.362,0.6513,False
0.09,0.001,2.0,3.3904,1567.15,-28.308,55.362,0.6513,False
0.09,0.001,2.5,3.3904,1567.15,-28.308,55.362,0.6513,False
0.09,0.001,3.0,3.3904,1567.15,-28.308,55.362,0.6513,False
0.09,0.0015,1.2,3.2047,931.96,-22.129,42.116,0.7322,False
0.09,0.0015,1.3,3.2454,1045.81,-22.683,46.105,0.7319,False
0.09,0.0015,1.4,3.2454,1045.81,-22.683,46.105,0.7319,False
0.09,0.0015,1.5,3.3407,1236.71,-24.577,50.321,0.6717,False
0.09,0.0015,1.6,3.3614,1346.15,-25.516,52.756,0.6716,False
0.09,0.0015,1.7,3.3614,1346.15,-25.516,52.756,0.6716,False
0.09,0.0015,1.8,3.3765,1492.85,-27.382,54.52,0.6557,False
0.09,0.0015,1.9,3.3904,1567.15,-28.308,55.362,0.6513,False
0.09,0.0015,2.0,3.3904,1567.15,-28.308,55.362,0.6513,False
0.09,0.0015,2.5,3.3904,1567.15,-28.308,55.362,0.6513,False
0.09,0.0015,3.0,3.3904,1567.15,-28.308,55.362,0.6513,False
0.09,0.003,1.2,3.2047,931.96,-22.129,42.116,0.7322,False
0.09,0.003,1.3,3.2454,1045.81,-22.683,46.105,0.7319,False
0.09,0.003,1.4,3.2454,1045.81,-22.683,46.105,0.7319,False
0.09,0.003,1.5,3.3407,1236.71,-24.577,50.321,0.6717,False
0.09,0.003,1.6,3.3614,1346.15,-25.516,52.756,0.6716,False
0.09,0.003,1.7,3.3614,1346.15,-25.516,52.756,0.6716,False
0.09,0.003,1.8,3.3765,1492.85,-27.382,54.52,0.6557,False
0.09,0.003,1.9,3.3904,1567.15,-28.308,55.362,0.6513,False
0.09,0.003,2.0,3.3904,1567.15,-28.308,55.362,0.6513,True
0.09,0.003,2.5,3.3904,1567.15,-28.308,55.362,0.6513,False
0.09,0.003,3.0,3.3904,1567.15,-28.308,55.362,0.6513,False
