Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
Calmar,level,1,-0.0701,0.1795,-0.1001,0.055,368,
Sortino,delta,1,0.1329,0.0108,0.0801,0.1256,367,
AvgDailyRet%,delta,1,0.0855,0.1019,0.072,0.1686,367,
Sharpe,delta,1,0.0634,0.2254,0.0693,0.1855,367,
Sharpe,level,1,-0.028,0.5924,-0.0506,0.3333,368,
CAGR%,delta,1,-0.0251,0.632,0.0474,0.3653,367,
AvgDailyRet%,level,1,-0.0271,0.6049,-0.0465,0.3742,368,
CAGR%,level,1,-0.0697,0.1821,-0.0425,0.4166,368,
Sortino,level,1,-0.0222,0.6714,-0.0422,0.4195,368,
Calmar,delta,1,-0.0249,0.6343,0.0346,0.509,367,
Calmar,level,3,-0.0993,0.0577,-0.1714,0.001,366,yes
Sharpe,level,3,-0.0639,0.2223,-0.1055,0.0437,366,yes
AvgDailyRet%,level,3,-0.0702,0.18,-0.1012,0.053,366,
Sortino,level,3,-0.0799,0.1271,-0.0981,0.0609,366,
CAGR%,level,3,-0.0984,0.06,-0.094,0.0726,366,
CAGR%,delta,3,0.016,0.7612,0.0408,0.4372,365,
AvgDailyRet%,delta,3,0.0721,0.169,0.0379,0.4708,365,
Sortino,delta,3,0.111,0.034,0.0376,0.474,365,
Sharpe,delta,3,0.0382,0.467,0.0302,0.5657,365,
Calmar,delta,3,0.0162,0.758,0.0227,0.6654,365,
Calmar,level,5,-0.1594,0.0023,-0.1996,0.0001,364,yes
Sharpe,level,5,-0.0856,0.1031,-0.1295,0.0134,364,yes
AvgDailyRet%,level,5,-0.098,0.0619,-0.126,0.0162,364,yes
Sortino,level,5,-0.116,0.0269,-0.1246,0.0174,364,yes
CAGR%,level,5,-0.1583,0.0025,-0.1185,0.0238,364,yes
Sharpe,delta,5,0.0342,0.5163,0.0271,0.6064,363,
AvgDailyRet%,delta,5,0.0511,0.3317,0.0271,0.6068,363,
CAGR%,delta,5,0.0005,0.9928,0.0104,0.8435,363,
Sortino,delta,5,0.0522,0.3211,0.0099,0.851,363,
Calmar,delta,5,0.0003,0.9956,-0.0078,0.8823,363,
