Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
Sortino,level,1,0.0848,0.0999,0.0794,0.1235,378,
CAGR%,level,1,-0.0684,0.1846,0.071,0.1684,378,
AvgDailyRet%,level,1,0.0788,0.126,0.0663,0.1982,378,
Sharpe,level,1,0.0734,0.1542,0.0645,0.2109,378,
Sortino,delta,1,0.0927,0.0722,0.0504,0.329,377,
AvgDailyRet%,delta,1,0.0823,0.1107,0.0466,0.3668,377,
Sharpe,delta,1,0.0447,0.387,0.0435,0.3995,377,
Calmar,level,1,-0.0787,0.1264,0.0347,0.5009,378,
Calmar,delta,1,-0.0923,0.0733,0.0254,0.6229,377,
CAGR%,delta,1,-0.0966,0.0609,0.0113,0.8274,377,
Sortino,delta,3,0.0968,0.0611,0.0986,0.0565,375,
AvgDailyRet%,delta,3,0.116,0.0247,0.0817,0.1141,375,
Sortino,level,3,0.0918,0.0755,0.0737,0.1538,376,
Sharpe,delta,3,0.071,0.1703,0.0711,0.1697,375,
CAGR%,level,3,-0.0238,0.6453,0.071,0.1697,376,
AvgDailyRet%,level,3,0.0894,0.0835,0.0588,0.2551,376,
Sharpe,level,3,0.094,0.0685,0.0543,0.2936,376,
Calmar,delta,3,-0.0104,0.8409,0.0236,0.6493,375,
CAGR%,delta,3,-0.0012,0.9819,0.0151,0.7702,375,
Calmar,level,3,-0.0408,0.4299,0.0044,0.9324,376,
Sortino,delta,5,0.1068,0.0393,0.1026,0.0477,373,yes
AvgDailyRet%,delta,5,0.1261,0.0148,0.0874,0.0919,373,
Sharpe,delta,5,0.103,0.0469,0.0828,0.1106,373,
CAGR%,level,5,-0.0837,0.1059,0.0686,0.1859,374,
Sortino,level,5,0.0913,0.0777,0.0678,0.1907,374,
AvgDailyRet%,level,5,0.0844,0.1032,0.055,0.289,374,
Sharpe,level,5,0.0966,0.0619,0.0528,0.3087,374,
Calmar,level,5,-0.0906,0.0802,-0.0202,0.6974,374,
CAGR%,delta,5,-0.0051,0.9221,0.0098,0.8506,373,
Calmar,delta,5,-0.0094,0.856,-0.0057,0.9126,373,
