PORT_SL,L_HIGH,Sharpe,CAGR%,MaxDD%,Worst1D%,Calmar,WF_CV,baseline
-0.04,0.8,3.0898,344.72,-16.936,-7.364,20.355,0.439,False
-0.04,1.0,3.0898,520.24,-20.85,-9.205,24.952,0.439,False
-0.04,1.2,3.0898,751.93,-24.64,-11.046,30.516,0.439,False
-0.04,1.4,3.0898,1052.9,-28.31,-12.887,37.192,0.439,False
-0.04,1.5,3.0898,1233.88,-30.1,-13.808,40.993,0.439,False
-0.04,1.6,3.0898,1437.74,-31.86,-14.728,45.127,0.439,False
-0.04,1.8,3.0898,1922.17,-35.293,-16.569,54.463,0.439,False
-0.04,2.0,3.0898,2522.54,-38.611,-18.41,65.332,0.439,False
-0.05,0.8,3.6502,438.33,-13.176,-8.44,33.267,0.4015,False
-0.05,1.0,3.6516,690.98,-16.214,-10.55,42.615,0.4014,False
-0.05,1.2,3.6516,1046.59,-19.27,-12.66,54.313,0.4014,False
-0.05,1.4,3.6516,1540.25,-22.264,-14.77,69.181,0.4014,False
-0.05,1.5,3.6516,1852.32,-23.739,-15.825,78.029,0.4014,False
-0.05,1.6,3.6516,2216.35,-25.198,-16.88,87.956,0.4014,False
-0.05,1.8,3.6516,3130.11,-28.073,-18.99,111.498,0.4014,False
-0.05,2.0,3.6516,4349.03,-30.889,-21.1,140.794,0.4014,False
-0.055,0.8,3.5213,429.38,-13.855,-9.156,30.99,0.427,False
-0.055,1.0,3.5235,672.93,-16.997,-11.445,39.592,0.4268,False
-0.055,1.2,3.5235,1012.29,-20.198,-13.734,50.119,0.4268,False
-0.055,1.4,3.5235,1478.24,-23.334,-16.023,63.35,0.4268,False
-0.055,1.5,3.5235,1770.23,-24.879,-17.168,71.155,0.4268,False
-0.055,1.6,3.5235,2108.7,-26.407,-18.312,79.854,0.4268,False
-0.055,1.8,3.5235,2949.59,-29.417,-20.601,100.268,0.4268,False
-0.055,2.0,3.5235,4055.23,-32.365,-22.89,125.299,0.4268,False
-0.06,0.8,3.7388,452.22,-11.659,-6.402,38.787,0.4327,False
-0.06,1.0,3.741,718.21,-14.42,-8.003,49.805,0.4334,False
-0.06,1.2,3.741,1095.17,-17.122,-9.604,63.962,0.4334,False
-0.06,1.4,3.741,1623.34,-19.765,-11.204,82.133,0.4334,False
-0.06,1.5,3.741,1959.58,-21.064,-12.004,93.028,0.4334,False
-0.06,1.6,3.741,2353.75,-22.349,-12.805,105.316,0.4334,False
-0.06,1.8,3.741,3350.9,-24.876,-14.405,134.702,0.4334,False
-0.06,2.0,3.741,4695.09,-27.346,-16.006,171.689,0.4334,False
-0.065,0.8,3.6917,444.64,-12.598,-6.186,35.295,0.4433,False
-0.065,1.0,3.6942,703.97,-15.568,-7.732,45.22,0.444,False
-0.065,1.2,3.6942,1069.68,-18.467,-9.278,57.923,0.444,False
-0.065,1.4,3.6942,1579.58,-21.298,-10.825,74.165,0.444,False
-0.065,1.5,3.6942,1902.98,-22.688,-11.598,83.876,0.444,False
-0.065,1.6,3.6942,2281.11,-24.061,-12.371,94.806,0.444,False
-0.065,1.8,3.6942,3233.72,-26.756,-13.917,120.858,0.444,False
-0.065,2.0,3.6942,4510.72,-29.386,-15.464,153.501,0.444,False
-0.07,0.8,3.7158,454.89,-11.336,-6.845,40.128,0.449,False
-0.07,1.0,3.7188,722.95,-14.025,-8.556,51.547,0.4499,False
-0.07,1.2,3.7188,1102.45,-16.658,-10.267,66.183,0.4499,False
-0.07,1.4,3.7188,1633.89,-19.234,-11.978,84.946,0.4499,False
-0.07,1.5,3.7188,1972.0,-20.502,-12.834,96.186,0.4499,False
-0.07,1.6,3.7188,2368.16,-21.756,-13.689,108.851,0.4499,False
-0.07,1.8,3.7188,3369.38,-24.223,-15.4,139.097,0.4499,False
-0.07,2.0,3.7188,4716.95,-26.636,-17.111,177.086,0.4499,False
-0.075,0.8,3.7771,457.3,-11.306,-7.28,40.446,0.3993,False
-0.075,1.0,3.7771,726.92,-13.989,-9.1,51.964,0.3993,False
-0.075,1.2,3.7771,1110.92,-16.615,-10.92,66.861,0.3993,False
-0.075,1.4,3.7771,1650.63,-19.186,-12.74,86.032,0.3993,False
-0.075,1.5,3.7771,1995.01,-20.451,-13.65,97.55,0.3993,False
-0.075,1.6,3.7771,2399.38,-21.702,-14.56,110.559,0.3993,False
-0.075,1.8,3.7771,3424.97,-24.164,-16.38,141.737,0.3993,False
-0.075,2.0,3.7771,4812.19,-26.572,-18.2,181.097,0.3993,False
-0.08,0.8,3.7759,457.32,-11.306,-7.341,40.448,0.3997,False
-0.08,1.0,3.7759,726.94,-13.989,-9.176,51.965,0.3997,False
-0.08,1.2,3.7759,1110.91,-16.615,-11.011,66.86,0.3997,False
-0.08,1.4,3.7759,1650.54,-19.186,-12.846,86.027,0.3997,False
-0.08,1.5,3.7759,1994.85,-20.451,-13.764,97.542,0.3997,False
-0.08,1.6,3.7759,2399.13,-21.702,-14.681,110.547,0.3997,False
-0.08,1.8,3.7759,3424.38,-24.164,-16.516,141.713,0.3997,False
-0.08,2.0,3.7759,4810.98,-26.68,-18.352,180.322,0.3997,False
-0.085,0.8,3.7759,457.32,-11.306,-7.341,40.448,0.3997,False
-0.085,1.0,3.7759,726.94,-13.989,-9.176,51.965,0.3997,False
-0.085,1.2,3.7759,1110.91,-16.615,-11.011,66.86,0.3997,False
-0.085,1.4,3.7759,1650.54,-19.186,-12.846,86.027,0.3997,False
-0.085,1.5,3.7759,1994.85,-20.451,-13.764,97.542,0.3997,False
-0.085,1.6,3.7759,2399.13,-21.702,-14.681,110.547,0.3997,False
-0.085,1.8,3.7759,3424.38,-24.164,-16.516,141.713,0.3997,False
-0.085,2.0,3.7759,4810.98,-26.68,-18.352,180.322,0.3997,False
-0.1,0.8,3.7759,457.32,-11.306,-7.341,40.448,0.3997,False
-0.1,1.0,3.7759,726.94,-13.989,-9.176,51.965,0.3997,False
-0.1,1.2,3.7759,1110.91,-16.615,-11.011,66.86,0.3997,False
-0.1,1.4,3.7759,1650.54,-19.186,-12.846,86.027,0.3997,False
-0.1,1.5,3.7759,1994.85,-20.451,-13.764,97.542,0.3997,False
-0.1,1.6,3.7759,2399.13,-21.702,-14.681,110.547,0.3997,False
-0.1,1.8,3.7759,3424.38,-24.164,-16.516,141.713,0.3997,False
-0.1,2.0,3.7759,4810.98,-26.68,-18.352,180.322,0.3997,False
