EARLY_FILL_Y,EARLY_KILL_Y,Sharpe,CAGR%,MaxDD%,Worst1D%,Calmar,WF_CV,baseline
0.07,0.0,3.1932,2348.0,-33.83,-17.203,69.405,0.6049,False
0.07,0.0005,3.1932,2348.0,-33.83,-17.203,69.405,0.6049,False
0.07,0.0008,3.1932,2348.0,-33.83,-17.203,69.405,0.6049,False
0.07,0.001,3.1932,2348.0,-33.83,-17.203,69.405,0.6049,False
0.07,0.0015,3.1932,2348.0,-33.83,-17.203,69.405,0.6049,False
0.07,0.002,3.1932,2348.0,-33.83,-17.203,69.405,0.6049,False
0.07,0.0025,3.1932,2348.0,-33.83,-17.203,69.405,0.6049,False
0.07,0.003,3.1932,2348.0,-33.83,-17.203,69.405,0.6049,False
0.08,0.0,3.4827,3912.82,-33.442,-18.596,117.002,0.4781,False
0.08,0.0005,3.4827,3912.82,-33.442,-18.596,117.002,0.4781,False
0.08,0.0008,3.4827,3912.82,-33.442,-18.596,117.002,0.4781,False
0.08,0.001,3.4827,3912.82,-33.442,-18.596,117.002,0.4781,False
0.08,0.0015,3.4827,3912.82,-33.442,-18.596,117.002,0.4781,False
0.08,0.002,3.4827,3912.82,-33.442,-18.596,117.002,0.4781,False
0.08,0.0025,3.4827,3912.82,-33.442,-18.596,117.002,0.4781,False
0.08,0.003,3.4827,3912.82,-33.442,-18.596,117.002,0.4781,False
0.09,0.0,3.741,6484.63,-29.76,-17.606,217.894,0.4334,False
0.09,0.0005,3.741,6484.63,-29.76,-17.606,217.894,0.4334,False
0.09,0.0008,3.741,6484.63,-29.76,-17.606,217.894,0.4334,False
0.09,0.001,3.741,6484.63,-29.76,-17.606,217.894,0.4334,False
0.09,0.0015,3.741,6484.63,-29.76,-17.606,217.894,0.4334,False
0.09,0.002,3.741,6484.63,-29.76,-17.606,217.894,0.4334,False
0.09,0.0025,3.741,6484.63,-29.76,-17.606,217.894,0.4334,False
0.09,0.003,3.741,6484.63,-29.76,-17.606,217.894,0.4334,True
0.1,0.0,3.1004,5299.33,-44.226,-29.216,119.825,0.4871,False
0.1,0.0005,3.1004,5299.33,-44.226,-29.216,119.825,0.4871,False
0.1,0.0008,3.1004,5299.33,-44.226,-29.216,119.825,0.4871,False
0.1,0.001,3.1004,5299.33,-44.226,-29.216,119.825,0.4871,False
0.1,0.0015,3.1004,5299.33,-44.226,-29.216,119.825,0.4871,False
0.1,0.002,3.1004,5299.33,-44.226,-29.216,119.825,0.4871,False
0.1,0.0025,3.1004,5299.33,-44.226,-29.216,119.825,0.4871,False
0.1,0.003,3.1004,5299.33,-44.226,-29.216,119.825,0.4871,False
0.15,0.0,2.9879,6840.85,-59.166,-29.216,115.622,1.1677,False
0.15,0.0005,2.9879,6840.85,-59.166,-29.216,115.622,1.1677,False
0.15,0.0008,2.9879,6840.85,-59.166,-29.216,115.622,1.1677,False
0.15,0.001,2.9879,6840.85,-59.166,-29.216,115.622,1.1677,False
0.15,0.0015,2.9879,6840.85,-59.166,-29.216,115.622,1.1677,False
0.15,0.002,2.9879,6840.85,-59.166,-29.216,115.622,1.1677,False
0.15,0.0025,2.9879,6840.85,-59.166,-29.216,115.622,1.1677,False
0.15,0.003,2.9879,6840.85,-59.166,-29.216,115.622,1.1677,False
0.2,0.0,3.1284,12941.09,-58.279,-29.216,222.056,1.0875,False
0.2,0.0005,3.1284,12941.09,-58.279,-29.216,222.056,1.0875,False
0.2,0.0008,3.1284,12941.09,-58.279,-29.216,222.056,1.0875,False
0.2,0.001,3.1284,12941.09,-58.279,-29.216,222.056,1.0875,False
0.2,0.0015,3.1284,12941.09,-58.279,-29.216,222.056,1.0875,False
0.2,0.002,3.1284,12941.09,-58.279,-29.216,222.056,1.0875,False
0.2,0.0025,3.1284,12941.09,-58.279,-29.216,222.056,1.0875,False
0.2,0.003,3.1284,12941.09,-58.279,-29.216,222.056,1.0875,False
0.25,0.0,2.9982,12708.13,-58.526,-29.216,217.138,1.0462,False
0.25,0.0005,2.9982,12708.13,-58.526,-29.216,217.138,1.0462,False
0.25,0.0008,2.9982,12708.13,-58.526,-29.216,217.138,1.0462,False
0.25,0.001,2.9982,12708.13,-58.526,-29.216,217.138,1.0462,False
0.25,0.0015,2.9982,12708.13,-58.526,-29.216,217.138,1.0462,False
0.25,0.002,2.9982,12708.13,-58.526,-29.216,217.138,1.0462,False
0.25,0.0025,2.9982,12708.13,-58.526,-29.216,217.138,1.0462,False
0.25,0.003,2.9982,12708.13,-58.526,-29.216,217.138,1.0462,False
0.3,0.0,2.8928,13981.38,-59.035,-29.216,236.832,1.0396,False
0.3,0.0005,2.8928,13981.38,-59.035,-29.216,236.832,1.0396,False
0.3,0.0008,2.8928,13981.38,-59.035,-29.216,236.832,1.0396,False
0.3,0.001,2.8928,13981.38,-59.035,-29.216,236.832,1.0396,False
0.3,0.0015,2.8928,13981.38,-59.035,-29.216,236.832,1.0396,False
0.3,0.002,2.8928,13981.38,-59.035,-29.216,236.832,1.0396,False
0.3,0.0025,2.8928,13981.38,-59.035,-29.216,236.832,1.0396,False
0.3,0.003,2.8928,13981.38,-59.035,-29.216,236.832,1.0396,False
0.4,0.0,2.7881,11337.2,-59.267,-29.216,191.289,1.0002,False
0.4,0.0005,2.7881,11337.2,-59.267,-29.216,191.289,1.0002,False
0.4,0.0008,2.7881,11337.2,-59.267,-29.216,191.289,1.0002,False
0.4,0.001,2.7881,11337.2,-59.267,-29.216,191.289,1.0002,False
0.4,0.0015,2.7881,11337.2,-59.267,-29.216,191.289,1.0002,False
0.4,0.002,2.7881,11337.2,-59.267,-29.216,191.289,1.0002,False
0.4,0.0025,2.7881,11337.2,-59.267,-29.216,191.289,1.0002,False
0.4,0.003,2.7881,11337.2,-59.267,-29.216,191.289,1.0002,False
0.5,0.0,2.9703,6837.33,-59.059,-29.216,115.771,1.1318,False
0.5,0.0005,2.9703,6837.33,-59.059,-29.216,115.771,1.1318,False
0.5,0.0008,2.9703,6837.33,-59.059,-29.216,115.771,1.1318,False
0.5,0.001,2.9703,6837.33,-59.059,-29.216,115.771,1.1318,False
0.5,0.0015,2.9703,6837.33,-59.059,-29.216,115.771,1.1318,False
0.5,0.002,2.9703,6837.33,-59.059,-29.216,115.771,1.1318,False
0.5,0.0025,2.9703,6837.33,-59.059,-29.216,115.771,1.1318,False
0.5,0.003,2.9703,6837.33,-59.059,-29.216,115.771,1.1318,False
