L_BASE,L_HIGH,Sharpe,CAGR%,MaxDD%,Worst1D%,Calmar,WF_CV,baseline
0.0,0.6,3.8465,253.08,-9.448,-3.984,26.787,0.548,False
0.0,0.8,3.8535,423.38,-12.452,-5.312,34.001,0.5462,False
0.0,1.0,3.8635,669.61,-15.384,-6.64,43.525,0.5454,False
0.0,1.2,3.8635,1016.36,-18.247,-7.968,55.7,0.5454,False
0.0,1.4,3.8635,1501.15,-21.04,-9.296,71.346,0.5454,False
0.0,1.5,3.8635,1809.61,-22.412,-9.96,80.744,0.5454,False
0.0,1.6,3.8635,2171.29,-23.766,-10.624,91.362,0.5454,False
0.0,1.8,3.8635,3087.43,-26.424,-11.952,116.841,0.5454,False
0.0,2.0,3.8635,4326.32,-29.017,-13.28,149.098,0.5454,False
0.1,0.6,3.8465,253.08,-9.448,-3.984,26.787,0.548,False
0.1,0.8,3.8535,423.38,-12.452,-5.312,34.001,0.5462,False
0.1,1.0,3.8635,669.61,-15.384,-6.64,43.525,0.5454,False
0.1,1.2,3.8635,1016.36,-18.247,-7.968,55.7,0.5454,False
0.1,1.4,3.8635,1501.15,-21.04,-9.296,71.346,0.5454,False
0.1,1.5,3.8635,1809.61,-22.412,-9.96,80.744,0.5454,False
0.1,1.6,3.8635,2171.29,-23.766,-10.624,91.362,0.5454,False
0.1,1.8,3.8635,3087.43,-26.424,-11.952,116.841,0.5454,False
0.1,2.0,3.8635,4326.32,-29.017,-13.28,149.098,0.5454,False
0.2,0.6,3.8465,253.08,-9.448,-3.984,26.787,0.548,False
0.2,0.8,3.8535,423.38,-12.452,-5.312,34.001,0.5462,False
0.2,1.0,3.8635,669.61,-15.384,-6.64,43.525,0.5454,False
0.2,1.2,3.8635,1016.36,-18.247,-7.968,55.7,0.5454,False
0.2,1.4,3.8635,1501.15,-21.04,-9.296,71.346,0.5454,False
0.2,1.5,3.8635,1809.61,-22.412,-9.96,80.744,0.5454,False
0.2,1.6,3.8635,2171.29,-23.766,-10.624,91.362,0.5454,False
0.2,1.8,3.8635,3087.43,-26.424,-11.952,116.841,0.5454,False
0.2,2.0,3.8635,4326.32,-29.017,-13.28,149.098,0.5454,False
0.3,0.6,3.8465,253.08,-9.448,-3.984,26.787,0.548,False
0.3,0.8,3.8535,423.38,-12.452,-5.312,34.001,0.5462,False
0.3,1.0,3.8635,669.61,-15.384,-6.64,43.525,0.5454,False
0.3,1.2,3.8635,1016.36,-18.247,-7.968,55.7,0.5454,False
0.3,1.4,3.8635,1501.15,-21.04,-9.296,71.346,0.5454,False
0.3,1.5,3.8635,1809.61,-22.412,-9.96,80.744,0.5454,False
0.3,1.6,3.8635,2171.29,-23.766,-10.624,91.362,0.5454,False
0.3,1.8,3.8635,3087.43,-26.424,-11.952,116.841,0.5454,False
0.3,2.0,3.8635,4326.32,-29.017,-13.28,149.098,0.5454,False
0.4,0.6,3.8465,253.08,-9.448,-3.984,26.787,0.548,False
0.4,0.8,3.8535,423.38,-12.452,-5.312,34.001,0.5462,False
