PORT_SL,PORT_TSL,Sharpe,CAGR%,MaxDD%,Worst1D%,Calmar,WF_CV,baseline
-0.04,0.04,2.1057,1114.28,-72.826,-27.57,15.301,2.5888,False
-0.04,0.045,2.2324,1620.68,-72.508,-27.57,22.352,2.6938,False
-0.04,0.05,2.9572,7521.48,-58.266,-27.615,129.089,0.9305,False
-0.04,0.055,3.0739,8810.84,-61.819,-27.615,142.527,0.7438,False
-0.04,0.06,2.9023,5962.0,-67.122,-27.615,88.823,0.7233,False
-0.04,0.065,2.943,6608.77,-67.415,-27.615,98.031,0.7128,False
-0.04,0.075,2.91,6193.08,-70.331,-27.615,88.056,0.7368,False
-0.04,0.08,2.8819,5855.72,-70.562,-27.615,82.987,0.7425,False
-0.04,0.085,2.8288,5296.62,-72.697,-27.615,72.859,0.7658,False
-0.04,0.09,2.8288,5296.62,-72.697,-27.615,72.859,0.7658,False
-0.04,0.095,2.9362,6699.1,-66.173,-27.615,101.236,0.6844,False
-0.04,0.1,2.9362,6699.1,-66.173,-27.615,101.236,0.6844,False
-0.04,0.105,2.9362,6699.1,-66.173,-27.615,101.236,0.6844,False
-0.04,0.11,2.9362,6699.1,-66.173,-27.615,101.236,0.6844,False
-0.04,0.115,2.9362,6699.1,-66.173,-27.615,101.236,0.6844,False
-0.04,0.12,2.9362,6699.1,-66.173,-27.615,101.236,0.6844,False
-0.04,0.125,2.9362,6699.1,-66.173,-27.615,101.236,0.6844,False
-0.04,0.13,2.9362,6699.1,-66.173,-27.615,101.236,0.6844,False
-0.05,0.04,2.1057,1114.28,-72.826,-27.57,15.301,2.5888,False
-0.05,0.045,2.4206,2437.72,-66.954,-29.235,36.409,2.4089,False
-0.05,0.05,3.2682,11629.64,-54.502,-27.615,213.381,0.834,False
-0.05,0.055,3.6442,19421.11,-38.604,-16.635,503.09,0.6124,False
-0.05,0.06,3.5292,15036.45,-38.896,-23.475,386.584,0.5582,False
-0.05,0.065,3.6333,15367.62,-44.482,-31.65,345.481,0.5383,False
-0.05,0.075,3.7155,16243.35,-43.106,-30.753,376.826,0.5273,False
-0.05,0.08,3.6941,15749.51,-43.047,-30.684,365.867,0.5285,False
-0.05,0.085,3.683,15911.48,-42.647,-30.209,373.094,0.5378,False
-0.05,0.09,3.683,15911.48,-42.647,-30.209,373.094,0.5378,False
-0.05,0.095,3.7256,17364.25,-43.91,-31.65,395.448,0.5079,False
-0.05,0.1,3.7051,16894.42,-43.91,-31.65,384.748,0.508,False
-0.05,0.105,3.7051,16894.42,-43.91,-31.65,384.748,0.508,False
-0.05,0.11,3.7051,16894.42,-43.91,-31.65,384.748,0.508,False
-0.05,0.115,3.7051,16894.42,-43.91,-31.65,384.748,0.508,False
-0.05,0.12,3.7051,16894.42,-43.91,-31.65,384.748,0.508,False
-0.05,0.125,3.7051,16894.42,-43.91,-31.65,384.748,0.508,False
-0.05,0.13,3.7051,16894.42,-43.91,-31.65,384.748,0.508,False
-0.055,0.04,2.1057,1114.28,-72.826,-27.57,15.301,2.5888,False
-0.055,0.045,2.4206,2437.72,-66.954,-29.235,36.409,2.4089,False
-0.055,0.05,3.2682,11629.64,-54.502,-27.615,213.381,0.834,False
-0.055,0.055,3.6235,19297.41,-39.339,-17.843,490.544,0.6167,False
-0.055,0.06,3.4935,14997.56,-40.686,-22.434,368.619,0.5709,False
-0.055,0.065,3.5802,14927.3,-46.713,-34.335,319.553,0.5478,False
-0.055,0.075,3.6378,15170.72,-41.384,-28.829,366.588,0.5526,False
-0.055,0.08,3.6166,14699.01,-41.329,-28.764,355.661,0.5541,False
-0.055,0.085,3.6031,14842.24,-42.951,-28.259,345.565,0.5622,False
-0.055,0.09,3.6031,14842.24,-42.951,-28.259,345.565,0.5622,False
-0.055,0.095,3.6514,16154.39,-42.501,-30.144,380.093,0.5317,False
-0.055,0.1,3.6318,15848.68,-42.501,-30.144,372.9,0.5317,False
-0.055,0.105,3.6318,15848.68,-42.501,-30.144,372.9,0.5317,False
-0.055,0.11,3.6318,15848.68,-42.501,-30.144,372.9,0.5317,False
-0.055,0.115,3.6318,15848.68,-42.501,-30.144,372.9,0.5317,False
-0.055,0.12,3.6318,15848.68,-42.501,-30.144,372.9,0.5317,False
-0.055,0.125,3.6318,15848.68,-42.501,-30.144,372.9,0.5317,False
-0.055,0.13,3.6318,15848.68,-42.501,-30.144,372.9,0.5317,False
-0.06,0.04,2.1057,1114.28,-72.826,-27.57,15.301,2.5888,False
-0.06,0.045,2.4206,2437.72,-66.954,-29.235,36.409,2.4089,False
-0.06,0.05,3.2682,11629.64,-54.502,-27.615,213.381,0.834,False
-0.06,0.055,3.6235,19297.41,-39.339,-17.843,490.544,0.6167,False
-0.06,0.06,3.4836,14550.37,-41.574,-24.855,349.985,0.5625,False
-0.06,0.065,3.5897,14951.57,-46.682,-34.335,320.285,0.5503,False
-0.06,0.075,3.8635,19567.23,-41.023,-19.92,476.986,0.5454,True
-0.06,0.08,3.8315,18805.47,-41.284,-19.92,455.513,0.547,False
-0.06,0.085,3.8047,18820.6,-43.733,-19.92,430.35,0.5523,False
-0.06,0.09,3.8047,18820.6,-43.733,-19.92,430.35,0.5523,False
-0.06,0.095,3.8767,20777.88,-37.006,-19.92,561.468,0.5257,False
-0.06,0.1,3.8557,20440.18,-37.006,-19.92,552.343,0.5256,False
-0.06,0.105,3.8557,20440.18,-37.006,-19.92,552.343,0.5256,False
-0.06,0.11,3.852,20408.46,-37.006,-19.92,551.486,0.5256,False
-0.06,0.115,3.848,20376.88,-37.006,-19.92,550.632,0.5256,False
-0.06,0.12,3.848,20376.88,-37.006,-19.92,550.632,0.5256,False
-0.06,0.125,3.848,20376.88,-37.006,-19.92,550.632,0.5256,False
-0.06,0.13,3.848,20376.88,-37.006,-19.92,550.632,0.5256,False
-0.065,0.04,2.1057,1114.28,-72.826,-27.57,15.301,2.5888,False
-0.065,0.045,2.4206,2437.72,-66.954,-29.235,36.409,2.4089,False
-0.065,0.05,3.2682,11629.64,-54.502,-27.615,213.381,0.834,False
-0.065,0.055,3.6235,19297.41,-39.339,-17.843,490.544,0.6167,False
-0.065,0.06,3.4836,14550.37,-41.574,-24.855,349.985,0.5625,False
-0.065,0.065,3.5901,14954.02,-46.681,-34.335,320.343,0.55,False
-0.065,0.075,3.8499,19319.5,-40.947,-21.037,471.812,0.5547,False
-0.065,0.08,3.8182,18566.79,-41.209,-21.037,450.551,0.5563,False
-0.065,0.085,3.7755,18281.32,-43.659,-21.037,418.725,0.5618,False
-0.065,0.09,3.7699,18170.58,-43.659,-21.037,416.189,0.5619,False
-0.065,0.095,3.8405,20064.58,-36.942,-21.037,543.132,0.535,False
-0.065,0.1,3.8202,19830.85,-36.942,-21.037,536.805,0.5349,False
-0.065,0.105,3.8202,19830.85,-36.942,-21.037,536.805,0.5349,False
-0.065,0.11,3.8166,19803.66,-36.942,-21.037,536.069,0.5349,False
-0.065,0.115,3.807,19741.54,-36.942,-21.037,534.387,0.5348,False
-0.065,0.12,3.8051,19730.53,-36.942,-21.037,534.089,0.5348,False
-0.065,0.125,3.8051,19730.53,-36.942,-21.037,534.089,0.5348,False
-0.065,0.13,3.8051,19730.53,-36.942,-21.037,534.089,0.5348,False
-0.07,0.04,2.1057,1114.28,-72.826,-27.57,15.301,2.5888,False
-0.07,0.045,2.4206,2437.72,-66.954,-29.235,36.409,2.4089,False
-0.07,0.05,3.2682,11629.64,-54.502,-27.615,213.381,0.834,False
-0.07,0.055,3.6235,19297.41,-39.339,-17.843,490.544,0.6167,False
-0.07,0.06,3.4836,14550.37,-41.574,-24.855,349.985,0.5625,False
-0.07,0.065,3.5901,14954.02,-46.681,-34.335,320.343,0.55,False
-0.07,0.075,3.8455,19266.84,-40.947,-21.037,470.527,0.5557,False
-0.07,0.08,3.8069,18436.98,-41.209,-22.043,447.401,0.5588,False
-0.07,0.085,3.7623,18109.94,-43.659,-22.043,414.8,0.5664,False
-0.07,0.09,3.7674,18274.27,-43.659,-22.043,418.563,0.5662,False
-0.07,0.095,3.8382,20208.79,-36.942,-22.043,547.035,0.5374,False
-0.07,0.1,3.8204,19969.89,-36.942,-22.043,540.569,0.5373,False
-0.07,0.105,3.8204,19969.89,-36.942,-22.043,540.569,0.5373,False
-0.07,0.11,3.8172,19937.51,-36.942,-22.043,539.692,0.5373,False
-0.07,0.115,3.8076,19856.3,-36.942,-22.043,537.494,0.5373,False
-0.07,0.12,3.8057,19841.55,-36.942,-22.043,537.094,0.5373,False
-0.07,0.125,3.8057,19841.55,-36.942,-22.043,537.094,0.5373,False
-0.07,0.13,3.8057,19841.55,-36.942,-22.043,537.094,0.5373,False
-0.075,0.04,2.1057,1114.28,-72.826,-27.57,15.301,2.5888,False
-0.075,0.045,2.4206,2437.72,-66.954,-29.235,36.409,2.4089,False
-0.075,0.05,3.2682,11629.64,-54.502,-27.615,213.381,0.834,False
-0.075,0.055,3.6235,19297.41,-39.339,-17.843,490.544,0.6167,False
-0.075,0.06,3.4836,14550.37,-41.574,-24.855,349.985,0.5625,False
-0.075,0.065,3.5901,14954.02,-46.681,-34.335,320.343,0.55,False
-0.075,0.075,3.8455,19266.84,-40.947,-21.037,470.527,0.5557,False
-0.075,0.08,3.8069,18436.98,-41.209,-22.043,447.401,0.5588,False
-0.075,0.085,3.8324,19645.18,-43.659,-23.445,449.964,0.5042,False
-0.075,0.09,3.8377,19823.36,-43.659,-23.445,454.045,0.5041,False
-0.075,0.095,3.9047,21734.5,-36.942,-23.445,588.335,0.4758,False
-0.075,0.1,3.886,21474.75,-36.942,-23.445,581.304,0.4758,False
-0.075,0.105,3.886,21474.75,-36.942,-23.445,581.304,0.4758,False
-0.075,0.11,3.8826,21439.52,-36.942,-23.445,580.35,0.4758,False
-0.075,0.115,3.8729,21353.19,-36.942,-23.445,578.013,0.4758,False
-0.075,0.12,3.8709,21337.2,-36.942,-23.445,577.58,0.4758,False
-0.075,0.125,3.8709,21337.2,-36.942,-23.445,577.58,0.4758,False
