trial,L_HIGH,PORT_SL,PORT_TSL,EARLY_KILL_X,EARLY_KILL_Y,EARLY_FILL_Y,EARLY_FILL_X,Sharpe,CAGR%,MaxDD%,Calmar,WF_CV
0,3.164374,-0.058900,0.083068,37,0.002026,0.124245,931,3.180900,21092.430000,-64.423000,327.405000,0.644000
1,3.171639,-0.053306,0.073884,34,0.004024,0.100358,969,2.645100,5392.850000,-67.152000,80.308000,0.554400
2,2.966049,-0.055090,0.076228,31,0.003786,0.099480,929,2.723300,5189.550000,-66.137000,78.466000,0.569100
3,2.912716,-0.068473,0.083845,38,0.002267,0.087604,489,3.649200,17070.360000,-41.267000,413.656000,0.617900
4,2.792574,-0.063295,0.080507,40,0.002582,0.080673,751,2.854700,3270.290000,-49.343000,66.277000,0.717200
5,2.813683,-0.053339,0.074453,32,0.003408,0.085475,975,2.978100,5317.600000,-49.022000,108.473000,0.451400
6,3.120159,-0.056623,0.082476,38,0.002730,0.074760,882,3.449100,8059.760000,-44.964000,179.248000,0.672800
7,2.783851,-0.054598,0.063916,38,0.003396,0.104772,943,3.333700,12969.100000,-43.624000,297.290000,0.462300
8,2.975349,-0.061237,0.066895,31,0.003404,0.087919,810,2.907400,5929.670000,-52.668000,112.585000,0.491700
9,3.158999,-0.062425,0.076206,36,0.002529,0.056219,731,4.007400,9986.070000,-33.346000,299.472000,0.550200
10,2.828751,-0.058354,0.082952,32,0.001940,0.074260,643,2.747700,2966.100000,-53.719000,55.215000,0.530900
11,3.097150,-0.061027,0.081388,37,0.002775,0.112609,565,3.186900,14991.000000,-63.126000,237.479000,0.673800
12,2.713627,-0.052621,0.080003,35,0.002187,0.090075,556,3.653700,11794.610000,-37.298000,316.227000,0.567900
13,3.117792,-0.059031,0.072323,33,0.003313,0.080051,516,2.832800,5346.130000,-53.659000,99.631000,0.490800
14,2.770804,-0.068314,0.084193,37,0.002438,0.123781,942,3.081400,11276.770000,-63.136000,178.610000,0.685400
15,3.130134,-0.059089,0.069875,31,0.003966,0.086816,587,2.795800,5067.310000,-49.758000,101.839000,0.571200
16,2.883574,-0.061426,0.067727,39,0.003620,0.105801,728,3.434900,17481.830000,-41.879000,417.441000,0.462500
17,3.076385,-0.061514,0.078372,31,0.002798,0.056996,766,2.903800,2909.530000,-50.923000,57.135000,0.589600
18,2.897917,-0.053601,0.066077,36,0.002209,0.120609,820,3.018900,9662.270000,-53.950000,179.097000,0.588300
