EARLY_KILL_Y,PORT_SL,Sharpe,CAGR%,MaxDD%,Worst1D%,Calmar,WF_CV,baseline
0.0,-0.04,2.91,6193.08,-70.331,-27.615,88.056,0.7368,False
0.0,-0.05,3.7155,16243.35,-43.106,-30.753,376.826,0.5273,False
0.0,-0.055,3.6378,15170.72,-41.384,-28.829,366.588,0.5526,False
0.0,-0.06,3.8635,19567.23,-41.023,-19.92,476.986,0.5454,False
0.0,-0.065,3.8499,19319.5,-40.947,-21.037,471.812,0.5547,False
0.0,-0.07,3.8455,19266.84,-40.947,-21.037,470.527,0.5557,False
0.0,-0.075,3.8455,19266.84,-40.947,-21.037,470.527,0.5557,False
0.0,-0.08,3.8455,19266.84,-40.947,-21.037,470.527,0.5557,False
0.0,-0.085,3.8455,19266.84,-40.947,-21.037,470.527,0.5557,False
0.0,-0.1,3.8455,19266.84,-40.947,-21.037,470.527,0.5557,False
0.0005,-0.04,2.91,6193.08,-70.331,-27.615,88.056,0.7368,False
0.0005,-0.05,3.7155,16243.35,-43.106,-30.753,376.826,0.5273,False
0.0005,-0.055,3.6378,15170.72,-41.384,-28.829,366.588,0.5526,False
0.0005,-0.06,3.8635,19567.23,-41.023,-19.92,476.986,0.5454,False
0.0005,-0.065,3.8499,19319.5,-40.947,-21.037,471.812,0.5547,False
0.0005,-0.07,3.8455,19266.84,-40.947,-21.037,470.527,0.5557,False
0.0005,-0.075,3.8455,19266.84,-40.947,-21.037,470.527,0.5557,False
0.0005,-0.08,3.8455,19266.84,-40.947,-21.037,470.527,0.5557,False
0.0005,-0.085,3.8455,19266.84,-40.947,-21.037,470.527,0.5557,False
0.0005,-0.1,3.8455,19266.84,-40.947,-21.037,470.527,0.5557,False
0.0008,-0.04,2.91,6193.08,-70.331,-27.615,88.056,0.7368,False
0.0008,-0.05,3.7155,16243.35,-43.106,-30.753,376.826,0.5273,False
0.0008,-0.055,3.6378,15170.72,-41.384,-28.829,366.588,0.5526,False
0.0008,-0.06,3.8635,19567.23,-41.023,-19.92,476.986,0.5454,False
0.0008,-0.065,3.8499,19319.5,-40.947,-21.037,471.812,0.5547,False
0.0008,-0.07,3.8455,19266.84,-40.947,-21.037,470.527,0.5557,False
0.0008,-0.075,3.8455,19266.84,-40.947,-21.037,470.527,0.5557,False
0.0008,-0.08,3.8455,19266.84,-40.947,-21.037,470.527,0.5557,False
0.0008,-0.085,3.8455,19266.84,-40.947,-21.037,470.527,0.5557,False
0.0008,-0.1,3.8455,19266.84,-40.947,-21.037,470.527,0.5557,False
0.001,-0.04,2.91,6193.08,-70.331,-27.615,88.056,0.7368,False
0.001,-0.05,3.7155,16243.35,-43.106,-30.753,376.826,0.5273,False
0.001,-0.055,3.6378,15170.72,-41.384,-28.829,366.588,0.5526,False
0.001,-0.06,3.8635,19567.23,-41.023,-19.92,476.986,0.5454,False
0.001,-0.065,3.8499,19319.5,-40.947,-21.037,471.812,0.5547,False
0.001,-0.07,3.8455,19266.84,-40.947,-21.037,470.527,0.5557,False
0.001,-0.075,3.8455,19266.84,-40.947,-21.037,470.527,0.5557,False
0.001,-0.08,3.8455,19266.84,-40.947,-21.037,470.527,0.5557,False
0.001,-0.085,3.8455,19266.84,-40.947,-21.037,470.527,0.5557,False
0.001,-0.1,3.8455,19266.84,-40.947,-21.037,470.527,0.5557,False
0.0015,-0.04,2.91,6193.08,-70.331,-27.615,88.056,0.7368,False
0.0015,-0.05,3.7155,16243.35,-43.106,-30.753,376.826,0.5273,False
0.0015,-0.055,3.6378,15170.72,-41.384,-28.829,366.588,0.5526,False
0.0015,-0.06,3.8635,19567.23,-41.023,-19.92,476.986,0.5454,False
0.0015,-0.065,3.8499,19319.5,-40.947,-21.037,471.812,0.5547,False
0.0015,-0.07,3.8455,19266.84,-40.947,-21.037,470.527,0.5557,False
0.0015,-0.075,3.8455,19266.84,-40.947,-21.037,470.527,0.5557,False
0.0015,-0.08,3.8455,19266.84,-40.947,-21.037,470.527,0.5557,False
0.0015,-0.085,3.8455,19266.84,-40.947,-21.037,470.527,0.5557,False
0.0015,-0.1,3.8455,19266.84,-40.947,-21.037,470.527,0.5557,False
0.002,-0.04,2.91,6193.08,-70.331,-27.615,88.056,0.7368,False
0.002,-0.05,3.7155,16243.35,-43.106,-30.753,376.826,0.5273,False
0.002,-0.055,3.6378,15170.72,-41.384,-28.829,366.588,0.5526,False
0.002,-0.06,3.8635,19567.23,-41.023,-19.92,476.986,0.5454,False
0.002,-0.065,3.8499,19319.5,-40.947,-21.037,471.812,0.5547,False
0.002,-0.07,3.8455,19266.84,-40.947,-21.037,470.527,0.5557,False
0.002,-0.075,3.8455,19266.84,-40.947,-21.037,470.527,0.5557,False
0.002,-0.08,3.8455,19266.84,-40.947,-21.037,470.527,0.5557,False
0.002,-0.085,3.8455,19266.84,-40.947,-21.037,470.527,0.5557,False
0.002,-0.1,3.8455,19266.84,-40.947,-21.037,470.527,0.5557,False
0.0025,-0.04,2.91,6193.08,-70.331,-27.615,88.056,0.7368,False
0.0025,-0.05,3.7155,16243.35,-43.106,-30.753,376.826,0.5273,False
0.0025,-0.055,3.6378,15170.72,-41.384,-28.829,366.588,0.5526,False
0.0025,-0.06,3.8635,19567.23,-41.023,-19.92,476.986,0.5454,False
0.0025,-0.065,3.8499,19319.5,-40.947,-21.037,471.812,0.5547,False
0.0025,-0.07,3.8455,19266.84,-40.947,-21.037,470.527,0.5557,False
0.0025,-0.075,3.8455,19266.84,-40.947,-21.037,470.527,0.5557,False
0.0025,-0.08,3.8455,19266.84,-40.947,-21.037,470.527,0.5557,False
0.0025,-0.085,3.8455,19266.84,-40.947,-21.037,470.527,0.5557,False
0.0025,-0.1,3.8455,19266.84,-40.947,-21.037,470.527,0.5557,False
0.003,-0.04,2.91,6193.08,-70.331,-27.615,88.056,0.7368,False
0.003,-0.05,3.7155,16243.35,-43.106,-30.753,376.826,0.5273,False
0.003,-0.055,3.6378,15170.72,-41.384,-28.829,366.588,0.5526,False
0.003,-0.06,3.8635,19567.23,-41.023,-19.92,476.986,0.5454,True
0.003,-0.065,3.8499,19319.5,-40.947,-21.037,471.812,0.5547,False
0.003,-0.07,3.8455,19266.84,-40.947,-21.037,470.527,0.5557,False
0.003,-0.075,3.8455,19266.84,-40.947,-21.037,470.527,0.5557,False
0.003,-0.08,3.8455,19266.84,-40.947,-21.037,470.527,0.5557,False
0.003,-0.085,3.8455,19266.84,-40.947,-21.037,470.527,0.5557,False
0.003,-0.1,3.8455,19266.84,-40.947,-21.037,470.527,0.5557,False
