EARLY_KILL_X,EARLY_KILL_Y,Sharpe,CAGR%,MaxDD%,Worst1D%,Calmar,WF_CV,baseline
15,0.0,2.3591,1891.31,-75.477,-37.365,25.058,0.8122,False
15,0.0005,2.3591,1891.31,-75.477,-37.365,25.058,0.8122,False
15,0.0008,2.3591,1891.31,-75.477,-37.365,25.058,0.8122,False
15,0.001,2.3591,1891.31,-75.477,-37.365,25.058,0.8122,False
15,0.0015,2.3591,1891.31,-75.477,-37.365,25.058,0.8122,False
15,0.002,2.3591,1891.31,-75.477,-37.365,25.058,0.8122,False
15,0.0025,2.3591,1891.31,-75.477,-37.365,25.058,0.8122,False
15,0.003,2.3591,1891.31,-75.477,-37.365,25.058,0.8122,False
20,0.0,2.1145,1137.41,-80.282,-37.485,14.168,0.8117,False
20,0.0005,2.1145,1137.41,-80.282,-37.485,14.168,0.8117,False
20,0.0008,2.1145,1137.41,-80.282,-37.485,14.168,0.8117,False
20,0.001,2.1145,1137.41,-80.282,-37.485,14.168,0.8117,False
20,0.0015,2.1145,1137.41,-80.282,-37.485,14.168,0.8117,False
20,0.002,2.1145,1137.41,-80.282,-37.485,14.168,0.8117,False
20,0.0025,2.1145,1137.41,-80.282,-37.485,14.168,0.8117,False
20,0.003,2.1145,1137.41,-80.282,-37.485,14.168,0.8117,False
25,0.0,2.7365,3949.74,-58.325,-37.065,67.72,0.2958,False
25,0.0005,2.7365,3949.74,-58.325,-37.065,67.72,0.2958,False
25,0.0008,2.7365,3949.74,-58.325,-37.065,67.72,0.2958,False
25,0.001,2.7365,3949.74,-58.325,-37.065,67.72,0.2958,False
25,0.0015,2.7365,3949.74,-58.325,-37.065,67.72,0.2958,False
25,0.002,2.7365,3949.74,-58.325,-37.065,67.72,0.2958,False
25,0.0025,2.7365,3949.74,-58.325,-37.065,67.72,0.2958,False
25,0.003,2.7365,3949.74,-58.325,-37.065,67.72,0.2958,False
30,0.0,2.9989,6778.75,-56.699,-37.2,119.558,0.4696,False
30,0.0005,2.9989,6778.75,-56.699,-37.2,119.558,0.4696,False
30,0.0008,2.9989,6778.75,-56.699,-37.2,119.558,0.4696,False
30,0.001,2.9989,6778.75,-56.699,-37.2,119.558,0.4696,False
30,0.0015,2.9989,6778.75,-56.699,-37.2,119.558,0.4696,False
30,0.002,2.9989,6778.75,-56.699,-37.2,119.558,0.4696,False
30,0.0025,2.9989,6778.75,-56.699,-37.2,119.558,0.4696,False
30,0.003,2.9989,6778.75,-56.699,-37.2,119.558,0.4696,False
35,0.0,3.8635,19567.23,-41.023,-19.92,476.986,0.5454,False
35,0.0005,3.8635,19567.23,-41.023,-19.92,476.986,0.5454,False
35,0.0008,3.8635,19567.23,-41.023,-19.92,476.986,0.5454,False
35,0.001,3.8635,19567.23,-41.023,-19.92,476.986,0.5454,False
35,0.0015,3.8635,19567.23,-41.023,-19.92,476.986,0.5454,False
35,0.002,3.8635,19567.23,-41.023,-19.92,476.986,0.5454,False
35,0.0025,3.8635,19567.23,-41.023,-19.92,476.986,0.5454,False
35,0.003,3.8635,19567.23,-41.023,-19.92,476.986,0.5454,True
40,0.0,3.0638,6932.09,-47.318,-30.349,146.501,0.6217,False
40,0.0005,3.0638,6932.09,-47.318,-30.349,146.501,0.6217,False
40,0.0008,3.0638,6932.09,-47.318,-30.349,146.501,0.6217,False
40,0.001,3.0638,6932.09,-47.318,-30.349,146.501,0.6217,False
40,0.0015,3.0638,6932.09,-47.318,-30.349,146.501,0.6217,False
40,0.002,3.0638,6932.09,-47.318,-30.349,146.501,0.6217,False
40,0.0025,3.0638,6932.09,-47.318,-30.349,146.501,0.6217,False
40,0.003,3.0638,6932.09,-47.318,-30.349,146.501,0.6217,False
45,0.0,3.3693,11787.96,-45.184,-19.477,260.887,0.6658,False
45,0.0005,3.3693,11787.96,-45.184,-19.477,260.887,0.6658,False
45,0.0008,3.3693,11787.96,-45.184,-19.477,260.887,0.6658,False
45,0.001,3.3693,11787.96,-45.184,-19.477,260.887,0.6658,False
45,0.0015,3.3693,11787.96,-45.184,-19.477,260.887,0.6658,False
45,0.002,3.3693,11787.96,-45.184,-19.477,260.887,0.6658,False
45,0.0025,3.3693,11787.96,-45.184,-19.477,260.887,0.6658,False
45,0.003,3.3693,11787.96,-45.184,-19.477,260.887,0.6658,False
50,0.0,3.0758,6512.27,-44.145,-20.07,147.519,0.7823,False
50,0.0005,3.0758,6512.27,-44.145,-20.07,147.519,0.7823,False
50,0.0008,3.0758,6512.27,-44.145,-20.07,147.519,0.7823,False
50,0.001,3.0758,6512.27,-44.145,-20.07,147.519,0.7823,False
50,0.0015,3.0758,6512.27,-44.145,-20.07,147.519,0.7823,False
50,0.002,3.0758,6512.27,-44.145,-20.07,147.519,0.7823,False
50,0.0025,3.0758,6512.27,-44.145,-20.07,147.519,0.7823,False
50,0.003,3.0758,6512.27,-44.145,-20.07,147.519,0.7823,False
