EARLY_KILL_Y,EARLY_INSTILL_Y,Sharpe,CAGR%,MaxDD%,Worst1D%,Calmar,WF_CV,baseline
0.001,0.001,3.8978,30487.68,-42.709,-19.92,713.853,0.5864,False
0.001,0.0015,3.8485,21472.37,-40.775,-19.92,526.605,0.545,False
0.001,0.002,3.751,19369.04,-40.775,-19.92,475.021,0.5744,False
0.001,0.0025,3.7712,17255.88,-41.023,-19.92,420.643,0.592,False
0.001,0.003,3.8635,19567.23,-41.023,-19.92,476.986,0.5454,False
0.0015,0.001,3.8485,21472.37,-40.775,-19.92,526.605,0.545,False
0.0015,0.0015,3.8485,21472.37,-40.775,-19.92,526.605,0.545,False
0.0015,0.002,3.751,19369.04,-40.775,-19.92,475.021,0.5744,False
0.0015,0.0025,3.7712,17255.88,-41.023,-19.92,420.643,0.592,False
0.0015,0.003,3.8635,19567.23,-41.023,-19.92,476.986,0.5454,False
0.002,0.001,3.751,19369.04,-40.775,-19.92,475.021,0.5744,False
0.002,0.0015,3.751,19369.04,-40.775,-19.92,475.021,0.5744,False
0.002,0.002,3.751,19369.04,-40.775,-19.92,475.021,0.5744,False
0.002,0.0025,3.7712,17255.88,-41.023,-19.92,420.643,0.592,False
0.002,0.003,3.8635,19567.23,-41.023,-19.92,476.986,0.5454,False
0.0025,0.001,3.7712,17255.88,-41.023,-19.92,420.643,0.592,False
0.0025,0.0015,3.7712,17255.88,-41.023,-19.92,420.643,0.592,False
0.0025,0.002,3.7712,17255.88,-41.023,-19.92,420.643,0.592,False
0.0025,0.0025,3.7712,17255.88,-41.023,-19.92,420.643,0.592,False
0.0025,0.003,3.8635,19567.23,-41.023,-19.92,476.986,0.5454,False
0.003,0.001,3.8635,19567.23,-41.023,-19.92,476.986,0.5454,False
0.003,0.0015,3.8635,19567.23,-41.023,-19.92,476.986,0.5454,False
0.003,0.002,3.8635,19567.23,-41.023,-19.92,476.986,0.5454,False
0.003,0.0025,3.8635,19567.23,-41.023,-19.92,476.986,0.5454,False
0.003,0.003,3.8635,19567.23,-41.023,-19.92,476.986,0.5454,True
