Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
CAGR%,level,1,0.0359,0.4924,-0.0961,0.0654,368,
Calmar,level,1,0.0358,0.4938,-0.0897,0.0858,368,
Sharpe,level,1,-0.1192,0.0222,-0.0894,0.0867,368,
AvgDailyRet%,level,1,-0.0992,0.0572,-0.0801,0.1253,368,
Calmar,delta,1,-0.005,0.9241,-0.0335,0.5222,367,
CAGR%,delta,1,-0.005,0.9239,-0.0269,0.6081,367,
Sortino,level,1,-0.0432,0.4087,-0.0242,0.643,368,
AvgDailyRet%,delta,1,0.0212,0.6862,-0.0108,0.8366,367,
Sharpe,delta,1,0.0499,0.3408,0.0052,0.9207,367,
Sortino,delta,1,0.0056,0.9148,0.004,0.9395,367,
CAGR%,level,3,0.012,0.8194,-0.1492,0.0042,366,yes
Calmar,level,3,0.0118,0.8218,-0.1388,0.0078,366,yes
Sharpe,level,3,-0.232,0.0,-0.1374,0.0085,366,yes
AvgDailyRet%,level,3,-0.1875,0.0003,-0.1344,0.0101,366,yes
Sortino,level,3,-0.0828,0.1138,-0.0512,0.329,366,
Calmar,delta,3,0.0618,0.2387,-0.0235,0.6547,365,
CAGR%,delta,3,0.0619,0.2383,-0.0198,0.7058,365,
Sharpe,delta,3,0.0234,0.6562,0.0015,0.9766,365,
AvgDailyRet%,delta,3,0.0171,0.7447,-0.0011,0.9828,365,
Sortino,delta,3,0.0013,0.9802,-0.0006,0.9915,365,
CAGR%,level,5,-0.0267,0.6116,-0.2191,0.0,364,yes
AvgDailyRet%,level,5,-0.2449,0.0,-0.2088,0.0001,364,yes
Calmar,level,5,-0.0269,0.6095,-0.205,0.0001,364,yes
Sharpe,level,5,-0.3007,0.0,-0.2025,0.0001,364,yes
Sortino,level,5,-0.1099,0.036,-0.1128,0.0315,364,yes
CAGR%,delta,5,0.0297,0.5728,-0.0184,0.7261,363,
Sharpe,delta,5,-0.0068,0.8968,0.0161,0.7592,363,
Calmar,delta,5,0.0297,0.5733,-0.013,0.8054,363,
AvgDailyRet%,delta,5,0.0175,0.739,0.0099,0.851,363,
Sortino,delta,5,0.0153,0.771,0.0018,0.9732,363,
