Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
Calmar,level,1,-0.0677,0.1953,-0.0739,0.1573,368,
Sharpe,level,1,-0.0085,0.8712,-0.0602,0.249,368,
AvgDailyRet%,level,1,-0.0181,0.7287,-0.0579,0.2678,368,
CAGR%,level,1,-0.0677,0.1953,-0.0568,0.2773,368,
Sortino,level,1,-0.0084,0.8729,-0.0515,0.3244,368,
Calmar,delta,1,0.0384,0.4629,-0.0327,0.5329,367,
CAGR%,delta,1,0.0395,0.4506,-0.0268,0.6087,367,
Sharpe,delta,1,-0.0,0.9996,-0.0193,0.7122,367,
AvgDailyRet%,delta,1,0.0265,0.6134,-0.0113,0.8286,367,
Sortino,delta,1,0.0621,0.2352,0.0098,0.8521,367,
Calmar,level,3,-0.1347,0.0099,-0.0662,0.2064,366,
AvgDailyRet%,level,3,-0.0386,0.4612,-0.0621,0.236,366,
Sortino,level,3,-0.0345,0.5111,-0.0579,0.2696,366,
CAGR%,level,3,-0.1353,0.0095,-0.0543,0.3004,366,
Sharpe,level,3,-0.0166,0.7516,-0.0481,0.359,366,
Sharpe,delta,3,0.0058,0.9127,-0.021,0.6895,365,
CAGR%,delta,3,0.025,0.6336,-0.0162,0.7582,365,
Calmar,delta,3,0.0249,0.6347,-0.0147,0.7795,365,
AvgDailyRet%,delta,3,0.0108,0.8364,-0.0141,0.7879,365,
Sortino,delta,3,0.0321,0.5411,-0.0046,0.9298,365,
Calmar,level,5,-0.188,0.0003,-0.0519,0.3239,364,
Sortino,level,5,-0.0414,0.4315,-0.042,0.4241,364,
AvgDailyRet%,level,5,-0.0463,0.3785,-0.041,0.4352,364,
CAGR%,level,5,-0.1892,0.0003,-0.031,0.5557,364,
Sharpe,level,5,-0.0236,0.6536,-0.0245,0.6414,364,
Calmar,delta,5,0.0062,0.9064,-0.0152,0.7726,363,
CAGR%,delta,5,0.0074,0.8886,-0.0148,0.7788,363,
Sharpe,delta,5,0.0208,0.6927,-0.0135,0.7978,363,
Sortino,delta,5,0.0313,0.5517,-0.0048,0.9271,363,
AvgDailyRet%,delta,5,0.0196,0.7098,-0.0034,0.9485,363,
