Signal,Kind,Fwd Days,Pearson r,Pearson p,Spearman IC,Spearman p,N,Sig*
Sharpe,delta,1,0.1029,0.0441,0.1031,0.0437,383,yes
Sortino,delta,1,-0.0141,0.7825,0.0979,0.0547,386,
AvgDailyRet%,delta,1,0.1191,0.0191,0.0947,0.0629,387,
CAGR%,delta,1,0.0256,0.6156,0.0747,0.1426,387,
Calmar,delta,1,0.0238,0.6439,0.0585,0.2548,381,
Sharpe,level,1,0.0794,0.1203,0.046,0.3684,384,
CAGR%,level,1,-0.0519,0.3079,0.0344,0.4994,388,
AvgDailyRet%,level,1,0.0464,0.362,0.0334,0.5122,388,
Sortino,level,1,-0.0249,0.6257,0.0317,0.534,387,
Calmar,level,1,-0.0522,0.3092,0.0032,0.9505,382,
CAGR%,delta,3,-0.0533,0.2971,0.0674,0.1867,385,
AvgDailyRet%,delta,3,0.0681,0.1825,0.0573,0.2621,385,
Calmar,delta,3,-0.0548,0.2869,0.0546,0.2887,379,
Sharpe,level,3,0.0595,0.2461,0.0521,0.31,382,
Sortino,delta,3,-0.032,0.5315,0.0516,0.3127,384,
Sharpe,delta,3,0.0521,0.3101,0.0465,0.365,381,
CAGR%,level,3,-0.0956,0.0607,0.0362,0.4777,386,
AvgDailyRet%,level,3,-0.0014,0.9781,0.0348,0.4954,386,
Sortino,level,3,-0.0222,0.6641,0.0309,0.5455,385,
Calmar,level,3,-0.0944,0.0661,-0.0004,0.9933,380,
Sharpe,level,5,0.0912,0.0759,0.0826,0.108,380,
CAGR%,level,5,-0.0379,0.4589,0.0711,0.1646,384,
AvgDailyRet%,level,5,0.0186,0.716,0.0701,0.1703,384,
Sortino,level,5,-0.0013,0.9801,0.0649,0.2049,383,
Calmar,level,5,-0.0343,0.5064,0.0347,0.5011,378,
Calmar,delta,5,-0.0215,0.6769,-0.0094,0.8554,377,
AvgDailyRet%,delta,5,-0.0214,0.6758,-0.0076,0.8828,383,
Sortino,delta,5,-0.0124,0.809,-0.0065,0.8988,382,
Sharpe,delta,5,-0.0107,0.8362,-0.0027,0.9588,379,
CAGR%,delta,5,-0.0199,0.6972,0.0001,0.9987,383,
