EARLY_FILL_Y,EARLY_KILL_Y,VOL_LEV_MAX_BOOST,Sharpe,CAGR_pct,MaxDD_pct,Calmar,WF_CV,baseline
0.07,0.001,1.2,0.2479,-7.39,-51.814,-0.143,5.2754,False
0.07,0.001,1.3,0.278,-7.0,-54.81,-0.128,4.943,False
0.07,0.001,1.4,0.3531,-2.93,-56.971,-0.051,4.5704,False
0.07,0.001,1.5,0.3961,-0.94,-59.058,-0.016,4.4301,False
0.07,0.001,1.6,0.4203,-0.43,-61.071,-0.007,4.3591,False
0.07,0.001,1.7,0.4474,0.34,-63.013,0.005,4.3174,False
0.07,0.001,1.8,0.4691,0.63,-64.885,0.01,4.2968,False
0.07,0.001,1.9,0.4791,-0.2,-66.689,-0.003,4.2871,False
0.07,0.001,2.0,0.4781,-2.15,-68.427,-0.031,4.2982,False
0.07,0.001,2.5,0.495,-1.54,-68.427,-0.022,4.458,False
0.07,0.001,3.0,0.4571,-5.82,-69.064,-0.084,4.6194,False
0.07,0.0015,1.2,0.2479,-7.39,-51.814,-0.143,5.2754,False
0.07,0.0015,1.3,0.278,-7.0,-54.81,-0.128,4.943,False
0.07,0.0015,1.4,0.3531,-2.93,-56.971,-0.051,4.5704,False
0.07,0.0015,1.5,0.3961,-0.94,-59.058,-0.016,4.4301,False
0.07,0.0015,1.6,0.4203,-0.43,-61.071,-0.007,4.3591,False
0.07,0.0015,1.7,0.4474,0.34,-63.013,0.005,4.3174,False
0.07,0.0015,1.8,0.4691,0.63,-64.885,0.01,4.2968,False
0.07,0.0015,1.9,0.4791,-0.2,-66.689,-0.003,4.2871,False
0.07,0.0015,2.0,0.4781,-2.15,-68.427,-0.031,4.2982,False
0.07,0.0015,2.5,0.495,-1.54,-68.427,-0.022,4.458,False
0.07,0.0015,3.0,0.4571,-5.82,-69.064,-0.084,4.6194,False
0.07,0.003,1.2,0.2479,-7.39,-51.814,-0.143,5.2754,False
0.07,0.003,1.3,0.278,-7.0,-54.81,-0.128,4.943,False
0.07,0.003,1.4,0.3531,-2.93,-56.971,-0.051,4.5704,False
0.07,0.003,1.5,0.3961,-0.94,-59.058,-0.016,4.4301,False
0.07,0.003,1.6,0.4203,-0.43,-61.071,-0.007,4.3591,False
0.07,0.003,1.7,0.4474,0.34,-63.013,0.005,4.3174,False
0.07,0.003,1.8,0.4691,0.63,-64.885,0.01,4.2968,False
0.07,0.003,1.9,0.4791,-0.2,-66.689,-0.003,4.2871,False
0.07,0.003,2.0,0.4781,-2.15,-68.427,-0.031,4.2982,False
0.07,0.003,2.5,0.495,-1.54,-68.427,-0.022,4.458,False
0.07,0.003,3.0,0.4571,-5.82,-69.064,-0.084,4.6194,False
0.08,0.001,1.2,0.1476,-14.26,-55.996,-0.255,6.8477,False
0.08,0.001,1.3,0.2125,-11.92,-57.683,-0.207,6.1188,False
0.08,0.001,1.4,0.2773,-9.06,-59.699,-0.152,5.4786,False
0.08,0.001,1.5,0.3095,-8.38,-61.877,-0.135,5.2241,False
0.08,0.001,1.6,0.3322,-8.41,-63.976,-0.131,5.0928,False
0.08,0.001,1.7,0.3566,-8.32,-66.045,-0.126,5.0158,False
0.08,0.001,1.8,0.3846,-7.86,-67.856,-0.116,4.9143,False
0.08,0.001,1.9,0.4021,-8.29,-69.609,-0.119,4.8312,False
0.08,0.001,2.0,0.4061,-9.96,-71.605,-0.139,4.774,False
0.08,0.001,2.5,0.4307,-9.02,-72.581,-0.124,4.9928,False
0.08,0.001,3.0,0.4409,-8.96,-73.167,-0.122,5.09,False
0.08,0.0015,1.2,0.1476,-14.26,-55.996,-0.255,6.8477,False
0.08,0.0015,1.3,0.2125,-11.92,-57.683,-0.207,6.1188,False
