L_HIGH,Sharpe,CAGR%,MaxDD%,Flat_days,IS_Sharpe,OOS_Sharpe,Decay%,WF_CV,WF_MeanOOS,WF_PctPos%,WF_Unstable,Fold5_Sharpe,Fold8_Sharpe
0.8,3.444,127.7,-6.74,291,3.444,,,0.579,3.778,88.9,1,3.668,6.756
0.9,3.495,175.6,-8.47,291,3.495,,,0.579,3.778,88.9,1,3.668,6.756
1.0,3.53,239.2,-10.38,291,3.53,,,0.579,3.778,88.9,1,3.668,6.756
1.1,3.554,324.1,-12.46,291,3.554,,,0.579,3.778,88.9,1,3.668,6.756
1.2,3.57,438.1,-14.7,291,3.57,,,0.579,3.778,88.9,1,3.668,6.756
1.3,3.581,591.9,-17.09,291,3.581,,,0.579,3.778,88.9,1,3.668,6.756
1.4,3.588,800.2,-19.61,291,3.588,,,0.579,3.778,88.9,1,3.668,6.756
1.5,3.592,1083.6,-22.26,291,3.592,,,0.579,3.778,88.9,1,3.668,6.756
1.6,3.627,1380.2,-23.61,291,3.627,,,0.561,3.836,88.9,1,3.754,6.76
1.7,3.655,1730.4,-24.94,291,3.655,,,0.545,3.883,88.9,1,3.822,6.758
1.8,3.676,2141.1,-26.25,291,3.676,,,0.533,3.912,88.9,1,3.877,6.736
1.9,3.703,2666.5,-27.55,291,3.703,,,0.516,3.94,88.9,1,3.926,6.708
2.0,3.733,3335.6,-28.83,291,3.733,,,0.498,3.97,88.9,1,3.969,6.68
2.1,3.743,4018.8,-30.09,291,3.743,,,0.493,3.975,88.9,1,4.007,6.637
2.2,3.75,4814.8,-31.34,291,3.75,,,0.49,3.975,88.9,1,4.041,6.59
2.3,3.754,5725.3,-32.57,291,3.754,,,0.486,3.976,88.9,1,4.064,6.542
2.4,3.757,6789.2,-33.79,291,3.757,,,0.48,3.977,100.0,0,4.064,6.493
2.5,3.759,8040.2,-34.99,291,3.759,,,0.474,3.977,100.0,0,4.064,6.444
2.6,3.761,9521.0,-36.18,291,3.761,,,0.469,3.978,100.0,0,4.064,6.402
2.7,3.762,11268.0,-37.35,291,3.762,,,0.464,3.979,100.0,0,4.065,6.363
2.8,3.763,13315.4,-38.51,291,3.763,,,0.459,3.98,100.0,0,4.065,6.324
2.9,3.764,15743.1,-39.65,291,3.764,,,0.454,3.983,100.0,0,4.066,6.291
3.0,3.767,18668.0,-40.78,291,3.767,,,0.449,3.99,100.0,0,4.066,6.264
