threshold_pct,threshold_sharpe,cells_above_threshold,pct_of_surface,largest_cluster_cells,baseline_in_cluster,verdict
0.95,3.5787,64,80.0,56,True,Robust plateau | baseline inside
0.975,3.6729,56,70.0,56,True,Robust plateau | baseline inside
0.99,3.7294,56,70.0,56,True,Robust plateau | baseline inside
