TRAIL_DD,EARLY_X,Sharpe,MaxDD%,WF_CV,Fold5_Sharpe,Fold8_Sharpe,Flat_days
0.04,30,1.018,-64.81,5.412,1.422,-1.785,291
0.04,31,1.018,-64.81,5.412,1.422,-1.785,291
0.04,32,1.018,-64.81,5.412,1.422,-1.785,291
0.04,33,1.018,-64.81,5.412,1.422,-1.785,291
0.04,34,1.018,-64.81,5.412,1.422,-1.785,291
0.04,35,2.019,-53.29,2.765,2.556,-0.262,291
0.04,36,2.019,-53.29,2.765,2.556,-0.262,291
0.04,37,2.019,-53.29,2.765,2.556,-0.262,291
0.04,38,2.019,-53.29,2.765,2.556,-0.262,291
0.04,39,2.019,-53.29,2.765,2.556,-0.262,291
0.04,40,0.959,-70.16,8.563,2.281,-1.566,289
0.04,41,0.959,-70.16,8.563,2.281,-1.566,289
0.04,42,0.959,-70.16,8.563,2.281,-1.566,289
0.04,43,0.959,-70.16,8.563,2.281,-1.566,289
0.04,44,0.959,-70.16,8.563,2.281,-1.566,289
0.05,30,1.965,-65.68,1.593,1.186,1.54,291
0.05,31,1.965,-65.68,1.593,1.186,1.54,291
0.05,32,1.965,-65.68,1.593,1.186,1.54,291
0.05,33,1.965,-65.68,1.593,1.186,1.54,291
0.05,34,1.965,-65.68,1.593,1.186,1.54,291
0.05,35,3.059,-56.16,1.299,4.338,2.259,291
0.05,36,3.059,-56.16,1.299,4.338,2.259,291
0.05,37,3.059,-56.16,1.299,4.338,2.259,291
0.05,38,3.059,-56.16,1.299,4.338,2.259,291
0.05,39,3.059,-56.16,1.299,4.338,2.259,291
0.05,40,2.192,-69.36,1.842,4.17,0.972,289
0.05,41,2.192,-69.36,1.842,4.17,0.972,289
0.05,42,2.192,-69.36,1.842,4.17,0.972,289
0.05,43,2.192,-69.36,1.842,4.17,0.972,289
0.05,44,2.192,-69.36,1.842,4.17,0.972,289
0.06,30,2.203,-47.92,0.759,0.742,2.426,291
0.06,31,2.203,-47.92,0.759,0.742,2.426,291
0.06,32,2.203,-47.92,0.759,0.742,2.426,291
0.06,33,2.203,-47.92,0.759,0.742,2.426,291
0.06,34,2.203,-47.92,0.759,0.742,2.426,291
0.06,35,3.256,-38.13,0.659,3.927,3.929,291
0.06,36,3.256,-38.13,0.659,3.927,3.929,291
0.06,37,3.256,-38.13,0.659,3.927,3.929,291
0.06,38,3.256,-38.13,0.659,3.927,3.929,291
0.06,39,3.256,-38.13,0.659,3.927,3.929,291
0.06,40,2.47,-45.09,0.783,3.477,3.036,289
0.06,41,2.47,-45.09,0.783,3.477,3.036,289
0.06,42,2.47,-45.09,0.783,3.477,3.036,289
0.06,43,2.47,-45.09,0.783,3.477,3.036,289
0.06,44,2.47,-45.09,0.783,3.477,3.036,289
0.07,30,2.515,-44.63,0.65,0.447,4.484,291
0.07,31,2.515,-44.63,0.65,0.447,4.484,291
0.07,32,2.515,-44.63,0.65,0.447,4.484,291
0.07,33,2.515,-44.63,0.65,0.447,4.484,291
0.07,34,2.515,-44.63,0.65,0.447,4.484,291
0.07,35,3.531,-40.78,0.576,3.78,6.756,291
0.07,36,3.531,-40.78,0.576,3.78,6.756,291
0.07,37,3.531,-40.78,0.576,3.78,6.756,291
0.07,38,3.531,-40.78,0.576,3.78,6.756,291
0.07,39,3.531,-40.78,0.576,3.78,6.756,291
0.07,40,2.734,-42.64,0.626,3.325,5.427,289
0.07,41,2.734,-42.64,0.626,3.325,5.427,289
0.07,42,2.734,-42.64,0.626,3.325,5.427,289
0.07,43,2.734,-42.64,0.626,3.325,5.427,289
0.07,44,2.734,-42.64,0.626,3.325,5.427,289
0.08,30,2.541,-41.07,0.66,0.486,4.484,291
0.08,31,2.541,-41.07,0.66,0.486,4.484,291
0.08,32,2.541,-41.07,0.66,0.486,4.484,291
0.08,33,2.541,-41.07,0.66,0.486,4.484,291
0.08,34,2.541,-41.07,0.66,0.486,4.484,291
0.08,35,3.562,-40.98,0.582,3.668,6.756,291
0.08,36,3.562,-40.98,0.582,3.668,6.756,291
0.08,37,3.562,-40.98,0.582,3.668,6.756,291
0.08,38,3.562,-40.98,0.582,3.668,6.756,291
0.08,39,3.562,-40.98,0.582,3.668,6.756,291
0.08,40,2.845,-42.5,0.635,3.373,5.427,289
0.08,41,2.845,-42.5,0.635,3.373,5.427,289
0.08,42,2.845,-42.5,0.635,3.373,5.427,289
0.08,43,2.845,-42.5,0.635,3.373,5.427,289
0.08,44,2.845,-42.5,0.635,3.373,5.427,289
0.09,30,2.536,-41.07,0.659,0.486,4.484,291
0.09,31,2.536,-41.07,0.659,0.486,4.484,291
0.09,32,2.536,-41.07,0.659,0.486,4.484,291
0.09,33,2.536,-41.07,0.659,0.486,4.484,291
0.09,34,2.536,-41.07,0.659,0.486,4.484,291
0.09,35,3.538,-42.92,0.585,3.668,6.756,291
0.09,36,3.538,-42.92,0.585,3.668,6.756,291
0.09,37,3.538,-42.92,0.585,3.668,6.756,291
0.09,38,3.538,-42.92,0.585,3.668,6.756,291
0.09,39,3.538,-42.92,0.585,3.668,6.756,291
0.09,40,2.819,-43.65,0.629,3.373,5.427,289
0.09,41,2.819,-43.65,0.629,3.373,5.427,289
0.09,42,2.819,-43.65,0.629,3.373,5.427,289
0.09,43,2.819,-43.65,0.629,3.373,5.427,289
0.09,44,2.819,-43.65,0.629,3.373,5.427,289
0.1,30,2.508,-41.07,0.659,0.486,4.484,291
0.1,31,2.508,-41.07,0.659,0.486,4.484,291
0.1,32,2.508,-41.07,0.659,0.486,4.484,291
0.1,33,2.508,-41.07,0.659,0.486,4.484,291
0.1,34,2.508,-41.07,0.659,0.486,4.484,291
0.1,35,3.576,-37.01,0.565,3.668,6.756,291
0.1,36,3.576,-37.01,0.565,3.668,6.756,291
0.1,37,3.576,-37.01,0.565,3.668,6.756,291
0.1,38,3.576,-37.01,0.565,3.668,6.756,291
0.1,39,3.576,-37.01,0.565,3.668,6.756,291
0.1,40,2.871,-43.2,0.601,3.373,5.427,289
0.1,41,2.871,-43.2,0.601,3.373,5.427,289
0.1,42,2.871,-43.2,0.601,3.373,5.427,289
0.1,43,2.871,-43.2,0.601,3.373,5.427,289
0.1,44,2.871,-43.2,0.601,3.373,5.427,289
0.11,30,2.508,-41.07,0.659,0.486,4.484,291
0.11,31,2.508,-41.07,0.659,0.486,4.484,291
0.11,32,2.508,-41.07,0.659,0.486,4.484,291
0.11,33,2.508,-41.07,0.659,0.486,4.484,291
0.11,34,2.508,-41.07,0.659,0.486,4.484,291
0.11,35,3.57,-37.01,0.565,3.668,6.756,291
0.11,36,3.57,-37.01,0.565,3.668,6.756,291
0.11,37,3.57,-37.01,0.565,3.668,6.756,291
0.11,38,3.57,-37.01,0.565,3.668,6.756,291
0.11,39,3.57,-37.01,0.565,3.668,6.756,291
0.11,40,2.866,-43.2,0.601,3.373,5.427,289
0.11,41,2.866,-43.2,0.601,3.373,5.427,289
0.11,42,2.866,-43.2,0.601,3.373,5.427,289
0.11,43,2.866,-43.2,0.601,3.373,5.427,289
0.11,44,2.866,-43.2,0.601,3.373,5.427,289
0.12,30,2.508,-41.07,0.659,0.486,4.484,291
0.12,31,2.508,-41.07,0.659,0.486,4.484,291
0.12,32,2.508,-41.07,0.659,0.486,4.484,291
0.12,33,2.508,-41.07,0.659,0.486,4.484,291
0.12,34,2.508,-41.07,0.659,0.486,4.484,291
0.12,35,3.565,-37.01,0.565,3.668,6.756,291
0.12,36,3.565,-37.01,0.565,3.668,6.756,291
0.12,37,3.565,-37.01,0.565,3.668,6.756,291
0.12,38,3.565,-37.01,0.565,3.668,6.756,291
0.12,39,3.565,-37.01,0.565,3.668,6.756,291
0.12,40,2.858,-43.2,0.601,3.373,5.427,289
0.12,41,2.858,-43.2,0.601,3.373,5.427,289
0.12,42,2.858,-43.2,0.601,3.373,5.427,289
0.12,43,2.858,-43.2,0.601,3.373,5.427,289
0.12,44,2.858,-43.2,0.601,3.373,5.427,289
0.13,30,2.508,-41.07,0.659,0.486,4.484,291
0.13,31,2.508,-41.07,0.659,0.486,4.484,291
0.13,32,2.508,-41.07,0.659,0.486,4.484,291
0.13,33,2.508,-41.07,0.659,0.486,4.484,291
0.13,34,2.508,-41.07,0.659,0.486,4.484,291
0.13,35,3.565,-37.01,0.565,3.668,6.756,291
0.13,36,3.565,-37.01,0.565,3.668,6.756,291
0.13,37,3.565,-37.01,0.565,3.668,6.756,291
0.13,38,3.565,-37.01,0.565,3.668,6.756,291
0.13,39,3.565,-37.01,0.565,3.668,6.756,291
0.13,40,2.858,-43.2,0.601,3.373,5.427,289
0.13,41,2.858,-43.2,0.601,3.373,5.427,289
0.13,42,2.858,-43.2,0.601,3.373,5.427,289
0.13,43,2.858,-43.2,0.601,3.373,5.427,289
0.13,44,2.858,-43.2,0.601,3.373,5.427,289
0.14,30,2.508,-41.07,0.659,0.486,4.484,291
0.14,31,2.508,-41.07,0.659,0.486,4.484,291
0.14,32,2.508,-41.07,0.659,0.486,4.484,291
0.14,33,2.508,-41.07,0.659,0.486,4.484,291
0.14,34,2.508,-41.07,0.659,0.486,4.484,291
0.14,35,3.565,-37.01,0.565,3.668,6.756,291
0.14,36,3.565,-37.01,0.565,3.668,6.756,291
0.14,37,3.565,-37.01,0.565,3.668,6.756,291
0.14,38,3.565,-37.01,0.565,3.668,6.756,291
0.14,39,3.565,-37.01,0.565,3.668,6.756,291
0.14,40,2.858,-43.2,0.601,3.373,5.427,289
0.14,41,2.858,-43.2,0.601,3.373,5.427,289
0.14,42,2.858,-43.2,0.601,3.373,5.427,289
0.14,43,2.858,-43.2,0.601,3.373,5.427,289
