TRAIL_DD,EARLY_X,Sharpe,MaxDD%,WF_CV,Fold5_Sharpe,Fold8_Sharpe,Flat_days
0.14,44,2.858,-43.2,0.601,3.373,5.427,289
0.15,30,2.508,-41.07,0.659,0.486,4.484,291
0.15,31,2.508,-41.07,0.659,0.486,4.484,291
0.15,32,2.508,-41.07,0.659,0.486,4.484,291
0.15,33,2.508,-41.07,0.659,0.486,4.484,291
0.15,34,2.508,-41.07,0.659,0.486,4.484,291
0.15,35,3.565,-37.01,0.565,3.668,6.756,291
0.15,36,3.565,-37.01,0.565,3.668,6.756,291
0.15,37,3.565,-37.01,0.565,3.668,6.756,291
0.15,38,3.565,-37.01,0.565,3.668,6.756,291
0.15,39,3.565,-37.01,0.565,3.668,6.756,291
0.15,40,2.858,-43.2,0.601,3.373,5.427,289
0.15,41,2.858,-43.2,0.601,3.373,5.427,289
0.15,42,2.858,-43.2,0.601,3.373,5.427,289
0.15,43,2.858,-43.2,0.601,3.373,5.427,289
0.15,44,2.858,-43.2,0.601,3.373,5.427,289
0.16,30,2.508,-41.07,0.659,0.486,4.484,291
0.16,31,2.508,-41.07,0.659,0.486,4.484,291
0.16,32,2.508,-41.07,0.659,0.486,4.484,291
0.16,33,2.508,-41.07,0.659,0.486,4.484,291
0.16,34,2.508,-41.07,0.659,0.486,4.484,291
0.16,35,3.565,-37.01,0.565,3.668,6.756,291
0.16,36,3.565,-37.01,0.565,3.668,6.756,291
0.16,37,3.565,-37.01,0.565,3.668,6.756,291
0.16,38,3.565,-37.01,0.565,3.668,6.756,291
0.16,39,3.565,-37.01,0.565,3.668,6.756,291
0.16,40,2.858,-43.2,0.601,3.373,5.427,289
0.16,41,2.858,-43.2,0.601,3.373,5.427,289
0.16,42,2.858,-43.2,0.601,3.373,5.427,289
0.16,43,2.858,-43.2,0.601,3.373,5.427,289
0.16,44,2.858,-43.2,0.601,3.373,5.427,289
